method,taxa,rtt
mrbayes,kwal,0.988958
mrbayes,agos,1.131767
mrbayes,klac,1.121446
mrbayes,cgla,1.1757119999999999
mrbayes,smik,1.065494
mrbayes,scer,1.068512
mrbayes,spar,1.058789
mrbayes,sbay,1.0368979999999999
mrbayes,scas,1.017957
mrbayes,ctro,0.8933559999999999
mrbayes,calb,0.897322
mrbayes,cpar,0.958858
mrbayes,lelo,1.014855
mrbayes,clus,0.9874780000000001
mrbayes,cgui,0.9650920000000001
mrbayes,dhan,0.834969
