,dataset,branch,quartet_type,t1,t2,m_gts,n_gts,mu3,mu2,mu1,mua,mub,muc,mud,l_theory,l_simplified,l_empirical,gene_type,bl_true,bl_formula,bl_est
0,hs_hl_hg_high,internal,balanced,0.8481420133500001,1.3500998881500001,6113,3887,0.00011544102208236,6.282015668292001e-05,0.00011441889985968002,0.0001354504151832,9.246941355912e-05,0.00014072250938928,9.625344564888001e-05,0.04874581548323426,0.031938780953898974,0.1126159535056437,matching,0.0363714,0.04231638690789931,0.05569078806792086
1,hs_hl_hg_high,internal,balanced,0.8481420133500001,1.3500998881500001,6113,3887,0.00011544102208236,6.282015668292001e-05,0.00011441889985968002,0.0001354504151832,9.246941355912e-05,0.00014072250938928,9.625344564888001e-05,0.023088204416472,0.023088204416472,0.09058274609981991,non-matching,0.0363714,0.04231638690789931,0.05569078806792086
2,hs_hl_hg_high,terminal A,balanced,0.8481420133500001,1.3500998881500001,6113,3887,0.00011544102208236,6.282015668292001e-05,0.00011441889985968002,0.0001354504151832,9.246941355912e-05,0.00014072250938928,9.625344564888001e-05,0.05230740890760574,0.05223193578661611,0.10030156388189103,matching,0.03120394,0.03128390147836026,0.03143267914691371
3,hs_hl_hg_high,terminal A,balanced,0.8481420133500001,1.3500998881500001,6113,3887,0.00011544102208236,6.282015668292001e-05,0.00011441889985968002,0.0001354504151832,9.246941355912e-05,0.00014072250938928,9.625344564888001e-05,0.06600476000086967,0.06586847703784568,0.11086418453305891,non-matching,0.03120394,0.03128390147836026,0.03143267914691371
4,hs_hl_hg_high,terminal B,balanced,0.8481420133500001,1.3500998881500001,6113,3887,0.00011544102208236,6.282015668292001e-05,0.00011441889985968002,0.0001354504151832,9.246941355912e-05,0.00014072250938928,9.625344564888001e-05,0.042405806908623105,0.04233033378763348,0.08917154664485523,matching,0.02130233,0.02138229947937762,0.021168305962848286
5,hs_hl_hg_high,terminal B,balanced,0.8481420133500001,1.3500998881500001,6113,3887,0.00011544102208236,6.282015668292001e-05,0.00011441889985968002,0.0001354504151832,9.246941355912e-05,0.00014072250938928,9.625344564888001e-05,0.05610315800188704,0.05596687503886305,0.1019608406946231,non-matching,0.02130233,0.02138229947937762,0.021168305962848286
6,hs_hl_hg_high,terminal C,balanced,0.8481420133500001,1.3500998881500001,6113,3887,0.00011544102208236,6.282015668292001e-05,0.00011441889985968002,0.0001354504151832,9.246941355912e-05,0.00014072250938928,9.625344564888001e-05,0.03129712508106745,0.02933228408837777,0.07060767919352201,matching,0.01829112,0.02062974392762058,0.0066699686454436795
7,hs_hl_hg_high,terminal C,balanced,0.8481420133500001,1.3500998881500001,6113,3887,0.00011544102208236,6.282015668292001e-05,0.00011441889985968002,0.0001354504151832,9.246941355912e-05,0.00014072250938928,9.625344564888001e-05,0.0506459484982643,0.04362983311167231,0.09385462933110368,non-matching,0.01829112,0.02062974392762058,0.0066699686454436795
8,hs_hl_hg_high,terminal D,balanced,0.8481420133500001,1.3500998881500001,6113,3887,0.00011544102208236,6.282015668292001e-05,0.00011441889985968002,0.0001354504151832,9.246941355912e-05,0.00014072250938928,9.625344564888001e-05,0.02551703518131731,0.02355219418862762,0.06625374919679372,matching,0.01251103,0.014849654027870442,0.00494173633097484
9,hs_hl_hg_high,terminal D,balanced,0.8481420133500001,1.3500998881500001,6113,3887,0.00011544102208236,6.282015668292001e-05,0.00011441889985968002,0.0001354504151832,9.246941355912e-05,0.00014072250938928,9.625344564888001e-05,0.044865858598514156,0.03784974321192216,0.09625471232827373,non-matching,0.01251103,0.014849654027870442,0.00494173633097484
10,hs_hl_hg_high,internal,unbalanced,1.09286153025,0.6140977204,4866,5134,0.00014749921783550402,0.000133993360867368,0.00017482987340291799,0.000153954136044806,3.9994152683704e-05,0.000145393227192308,0.000187043872998816,0.04761305313584774,0.04607698909494467,0.13149680359843813,matching,0.03821297999999998,0.03562858214366258,0.04420321880608708
11,hs_hl_hg_high,internal,unbalanced,1.09286153025,0.6140977204,4866,5134,0.00014749921783550402,0.000133993360867368,0.00017482987340291799,0.000153954136044806,3.9994152683704e-05,0.000145393227192308,0.000187043872998816,0.02877718989845911,0.0267986721734736,0.11795004471172574,non-matching,0.03821297999999998,0.03562858214366258,0.04420321880608708
12,hs_hl_hg_high,terminal A,unbalanced,1.09286153025,0.6140977204,4866,5134,0.00014749921783550402,0.000133993360867368,0.00017482987340291799,0.000153954136044806,3.9994152683704e-05,0.000145393227192308,0.000187043872998816,0.02948799881991568,0.02924322427120665,0.06785834593711468,matching,0.00902297,0.009351957077265147,0.016309939505129357
13,hs_hl_hg_high,terminal A,unbalanced,1.09286153025,0.6140977204,4866,5134,0.00014749921783550402,0.000133993360867368,0.00017482987340291799,0.000153954136044806,3.9994152683704e-05,0.000145393227192308,0.000187043872998816,0.0684342476456827,0.0695681624857537,0.13128162420919362,non-matching,0.00902297,0.009351957077265147,0.016309939505129357
14,hs_hl_hg_high,terminal B,unbalanced,1.09286153025,0.6140977204,4866,5134,0.00014749921783550402,0.000133993360867368,0.00017482987340291799,0.000153954136044806,3.9994152683704e-05,0.000145393227192308,0.000187043872998816,0.02280901503590551,0.02256424048719648,0.06308107159268392,matching,0.00234398,0.002672973293254971,0.013212000321497101
15,hs_hl_hg_high,terminal B,unbalanced,1.09286153025,0.6140977204,4866,5134,0.00014749921783550402,0.000133993360867368,0.00017482987340291799,0.000153954136044806,3.9994152683704e-05,0.000145393227192308,0.000187043872998816,0.061755263861672544,0.06288917870174354,0.1202268740299961,non-matching,0.00234398,0.002672973293254971,0.013212000321497101
16,hs_hl_hg_high,terminal C,unbalanced,1.09286153025,0.6140977204,4866,5134,0.00014749921783550402,0.000133993360867368,0.00017482987340291799,0.000153954136044806,3.9994152683704e-05,0.000145393227192308,0.000187043872998816,0.06949255212994632,0.06838443869246968,0.1502453691861899,matching,0.04030017,0.04185896247933839,0.07983178098775515
17,hs_hl_hg_high,terminal C,unbalanced,1.09286153025,0.6140977204,4866,5134,0.00014749921783550402,0.000133993360867368,0.00017482987340291799,0.000153954136044806,3.9994152683704e-05,0.000145393227192308,0.000187043872998816,0.050648500860377775,0.04923305172533527,0.09979231346123879,non-matching,0.04030017,0.04185896247933839,0.07983178098775515
18,hs_hl_hg_high,terminal D,unbalanced,1.09286153025,0.6140977204,4866,5134,0.00014749921783550402,0.000133993360867368,0.00017482987340291799,0.000153954136044806,3.9994152683704e-05,0.000145393227192308,0.000187043872998816,0.12063336526134583,0.11678761934632503,0.1889294747431155,matching,0.09127458,0.09323669578161803,0.126854558484151
19,hs_hl_hg_high,terminal D,unbalanced,1.09286153025,0.6140977204,4866,5134,0.00014749921783550402,0.000133993360867368,0.00017482987340291799,0.000153954136044806,3.9994152683704e-05,0.000145393227192308,0.000187043872998816,0.11242148904725745,0.10914033413998583,0.17706968545578497,non-matching,0.09127458,0.09323669578161803,0.126854558484151
20,hs_hl_hg_high,internal,balanced,0.02773577735,0.3259354954,3909,6091,9.76671480137058e-05,0.00010315828420443901,2.2764775988170802e-05,9.293247545662021e-05,0.0001024994397553035,4.5836163859332305e-05,7.7398474993179e-05,0.02166959287352415,0.01953836505130982,0.07753013703248912,matching,0.006850869999999981,0.007095278564214666,0.01044383817349008
21,hs_hl_hg_high,internal,balanced,0.02773577735,0.3259354954,3909,6091,9.76671480137058e-05,0.00010315828420443901,2.2764775988170802e-05,9.293247545662021e-05,0.0001024994397553035,4.5836163859332305e-05,7.7398474993179e-05,0.01953342960274116,0.01953342960274116,0.07589127062222951,non-matching,0.006850869999999981,0.007095278564214666,0.01044383817349008
22,hs_hl_hg_high,terminal A,balanced,0.02773577735,0.3259354954,3909,6091,9.76671480137058e-05,0.00010315828420443901,2.2764775988170802e-05,9.293247545662021e-05,0.0001024994397553035,4.5836163859332305e-05,7.7398474993179e-05,0.0524446779973342,0.040431587279317324,0.09016514029419288,matching,0.03665748,0.047722208754913405,0.03579286170698495
23,hs_hl_hg_high,terminal A,balanced,0.02773577735,0.3259354954,3909,6091,9.76671480137058e-05,0.00010315828420443901,2.2764775988170802e-05,9.293247545662021e-05,0.0001024994397553035,4.5836163859332305e-05,7.7398474993179e-05,0.0498060454465518,0.0398190625098138,0.08754639916269907,non-matching,0.03665748,0.047722208754913405,0.03579286170698495
24,hs_hl_hg_high,terminal B,balanced,0.02773577735,0.3259354954,3909,6091,9.76671480137058e-05,0.00010315828420443901,2.2764775988170802e-05,9.293247545662021e-05,0.0001024994397553035,4.5836163859332305e-05,7.7398474993179e-05,0.056218394278466775,0.0442053035604499,0.09943526891020722,matching,0.0404312,0.05149592503604598,0.04160567097121828
