,branch,type,d,d-est,p,p-est,m_gts,n_gts,mu3,mu2,mu1,mua,mub,muc,mud,l_true,l_est,l_true/l_est,lm_theory,lm_simplified,lm_est,ln_theory,ln_simplified,ln_est
193,terminal C,unbalanced,0.09090240919999815,0.10113653917810511,0.08689318262399626,0.09619038096190381,3975,6025,0.000274277154952202,0.000311341117713504,0.000278290552496566,0.00042007084103746405,0.00029894538681534804,0.00016265978196552,0.00048132184930119805,0.01993248,0.020052696156506275,0.9940049878795341,0.058815383308360274,0.05913982681265795,0.05893236636477988,0.03031303292549674,0.03031051439839696,0.030227472785062243
194,terminal D,unbalanced,0.09090240919999815,0.10113653917810511,0.08689318262399626,0.09619038096190381,3975,6025,0.000274277154952202,0.000311341117713504,0.000278290552496566,0.00042007084103746405,0.00029894538681534804,0.00016265978196552,0.00048132184930119805,0.27891315,0.2720778877594422,1.025122446725995,0.2948822368857606,0.3019740378663008,0.2997986347622641,0.2926030756753721,0.2996692385092114,0.2991385069427386
195,internal,balanced,5.158331820599998,4.913154960757725,0.9942487141356994,0.9926507349265073,9952,48,0.000547730004004612,0.000453707692361336,9.7311546746624e-05,0.000137668901682736,0.00015101869707336,0.00034735991377098,0.00020427784040718397,0.17217360999999998,0.18113074452259512,0.9505487897915763,0.21931790245197985,0.06483030468624372,0.21863684038384246,0.0547730004004612,0.0547730004004612,0.06507776958333333
196,terminal A,balanced,5.158331820599998,4.913154960757725,0.9942487141356994,0.9926507349265073,9952,48,0.000547730004004612,0.000453707692361336,9.7311546746624e-05,0.000137668901682736,0.00015101869707336,0.00034735991377098,0.00020427784040718397,0.03117075,0.039023294970536124,0.7987728874134014,0.048597840867837104,0.04083064615893564,0.04857991574758842,0.08457759300722245,0.054549695856689916,0.08938902229166666
197,terminal B,balanced,5.158331820599998,4.913154960757725,0.9942487141356994,0.9926507349265073,9952,48,0.000547730004004612,0.000453707692361336,9.7311546746624e-05,0.000137668901682736,0.00015101869707336,0.00034735991377098,0.00020427784040718397,0.03419339,0.042045931959543204,0.8132389604992236,0.051620477856844184,0.04385328314794272,0.05199082687399518,0.08760022999622953,0.057572332845696995,0.10473693645833333
198,terminal C,balanced,5.158331820599998,4.913154960757725,0.9942487141356994,0.9926507349265073,9952,48,0.000547730004004612,0.000453707692361336,9.7311546746624e-05,0.000137668901682736,0.00015101869707336,0.00034735991377098,0.00020427784040718397,0.02005955,0.020348318555624245,0.9858087264146732,0.06506929576330765,0.06480353747469018,0.06551389344453376,0.21185697606892107,0.20558882195936937,0.22933093875
199,terminal D,balanced,5.158331820599998,4.913154960757725,0.9942487141356994,0.9926507349265073,9952,48,0.000547730004004612,0.000453707692361336,9.7311546746624e-05,0.000137668901682736,0.00015101869707336,0.00034735991377098,0.00020427784040718397,0.01179676,0.012085530278424322,0.9761061143556233,0.05680650748610773,0.05654074919749026,0.0564601062851688,0.20359418779172114,0.19732603368216944,0.19343886145833333
200,internal,unbalanced,0.8274859942000012,0.8130447390158744,0.5628531041232677,0.5564943505649435,7044,2956,0.00017887974234468798,0.00037546435609707196,0.000338237659757512,0.000210984857640448,0.000269068020290832,0.000239692713318536,0.00018116017870264,0.027988690000000038,0.02084245039726358,1.3428694547199063,0.04794351347701178,0.05017877526518418,0.04792494000993753,0.03451393921873475,0.0375464356097072,0.03397094680649526
201,terminal A,unbalanced,0.8274859942000012,0.8130447390158744,0.5628531041232677,0.5564943505649435,7044,2956,0.00017887974234468798,0.00037546435609707196,0.000338237659757512,0.000210984857640448,0.000269068020290832,0.000239692713318536,0.00018116017870264,0.01901995,0.019157556776995096,0.9928171019615436,0.036949948427864705,0.03695008184398408,0.037395902641964796,0.0767604512572756,0.07829733667985203,0.07726453956021652
202,terminal B,unbalanced,0.8274859942000012,0.8130447390158744,0.5628531041232677,0.5564943505649435,7044,2956,0.00017887974234468798,0.00037546435609707196,0.000338237659757512,0.000210984857640448,0.000269068020290832,0.000239692713318536,0.00018116017870264,0.02425605,0.024393661061997512,0.9943587368190545,0.042186052712867114,0.042186186128986475,0.04227241660846111,0.081996555542278,0.08353344096485443,0.07887109567320703
203,terminal C,unbalanced,0.8274859942000012,0.8130447390158744,0.5628531041232677,0.5564943505649435,7044,2956,0.00017887974234468798,0.00037546435609707196,0.000338237659757512,0.000210984857640448,0.000269068020290832,0.000239692713318536,0.00018116017870264,0.04144215,0.04247746751620801,0.9756266656948659,0.07932292903885334,0.08156236812019584,0.07984754943781942,0.0539713880374195,0.05395762988602602,0.05415053235453316
204,terminal D,unbalanced,0.8274859942000012,0.8130447390158744,0.5628531041232677,0.5564943505649435,7044,2956,0.00017887974234468798,0.00037546435609707196,0.000338237659757512,0.000210984857640448,0.000269068020290832,0.000239692713318536,0.00018116017870264,0.15773313,0.12347759403884959,1.277423092244352,0.15562562754345555,0.19270580713062366,0.1568921514721749,0.14648688685133937,0.18276410975508628,0.14730615437077133
205,internal,unbalanced,0.7767267366999999,0.7752167384275293,0.5400910467009445,0.5393960603939606,6930,3070,0.000244802316642,0.00010560956176496,0.00016337952766192,0.00032551176431264,0.0003506801332642,0.00013390255094104,0.00014840012853426,0.01269012,0.007824349718266541,1.6218753579449479,0.01737456775866361,0.01613663544745425,0.01727126148917749,0.012230504271533051,0.010560956176496,0.011831582856677524
206,terminal A,unbalanced,0.7767267366999999,0.7752167384275293,0.5400910467009445,0.5393960603939606,6930,3070,0.000244802316642,0.00010560956176496,0.00016337952766192,0.00032551176431264,0.0003506801332642,0.00013390255094104,0.00014840012853426,0.02276074,0.022681613162199535,1.003488589512334,0.030654949979878464,0.030653493716607274,0.030959529860028857,0.04508371674899891,0.04425166000552146,0.04473068457980456
207,terminal B,unbalanced,0.7767267366999999,0.7752167384275293,0.5400910467009445,0.5393960603939606,6930,3070,0.000244802316642,0.00010560956176496,0.00016337952766192,0.00032551176431264,0.0003506801332642,0.00013390255094104,0.00014840012853426,0.02452058,0.024441459428473186,1.0032371459551488,0.032414796246152115,0.03241333998288093,0.03214702525974026,0.04684356301527256,0.04601150627179512,0.04811730161563518
208,terminal C,unbalanced,0.7767267366999999,0.7752167384275293,0.5400910467009445,0.5393960603939606,6930,3070,0.000244802316642,0.00010560956176496,0.00016337952766192,0.00032551176431264,0.0003506801332642,0.00013390255094104,0.00014840012853426,0.01976343,0.019209300843337575,1.028846919582428,0.03233929810267165,0.031102694693800267,0.03184780715873016,0.023285558983039596,0.023283747447012206,0.023488142967426708
209,terminal D,unbalanced,0.7767267366999999,0.7752167384275293,0.5400910467009445,0.5393960603939606,6930,3070,0.000244802316642,0.00010560956176496,0.00016337952766192,0.00032551176431264,0.0003506801332642,0.00013390255094104,0.00014840012853426,0.08601637,0.11106995162533362,0.7744342078238627,0.12239910557186667,0.09579901478240284,0.12292564578787879,0.11922362113968893,0.0930570058526949,0.12000241897719868
210,internal,unbalanced,1.037534684699999,1.0288597817696097,0.6456728658128974,0.6425857414258574,7618,2382,0.00013929955460569,2.5079125449832002e-05,0.000221835602635634,8.433593749265001e-05,0.000142150204296725,1.8781061804644998e-05,6.456963327272701e-05,0.023016210000000002,0.012166977295677528,1.8916949905196914,0.014618633612716498,0.013889290074733373,0.014646196086899448,0.0035224771259955647,0.0025079125449832002,0.0035664067464315696
211,terminal A,unbalanced,1.037534684699999,1.0288597817696097,0.6456728658128974,0.6425857414258574,7618,2382,0.00013929955460569,2.5079125449832002e-05,0.000221835602635634,8.433593749265001e-05,0.000142150204296725,1.8781061804644998e-05,6.456963327272701e-05,0.00115614,0.001122996607256569,1.0295133507343346,0.012920515946414347,0.012920243634865545,0.012546446358624312,0.02676929713825981,0.0262622761503471,0.025982440705289673
212,terminal B,unbalanced,1.037534684699999,1.0288597817696097,0.6456728658128974,0.6425857414258574,7618,2382,0.00013929955460569,2.5079125449832002e-05,0.000221835602635634,8.433593749265001e-05,0.000142150204296725,1.8781061804644998e-05,6.456963327272701e-05,0.00194869,0.001915554881822934,1.017297921605636,0.01371307422098071,0.013712801909431907,0.01337784787083224,0.027561855412826176,0.02705483442491347,0.028349147124265322
213,terminal C,unbalanced,1.037534684699999,1.0288597817696097,0.6456728658128974,0.6425857414258574,7618,2382,0.00013929955460569,2.5079125449832002e-05,0.000221835602635634,8.433593749265001e-05,0.000142150204296725,1.8781061804644998e-05,6.456963327272701e-05,0.00220606,0.001867901714279643,1.181036444870317,0.00557241584741269,0.004843248872287816,0.005408053419532686,0.003042209242273382,0.0030420350405444005,0.0030376082493702773
214,terminal D,unbalanced,1.037534684699999,1.0288597817696097,0.6456728658128974,0.6425857414258574,7618,2382,0.00013929955460569,2.5079125449832002e-05,0.000221835602635634,8.433593749265001e-05,0.000142150204296725,1.8781061804644998e-05,6.456963327272701e-05,0.03291365,0.054066006579875654,0.608767913187268,0.05740691511816796,0.035292295511725934,0.057142603428721454,0.0564143246638727,0.03458559679848615,0.05524835621326616
215,internal,unbalanced,1.6323975657999996,1.6090380323927824,0.8045396172358881,0.7999200079992,8667,1333,0.000323348147414374,0.00013902921606172798,0.00034674882134228495,0.00046210596502686894,0.000533362887209146,0.0002821262557625,0.000747182885025561,0.056603199999999965,0.037649613610046505,1.5034204756060456,0.059397695818006815,0.046909826583694254,0.0609226416799354,0.029556939941855886,0.013902921606172798,0.028649203518379598
216,terminal A,unbalanced,1.6323975657999996,1.6090380323927824,0.8045396172358881,0.7999200079992,8667,1333,0.000323348147414374,0.00013902921606172798,0.00034674882134228495,0.00046210596502686894,0.000533362887209146,0.0002821262557625,0.000747182885025561,0.09045872,0.09066159476443827,0.9977622855083744,0.11477265611303958,0.11440218439459635,0.11608339814237913,0.16444325501931684,0.15864767610059044,0.16574340964741185
217,terminal B,unbalanced,1.6323975657999996,1.6090380323927824,0.8045396172358881,0.7999200079992,8667,1333,0.000323348147414374,0.00013902921606172798,0.00034674882134228495,0.00046210596502686894,0.000533362887209146,0.0002821262557625,0.000747182885025561,0.10440749,0.1046103643033228,0.9980606672706488,0.1287214256519241,0.12835095393348087,0.12977727870428057,0.17839202455820136,0.17259644563947496,0.18044064117029257
218,terminal C,unbalanced,1.6323975657999996,1.6090380323927824,0.8045396172358881,0.7999200079992,8667,1333,0.000323348147414374,0.00013902921606172798,0.00034674882134228495,0.00046210596502686894,0.000533362887209146,0.0002821262557625,0.000747182885025561,0.10128134,0.09743244042169685,1.0395032656643388,0.12768188544119863,0.11553143760681665,0.12718936908041997,0.10726992875877354,0.1059156419260301,0.10849450856714177
219,terminal D,unbalanced,1.6323975657999996,1.6090380323927824,0.8045396172358881,0.7999200079992,8667,1333,0.000323348147414374,0.00013902921606172798,0.00034674882134228495,0.00046210596502686894,0.000533362887209146,0.0002821262557625,0.000747182885025561,0.30457436000000004,0.3135526337683971,0.9713659755923825,0.34237148308195253,0.3181300733913878,0.3450126127345103,0.33325726039630105,0.3138429474660016,0.3243456608702176
220,internal,unbalanced,1.1177776203999998,1.120651191187197,0.6729942814770413,0.6739326067393261,7827,2173,0.00029878105198011,0.000190214610632292,0.000342587328870402,0.0002724394117245,0.00021069389066218202,0.000195212331949218,0.00018693352561128003,0.03829364999999996,0.024712583296182346,1.5495607861407044,0.046440570701295945,0.03850712332269916,0.0465586948217708,0.02860900724786427,0.0190214610632292,0.028553739567418315
221,terminal A,unbalanced,1.1177776203999998,1.120651191187197,0.6729942814770413,0.6739326067393261,7827,2173,0.00029878105198011,0.000190214610632292,0.000342587328870402,0.0002724394117245,0.00021069389066218202,0.000195212331949218,0.00018693352561128003,0.06904106,0.06966122480333334,0.9910974174645338,0.08939904854409045,0.08873283300412986,0.08741880377155997,0.12463192157807523,0.12318591672842678,0.12596782291302347
222,terminal B,unbalanced,1.1177776203999998,1.120651191187197,0.6729942814770413,0.6739326067393261,7827,2173,0.00029878105198011,0.000190214610632292,0.000342587328870402,0.0002724394117245,0.00021069389066218202,0.000195212331949218,0.00018693352561128003,0.05339363,0.05401379757370892,0.9885183489855046,0.07375162131446603,0.07308540577450544,0.07266428209786636,0.1089844943484508,0.10753848949880238,0.10978233391624483
223,terminal C,unbalanced,1.1177776203999998,1.120651191187197,0.6729942814770413,0.6739326067393261,7827,2173,0.00029878105198011,0.000190214610632292,0.000342587328870402,0.0002724394117245,0.00021069389066218202,0.000195212331949218,0.00018693352561128003,0.07129072,0.0712313258233648,1.0008338210183323,0.09832967243636245,0.09119597592095174,0.0956882302312508,0.07986305128604765,0.07763120579093491,0.0792914305890474
224,terminal D,unbalanced,1.1177776203999998,1.120651191187197,0.6729942814770413,0.6739326067393261,7827,2173,0.00029878105198011,0.000190214610632292,0.000342587328870402,0.0002724394117245,0.00021069389066218202,0.000195212331949218,0.00018693352561128003,0.08139368,0.08585388420648958,0.9480488943777754,0.11313362822902709,0.09953134741030528,0.11221412392104255,0.10492655570506579,0.09407465647709293,0.10391438951219512
225,internal,balanced,4.1649243285000015,4.1044948930759375,0.9844691098986094,0.9835016498350165,9891,109,0.000499302230120531,0.0006195190220138649,0.000521285406309191,0.000304102193808881,9.353577489849299e-05,0.000579521593042968,0.00022501126371561201,0.24339432999999996,0.19859695895250068,1.225569269961549,0.23317072164133207,0.09379030597479734,0.23157419696289555,0.0499302230120531,0.0499302230120531,0.04049545403669725
226,terminal A,balanced,4.1649243285000015,4.1044948930759375,0.9844691098986094,0.9835016498350165,9891,109,0.000499302230120531,0.0006195190220138649,0.000521285406309191,0.000304102193808881,9.353577489849299e-05,0.000579521593042968,0.00022501126371561201,0.0763487,0.07586432542598161,1.0063847476570655,0.12709995684116962,0.1275740619949538,0.12768400635527247,0.1872743898358743,0.18873993491511828,0.17226339935779814
227,terminal B,balanced,4.1649243285000015,4.1044948930759375,0.9844691098986094,0.9835016498350165,9891,109,0.000499302230120531,0.0006195190220138649,0.000521285406309191,0.000304102193808881,9.353577489849299e-05,0.000579521593042968,0.00022501126371561201,0.02348334,0.022998966982643657,1.0210606423202346,0.07423459839783167,0.07470870355161582,0.0742060649448994,0.13440903139253635,0.13587457647178033,0.1280252504587156
228,terminal C,balanced,4.1649243285000015,4.1044948930759375,0.9844691098986094,0.9835016498350165,9891,109,0.000499302230120531,0.0006195190220138649,0.000521285406309191,0.000304102193808881,9.353577489849299e-05,0.000579521593042968,0.00022501126371561201,0.0767547,0.07598901827398408,1.0100762155296599,0.1361745575482952,0.13686440311084877,0.13505558737033665,0.2757969670899085,0.2838114198827974,0.27489840614678895
229,terminal D,balanced,4.1649243285000015,4.1044948930759375,0.9844691098986094,0.9835016498350165,9891,109,0.000499302230120531,0.0006195190220138649,0.000521285406309191,0.000304102193808881,9.353577489849299e-05,0.000579521593042968,0.00022501126371561201,0.0298016,0.029035919182458153,1.0263701249728105,0.08922145845676926,0.08991130401932286,0.08671811116570621,0.2288438679983826,0.23685832079127153,0.21707907238532104
230,internal,balanced,2.873679655399999,2.8700810632487643,0.9435093225540198,0.9433056694330567,9623,377,0.000240933566874676,0.000191040224846718,6.0866622989432004e-05,0.00017069131371409,0.000160393057068608,7.019292032654201e-05,0.000137807045948338,0.05107031000000001,0.04584014872940542,1.1140956435693141,0.0630996642826867,0.02456877788883012,0.06223789015691572,0.0240933566874676,0.0240933566874676,0.02814698066312997
231,terminal A,balanced,2.873679655399999,2.8700810632487643,0.9435093225540198,0.9433056694330567,9623,377,0.000240933566874676,0.000191040224846718,6.0866622989432004e-05,0.00017069131371409,0.000160393057068608,7.019292032654201e-05,0.000137807045948338,0.06325633,0.0763357343670855,0.828659480706783,0.08235470844884515,0.06923322498743333,0.082171128907825,0.08110870617496395,0.06910424324928102,0.08161583368700266
232,terminal B,balanced,2.873679655399999,2.8700810632487643,0.9435093225540198,0.9433056694330567,9623,377,0.000240933566874676,0.000191040224846718,6.0866622989432004e-05,0.00017069131371409,0.000160393057068608,7.019292032654201e-05,0.000137807045948338,0.05943991,0.07251931402797539,0.8196424745147228,0.07853828810973504,0.06541680464832322,0.07790796585472305,0.07729228583585385,0.06528782291017092,0.07209420320954907
233,terminal C,balanced,2.873679655399999,2.8700810632487643,0.9435093225540198,0.9433056694330567,9623,377,0.000240933566874676,0.000191040224846718,6.0866622989432004e-05,0.00017069131371409,0.000160393057068608,7.019292032654201e-05,0.000137807045948338,0.00997042,0.010254691776771817,0.9722788570383238,0.027186523658736767,0.027021293697003197,0.026584805094045517,0.07531280645307746,0.07198658365121359,0.07760194633952254
234,terminal D,balanced,2.873679655399999,2.8700810632487643,0.9435093225540198,0.9433056694330567,9623,377,0.000240933566874676,0.000191040224846718,6.0866622989432004e-05,0.00017069131371409,0.000160393057068608,7.019292032654201e-05,0.000137807045948338,0.01957454,0.019858809275397113,0.985685482374349,0.03679064115736204,0.03662541119562847,0.03619010675049361,0.08491692395170272,0.08159070114983887,0.08250544474801061
235,internal,unbalanced,0.24239417629999935,0.24971586664565798,0.21525321200650793,0.22097790220977903,4807,5193,0.000249136341865554,0.00029124925107057003,0.000412850112637482,0.00012348391788408,3.0412565222208e-05,0.00046124744315668195,3.9107940813552e-05,0.010007250000000023,0.0061525203475174635,1.6265285500498896,0.031161572082385028,0.03147482371168346,0.030639634424797176,0.02875633709079154,0.029124925107057,0.029519762979010208
236,terminal A,unbalanced,0.24239417629999935,0.24971586664565798,0.21525321200650793,0.22097790220977903,4807,5193,0.000249136341865554,0.00029124925107057003,0.000412850112637482,0.00012348391788408,3.0412565222208e-05,0.00046124744315668195,3.9107940813552e-05,0.01132883,0.01138242375425249,0.995291534087152,0.024312715793257174,0.024311961179128254,0.024225074508009155,0.04541965295370468,0.04560684979294878,0.045001240569998074
237,terminal B,unbalanced,0.24239417629999935,0.24971586664565798,0.21525321200650793,0.22097790220977903,4807,5193,0.000249136341865554,0.00029124925107057003,0.000412850112637482,0.00012348391788408,3.0412565222208e-05,0.00046124744315668195,3.9107940813552e-05,0.00279015,0.0028437428508214166,0.9811541149700169,0.015774034889826104,0.015773280275697184,0.0155689366631995,0.03688097205027362,0.03706816888951771,0.03565025034469478
238,terminal C,unbalanced,0.24239417629999935,0.24971586664565798,0.21525321200650793,0.22097790220977903,4807,5193,0.000249136341865554,0.00029124925107057003,0.000412850112637482,0.00012348391788408,3.0412565222208e-05,0.00046124744315668195,3.9107940813552e-05,0.05349676,0.05362315065095539,0.9976429834983384,0.08763225563316819,0.08794747700375752,0.08812863279384231,0.06320701457310698,0.06320507935236608,0.062348604814172925
239,terminal D,unbalanced,0.24239417629999935,0.24971586664565798,0.21525321200650793,0.22097790220977903,4807,5193,0.000249136341865554,0.00029124925107057003,0.000412850112637482,0.00012348391788408,3.0412565222208e-05,0.00046124744315668195,3.9107940813552e-05,0.09836296,0.09055498380502934,1.0862235944051597,0.11405293995052593,0.12216211665788633,0.11452358764302059,0.10972587519889047,0.11777958920222077,0.10858124234739071
240,internal,unbalanced,2.2966933792999997,2.2298994182687313,0.899409089602475,0.8924607539246076,9284,716,0.0001179248927415,6.210966987459e-05,0.00010566829875536999,0.00016363603374884998,0.00030422359024824,0.00013617684324269998,0.00019464733719794998,0.024268769999999995,0.017583371201109744,1.3802114351352779,0.0233027832502447,0.022037145500979127,0.023718162994398967,0.008046621417329194,0.006210966987459,0.007784683952513966
241,terminal A,unbalanced,2.2966933792999997,2.2298994182687313,0.899409089602475,0.8924607539246076,9284,716,0.0001179248927415,6.210966987459e-05,0.00010566829875536999,0.00016363603374884998,0.00030422359024824,0.00013617684324269998,0.00019464733719794998,0.00331344,0.003302894151014004,1.003192911581123,0.011832743980679385,0.01183043738410739,0.011850546136363637,0.033641426303812234,0.032758013311470394,0.03480679611731844
242,terminal B,unbalanced,2.2966933792999997,2.2298994182687313,0.899409089602475,0.8924607539246076,9284,716,0.0001179248927415,6.210966987459e-05,0.00010566829875536999,0.00016363603374884998,0.00030422359024824,0.00013617684324269998,0.00019464733719794998,0.00616018,0.006149628579634161,1.0017157817304256,0.01467947840929954,0.014677171812727544,0.015155698314304179,0.036488160732432384,0.035604747740090543,0.037374028784916205
243,terminal C,unbalanced,2.2966933792999997,2.2298994182687313,0.899409089602475,0.8924607539246076,9284,716,0.0001179248927415,6.210966987459e-05,0.00010566829875536999,0.00016363603374884998,0.00030422359024824,0.00013617684324269998,0.00019464733719794998,0.03403308,0.033446806038507144,1.0175285484903367,0.041581691031164214,0.04031844344437503,0.042018272279190014,0.036126333192091575,0.03610339037702941,0.03686115337988827
244,terminal D,unbalanced,2.2966933792999997,2.2298994182687313,0.899409089602475,0.8924607539246076,9284,716,0.0001179248927415,6.210966987459e-05,0.00010566829875536999,0.00016363603374884998,0.00030422359024824,0.00013617684324269998,0.00019464733719794998,0.08718050000000001,0.09526347035323446,0.9151514182376203,0.10321369191865382,0.09331702610475993,0.10453281163399397,0.10062788463145389,0.09132111218464656,0.10278150516759778
245,internal,balanced,1.9850611911000011,1.9992527054513665,0.862627792096747,0.8645635436456355,9098,902,0.000181559072454265,9.910865200589101e-05,0.000304083046595438,0.000166403995810228,0.000163100071088042,0.00046016289614389603,0.00018000287974119001,0.03197337,0.02348638881047743,1.3613574337889047,0.03683028519725464,0.0252929448191023,0.03692756615849638,0.0181559072454265,0.0181559072454265,0.018661412394678493
246,terminal A,balanced,1.9850611911000011,1.9992527054513665,0.862627792096747,0.8645635436456355,9098,902,0.000181559072454265,9.910865200589101e-05,0.000304083046595438,0.000166403995810228,0.000163100071088042,0.00046016289614389603,0.00018000287974119001,0.05657636,0.050413549884537584,1.122245113259771,0.07867356420300753,0.08463419299101813,0.07702857179709827,0.08692710801713277,0.09509537295987763,0.09259477849223947
247,terminal B,balanced,1.9850611911000011,1.9992527054513665,0.862627792096747,0.8645635436456355,9098,902,0.000181559072454265,9.910865200589101e-05,0.000304083046595438,0.000166403995810228,0.000163100071088042,0.00046016289614389603,0.00018000287974119001,0.05545305,0.049290235360328324,1.1250311465266782,0.07755024967879827,0.08351087846680888,0.0763548923697516,0.08580379349292352,0.09397205843566839,0.08458933567627495
248,terminal C,balanced,1.9850611911000011,1.9992527054513665,0.862627792096747,0.8645635436456355,9098,902,0.000181559072454265,9.910865200589101e-05,0.000304083046595438,0.000166403995810228,0.000163100071088042,0.00046016289614389603,0.00018000287974119001,0.12033257,0.1220189321932983,0.9861795037623602,0.12999530605816856,0.1286930580460627,0.12796869667729172,0.1461630471177301,0.14066635242117181,0.14528197502217297
249,terminal D,balanced,1.9850611911000011,1.9992527054513665,0.862627792096747,0.8645635436456355,9098,902,0.000181559072454265,9.910865200589101e-05,0.000304083046595438,0.000166403995810228,0.000163100071088042,0.00046016289614389603,0.00018000287974119001,0.04707074,0.04875711637385153,0.9654127130710312,0.05673349023872178,0.05543124222661595,0.055831824771378324,0.07290123129828335,0.06740453660172507,0.07745750549889135
250,internal,unbalanced,1.0181314878000012,1.0364419579423185,0.6387306539103239,0.6452854714528548,7636,2364,0.000111782358778185,0.000186712175650912,0.000445940651214234,0.0006090706949254981,0.00022995555630541,0.000151987393101287,0.00021508173485081,0.04540262000000006,0.027450833390786702,1.653961442760368,0.03964030648557413,0.04095790858658052,0.039360370103457304,0.01685275628678929,0.0186712175650912,0.015484864302030454
251,terminal A,unbalanced,1.0181314878000012,1.0364419579423185,0.6387306539103239,0.6452854714528548,7636,2364,0.000111782358778185,0.000186712175650912,0.000445940651214234,0.0006090706949254981,0.00022995555630541,0.000151987393101287,0.00021508173485081,0.07122166,0.07128691869847342,0.9990845627828375,0.09532570018151436,0.09532485251406064,0.09510251141697224,0.13123379015438502,0.1321836316223542,0.12929166846023687
252,terminal B,unbalanced,1.0181314878000012,1.0364419579423185,0.6387306539103239,0.6452854714528548,7636,2364,0.000111782358778185,0.000186712175650912,0.000445940651214234,0.0006090706949254981,0.00022995555630541,0.000151987393101287,0.00021508173485081,0.02688985,0.026955102368580744,0.9975792201532574,0.05099388385162169,0.05099303618416799,0.04941661174698795,0.08690197382449234,0.08785181529246154,0.08671500636632826
253,terminal C,unbalanced,1.0181314878000012,1.0364419579423185,0.6387306539103239,0.6452854714528548,7636,2364,0.000111782358778185,0.000186712175650912,0.000445940651214234,0.0006090706949254981,0.00022995555630541,0.000151987393101287,0.00021508173485081,0.03324696,0.033900141275530586,0.9807321960630866,0.0515809654018749,0.052905433354973476,0.05065038787454164,0.03949776898001972,0.039470695094140903,0.03971176431049069
254,terminal D,unbalanced,1.0181314878000012,1.0364419579423185,0.6387306539103239,0.6452854714528548,7636,2364,0.000111782358778185,0.000186712175650912,0.000445940651214234,0.0006090706949254981,0.00022995555630541,0.000151987393101287,0.00021508173485081,0.11987463000000001,0.10793029802663673,1.1106670897027957,0.12389194744476333,0.1375585852125741,0.12212214528156103,0.11916546888449621,0.13232210590831547,0.11827452131133671
255,internal,unbalanced,0.8316310791000001,0.8235836772882822,0.5646613648342771,0.5611438856114389,7075,2925,0.000328935600756144,0.000351257356170861,0.00018156973520931899,0.00043093475625816,0.000202286429879466,0.000207376970582358,0.000246843964478532,0.0150999,0.013042003914025423,1.1577898687610044,0.041771032192938,0.04195517762501697,0.04120925370600707,0.03487547329988293,0.035125735617086096,0.03492266581538461
256,terminal A,unbalanced,0.8316310791000001,0.8235836772882822,0.5646613648342771,0.5611438856114389,7075,2925,0.000328935600756144,0.000351257356170861,0.00018156973520931899,0.00043093475625816,0.000202286429879466,0.000207376970582358,0.000246843964478532,0.02484564,0.024858405103702942,0.9994864874214701,0.035510798195564165,0.03550992074748528,0.03513573761837456,0.06908449176700247,0.06921699790194707,0.06907872029743589
257,terminal B,unbalanced,0.8316310791000001,0.8235836772882822,0.5646613648342771,0.5611438856114389,7075,2925,0.000328935600756144,0.000351257356170861,0.00018156973520931899,0.00043093475625816,0.000202286429879466,0.000207376970582358,0.000246843964478532,0.01166287,0.011675630293941953,0.9989071002060956,0.02232802338580318,0.0223271459377243,0.021923051967491163,0.0559017169572415,0.056034223092186086,0.05594463656068376
258,terminal C,unbalanced,0.8316310791000001,0.8235836772882822,0.5646613648342771,0.5611438856114389,7075,2925,0.000328935600756144,0.000351257356170861,0.00018156973520931899,0.00043093475625816,0.000202286429879466,0.000207376970582358,0.000246843964478532,0.02920248,0.029294046515736874,0.9968742278166424,0.06653593785668384,0.06672202982187733,0.06651513999151944,0.04091597819367442,0.04091106154277909,0.04133167008888888
259,terminal D,unbalanced,0.8316310791000001,0.8235836772882822,0.5646613648342771,0.5611438856114389,7075,2925,0.000328935600756144,0.000351257356170861,0.00018156973520931899,0.00043093475625816,0.000202286429879466,0.000207376970582358,0.000246843964478532,0.18977702,0.18573011185946695,1.0217891870091327,0.21822882928049936,0.22250897105237816,0.21552941689611305,0.20898042739272227,0.2131942037143903,0.2051339557128205
260,internal,unbalanced,0.4723096634000001,0.4585703884323959,0.37643961081260124,0.3678132186781322,5786,4214,0.000509043153488256,0.000376232560722312,6.1224067544064e-05,0.00031846030284948004,7.3709749838304e-05,0.00045894594553027207,0.00017605192132468802,0.002891670000000013,0.0032177087189183017,0.8986736378587141,0.0399925301814933,0.03862781266163875,0.03968998502073972,0.039358787363296635,0.0376232560722312,0.03923949083768392
261,terminal A,unbalanced,0.4723096634000001,0.4585703884323959,0.37643961081260124,0.3678132186781322,5786,4214,0.000509043153488256,0.000376232560722312,6.1224067544064e-05,0.00031846030284948004,7.3709749838304e-05,0.00045894594553027207,0.00017605192132468802,0.03470408,0.03456811007280306,1.003933391987892,0.041057569947897964,0.04105249906096576,0.04090496669720014,0.0698036990087446,0.06894846676487024,0.0696725300616991
262,terminal B,unbalanced,0.4723096634000001,0.4585703884323959,0.37643961081260124,0.3678132186781322,5786,4214,0.000509043153488256,0.000376232560722312,6.1224067544064e-05,0.00031846030284948004,7.3709749838304e-05,0.00045894594553027207,0.00017605192132468802,0.00803249,0.007896518472928412,1.0172191741889465,0.014385978348023309,0.014380907461091105,0.01417904687694435,0.04313210740886995,0.042276875164995585,0.04143955256051258
