,branch,type,d,d-est,p,p-est,m_gts,n_gts,mu3,mu2,mu1,mua,mub,muc,mud,l_true,l_est,l_true/l_est,lm_theory,lm_simplified,lm_est,ln_theory,ln_simplified,ln_est
12,terminal B,unbalanced,0.012353798100000405,0.010908193716936715,0.012277803200039017,0.01084891510848915,3406,6594,5.3203442526135e-05,0.000125324881266846,7.1999243859924e-05,5.4617635909176e-05,8.150453643987001e-05,0.000144270125818578,0.000125761360806639,0.02483453,0.026267684114486815,0.9454404085171552,0.02891301689548924,0.02894918418897146,0.028894108276570758,0.03299007834068912,0.035367213957701676,0.033446620257810124
13,terminal C,unbalanced,0.012353798100000405,0.010908193716936715,0.012277803200039017,0.01084891510848915,3406,6594,5.3203442526135e-05,0.000125324881266846,7.1999243859924e-05,5.4617635909176e-05,8.150453643987001e-05,0.000144270125818578,0.000125761360806639,0.04413751,0.0459229937963075,0.9611200479605694,0.056390210939213814,0.060697304821114725,0.056972206949500885,0.048563530313475045,0.04831500026852318,0.04766593237943585
14,terminal D,unbalanced,0.012353798100000405,0.010908193716936715,0.012277803200039017,0.01084891510848915,3406,6594,5.3203442526135e-05,0.000125324881266846,7.1999243859924e-05,5.4617635909176e-05,8.150453643987001e-05,0.000144270125818578,0.000125761360806639,0.06209304,0.054492905764619,1.1394701590737266,0.060277589166331365,0.07059821097475869,0.06032169082795068,0.06017544378296204,0.07044802740066564,0.06038691325902335
15,internal,unbalanced,1.5578080034000017,1.5201543462997482,0.789402806040502,0.7813218678132187,8543,1457,0.000445624114137072,0.00022573002758589998,0.00034559181553453803,0.00023247618172234,0.000103991164314372,0.00031371540994515,0.00037006560635055,0.05383657000000003,0.03670363877595908,1.4667910810865716,0.05726034148143858,0.05346573999837185,0.058523254108626944,0.02799725558039136,0.022573002758589998,0.02823077860672615
16,terminal A,unbalanced,1.5578080034000017,1.5201543462997482,0.789402806040502,0.7813218678132187,8543,1457,0.000445624114137072,0.00022573002758589998,0.00034559181553453803,0.00023247618172234,0.000103991164314372,0.00031371540994515,0.00037006560635055,0.01502426,0.014942982970102922,1.0054391435806151,0.038590850592017306,0.03858256741366527,0.0382557627145031,0.0903321907202273,0.08767166834842534,0.08729580415236787
17,terminal B,unbalanced,1.5578080034000017,1.5201543462997482,0.789402806040502,0.7813218678132187,8543,1457,0.000445624114137072,0.00022573002758589998,0.00034559181553453803,0.00023247618172234,0.000103991164314372,0.00031371540994515,0.00037006560635055,0.00672065,0.0066393679854782756,1.012242432517599,0.030287235607392646,0.030278952429040603,0.030952448806040037,0.08202857573560263,0.07936805336380068,0.08136274994509264
18,terminal C,unbalanced,1.5578080034000017,1.5201543462997482,0.789402806040502,0.7813218678132187,8543,1457,0.000445624114137072,0.00022573002758589998,0.00034559181553453803,0.00023247618172234,0.000103991164314372,0.00031371540994515,0.00037006560635055,0.06914536,0.06737743148239522,1.0262391794805463,0.09611907741224907,0.09233283174287384,0.0958875172257989,0.07670409399269955,0.07666969129996706,0.07324965933424846
19,terminal D,unbalanced,1.5578080034000017,1.5201543462997482,0.789402806040502,0.7813218678132187,8543,1457,0.000445624114137072,0.00022573002758589998,0.00034559181553453803,0.00023247618172234,0.000103991164314372,0.00031371540994515,0.00037006560635055,0.18856558,0.2234704532236126,0.8438054216112163,0.2507055803421331,0.2105241013626363,0.24995986177455232,0.2421352902772068,0.20361423904695308,0.2522900847700755
20,internal,unbalanced,0.48404812160000005,0.4847706612894729,0.38371645535150434,0.38416158384161586,5895,4105,0.00020395111953403,0.000320865191537275,0.000182895497755487,0.000127367474638569,0.000293706882151606,5.4939673118506e-05,0.00013048501748889202,0.00885301999999999,0.007710063379289956,1.1482421822601532,0.034629647399239995,0.03520124162970376,0.034910135379134864,0.03135665105686364,0.032086519153727504,0.031228786874543245
21,terminal A,unbalanced,0.48404812160000005,0.4847706612894729,0.38371645535150434,0.38416158384161586,5895,4105,0.00020395111953403,0.000320865191537275,0.000182895497755487,0.000127367474638569,0.000293706882151606,5.4939673118506e-05,0.00013048501748889202,0.00429635,0.004355773561783436,0.9863575181444681,0.013764124668030035,0.013764051615903355,0.013413028912637829,0.03952204731743475,0.03988813988962348,0.038679924514007306
22,terminal B,unbalanced,0.48404812160000005,0.4847706612894729,0.38371645535150434,0.38416158384161586,5895,4105,0.00020395111953403,0.000320865191537275,0.000182895497755487,0.000127367474638569,0.000293706882151606,5.4939673118506e-05,0.00013048501748889202,0.0099073,0.009966724086414532,0.9940377514317337,0.019375075192661132,0.019375002140534454,0.01889568092960136,0.04513299784206584,0.04549909041425458,0.04452358153227771
23,terminal C,unbalanced,0.48404812160000005,0.4847706612894729,0.38371645535150434,0.38416158384161586,5895,4105,0.00020395111953403,0.000320865191537275,0.000182895497755487,0.000127367474638569,0.000293706882151606,5.4939673118506e-05,0.00013048501748889202,0.00451257,0.004757222332129945,0.9485724410066814,0.03975645078365257,0.040328485504099926,0.04011768058354538,0.015208844920423733,0.015208072571252536,0.01507396752496955
24,terminal D,unbalanced,0.48404812160000005,0.4847706612894729,0.38371645535150434,0.38416158384161586,5895,4105,0.00020395111953403,0.000320865191537275,0.000182895497755487,0.000127367474638569,0.000293706882151606,5.4939673118506e-05,0.00013048501748889202,0.15418526,0.13201917349335576,1.1679005096010528,0.15973125659243792,0.1825423786340464,0.159960613798134,0.15292360753126485,0.17557627241316628,0.15011298468209502
25,internal,balanced,5.9727135531,5.914603500972185,0.9974526802553151,0.9973002699730027,9983,17,0.000213978984091104,0.00017620153806215398,0.000233370163299504,0.000233085985735458,0.000198297900453756,0.000306318316380456,0.000176394414824172,0.12482756999999998,0.11197411163118139,1.114789554313725,0.12666651048604471,0.08004932861241013,0.12759286705098669,0.0213978984091104,0.0213978984091104,0.01175944294117649
26,terminal A,balanced,5.9727135531,5.914603500972185,0.9974526802553151,0.9973002699730027,9983,17,0.000213978984091104,0.00017620153806215398,0.000233370163299504,0.000233085985735458,0.000198297900453756,0.000306318316380456,0.000176394414824172,0.01337306,0.013311674585737107,1.0046113968507513,0.036508151237747366,0.036567447450646176,0.03661182639787639,0.10759702653437041,0.10888977181493043,0.09220785411764706
27,terminal B,balanced,5.9727135531,5.914603500972185,0.9974526802553151,0.9973002699730027,9983,17,0.000213978984091104,0.00017620153806215398,0.000233370163299504,0.000233085985735458,0.000198297900453756,0.000306318316380456,0.000176394414824172,0.01137713,0.011315744456495316,1.0054247905421236,0.03451222110850557,0.034571517321404385,0.03486829805369128,0.10560109640512863,0.10689384168568862,0.08740428352941176
28,terminal C,balanced,5.9727135531,5.914603500972185,0.9974526802553151,0.9973002699730027,9983,17,0.000213978984091104,0.00017620153806215398,0.000233370163299504,0.000233085985735458,0.000198297900453756,0.000306318316380456,0.000176394414824172,0.0445248,0.04481761600543796,0.9934664975173506,0.062352661515757475,0.062063634658390064,0.06294872400380647,0.10365896443115322,0.1011404680292232,0.08952792588235295
29,terminal D,balanced,5.9727135531,5.914603500972185,0.9974526802553151,0.9973002699730027,9983,17,0.000213978984091104,0.00017620153806215398,0.000233370163299504,0.000233085985735458,0.000198297900453756,0.000306318316380456,0.000176394414824172,0.02563975,0.025932567946613846,0.988708486285791,0.04346761345693337,0.04317858659956595,0.04348343794150056,0.08477391637232912,0.0822554199703991,0.07096382411764705
30,internal,unbalanced,0.17984842650000019,0.18324188817819043,0.16460317416388548,0.16743325667433256,4450,5550,0.000145580797816564,0.000225305956908624,0.000150185144244392,0.00033827841651094803,0.000335330079767308,0.000251814725917956,0.00033087338127576,0.002701060000000033,0.002452844860164402,1.1011947978719674,0.02230324470799291,0.02304735753691182,0.022980465078651684,0.021681716200536095,0.0225305956908624,0.022414952356756758
31,terminal A,unbalanced,0.17984842650000019,0.18324188817819043,0.16460317416388548,0.16743325667433256,4450,5550,0.000145580797816564,0.000225305956908624,0.000150185144244392,0.00033827841651094803,0.000335330079767308,0.000251814725917956,0.00033087338127576,0.03979964,0.039944197240978,0.9963810202491764,0.04670453581327602,0.04670403985194773,0.04568388166966292,0.0608477018148509,0.06127619121819711,0.061466801506306304
32,terminal B,unbalanced,0.17984842650000019,0.18324188817819043,0.16460317416388548,0.16743325667433256,4450,5550,0.000145580797816564,0.000225305956908624,0.000150185144244392,0.00033827841651094803,0.000335330079767308,0.000251814725917956,0.00033087338127576,0.03945276,0.03959731511310896,0.9963493708425423,0.04635765368540698,0.04635715772407869,0.04646910217977528,0.06050081968698186,0.060929309090328065,0.06208924098558559
33,terminal C,unbalanced,0.17984842650000019,0.18324188817819043,0.16460317416388548,0.16743325667433256,4450,5550,0.000145580797816564,0.000225305956908624,0.000150185144244392,0.00033827841651094803,0.000335330079767308,0.000251814725917956,0.00033087338127576,0.03415573,0.034443615684364964,0.9916418274143141,0.06065952788120625,0.061406433872428036,0.0602104427235955,0.041668629628456445,0.04166592985633441,0.04218404472612613
34,terminal D,unbalanced,0.17984842650000019,0.18324188817819043,0.16460317416388548,0.16743325667433256,4450,5550,0.000145580797816564,0.000225305956908624,0.000150185144244392,0.00033827841651094803,0.000335330079767308,0.000251814725917956,0.00033087338127576,0.19191160000000002,0.17738233204669107,1.0819093298958575,0.19452177961818284,0.20972209819446044,0.19157137228539325,0.19183680951371512,0.20693200651969174,0.19021956394954959
35,internal,balanced,6.3854621807,5.971761914812143,0.9983141108699021,0.9974502549745026,9984,16,6.9706506208207e-05,0.0001762464965085,9.36195850100445e-05,9.144445969704101e-05,0.00014104707829071752,8.633798885719151e-05,8.1491018524333e-05,0.08500127000000002,0.06790623316305598,1.2517447374219028,0.07263020816354493,0.02968736331171581,0.07207861554286858,0.0069706506208207,0.0069706506208207,0.006524639375000004
36,terminal A,balanced,6.3854621807,5.971761914812143,0.9983141108699021,0.9974502549745026,9984,16,6.9706506208207e-05,0.0001762464965085,9.36195850100445e-05,9.144445969704101e-05,0.00014104707829071752,8.633798885719151e-05,8.1491018524333e-05,0.00609856,0.0060145745045645516,1.0139636636592848,0.015341365936492185,0.015423651429463728,0.015529819760616986,0.04194987225979104,0.043544077513246876,0.058909984375
37,terminal B,balanced,6.3854621807,5.971761914812143,0.9983141108699021,0.9974502549745026,9984,16,6.9706506208207e-05,0.0001762464965085,9.36195850100445e-05,9.144445969704101e-05,0.00014104707829071752,8.633798885719151e-05,8.1491018524333e-05,0.00940663,0.009322642714681861,1.0090089567828089,0.018649434146609495,0.018731719639581035,0.018428144440104165,0.04525794046990835,0.046852145723364186,0.065560055625
38,terminal C,balanced,6.3854621807,5.971761914812143,0.9983141108699021,0.9974502549745026,9984,16,6.9706506208207e-05,0.0001762464965085,9.36195850100445e-05,9.144445969704101e-05,0.00014104707829071752,8.633798885719151e-05,8.1491018524333e-05,0.00818159,0.007684215984283947,1.064726709495582,0.02525246070872371,0.025742405759468956,0.025755031281049678,0.06662575491652656,0.0737284209365461,0.0791543475
39,terminal D,balanced,6.3854621807,5.971761914812143,0.9983141108699021,0.9974502549745026,9984,16,6.9706506208207e-05,0.0001762464965085,9.36195850100445e-05,9.144445969704101e-05,0.00014104707829071752,8.633798885719151e-05,8.1491018524333e-05,0.00772228,0.007224905543339634,1.0688416552544242,0.024793150267779403,0.02528309531852465,0.025261768830128203,0.06616644447558225,0.07326911049560178,0.089215578125
40,internal,unbalanced,0.4543903631000012,0.468584778276799,0.36516513123685745,0.3741125887411259,5828,4172,0.00017306984938104,0.00022212665514935998,0.00011680720391952002,0.00020930300380152,0.00014031327402144002,0.00022790103917544,0.00010848752849592,0.00530760999999999,0.00502509455507001,1.0562209211854412,0.02281242010475211,0.024019629782804423,0.023564085794440633,0.02069458374270213,0.022212665514936,0.0210959815987536
41,terminal A,unbalanced,0.4543903631000012,0.468584778276799,0.36516513123685745,0.3741125887411259,5828,4172,0.00017306984938104,0.00022212665514935998,0.00011680720391952002,0.00020930300380152,0.00014031327402144002,0.00022790103917544,0.00010848752849592,0.04148212,0.041646506631483615,0.9960528110331505,0.047713182908298186,0.04769926518060619,0.047672042874056283,0.06443931348391357,0.06530027477376532,0.06319230719558964
42,terminal B,unbalanced,0.4543903631000012,0.468584778276799,0.36516513123685745,0.3741125887411259,5828,4172,0.00017306984938104,0.00022212665514935998,0.00011680720391952002,0.00020930300380152,0.00014031327402144002,0.00022790103917544,0.00010848752849592,0.02780893,0.02797331636644631,0.9941234580736559,0.03403999264326088,0.03402607491556888,0.033684065657172274,0.050766123218876275,0.05162708450872802,0.050243861860019175
43,terminal C,unbalanced,0.4543903631000012,0.468584778276799,0.36516513123685745,0.3741125887411259,5828,4172,0.00017306984938104,0.00022212665514935998,0.00011680720391952002,0.00020930300380152,0.00014031327402144002,0.00022790103917544,0.00010848752849592,0.0555237,0.056149126850844805,0.9888613254395533,0.07920130583825526,0.08045286760359334,0.07848890403740562,0.06299586159230326,0.06292791465648007,0.06272528159156279
44,terminal D,unbalanced,0.4543903631000012,0.468584778276799,0.36516513123685745,0.3741125887411259,5828,4172,0.00017306984938104,0.00022212665514935998,0.00011680720391952002,0.00020930300380152,0.00014031327402144002,0.00022790103917544,0.00010848752849592,0.07812880999999999,0.0708625791963168,1.1025397450402266,0.089026308253967,0.09762495418561143,0.08912778855181881,0.08465896835811822,0.0929372416177887,0.08217979111457335
45,internal,unbalanced,1.7289662012999998,1.6942791358895244,0.8225322188694626,0.8162683731626837,8776,1224,0.000309366436259097,0.000226997717632329,0.00016445262902313,0.00024326418364567197,0.000437263804063401,0.00012032069332184999,0.00033674382445208394,0.02843330999999999,0.022101205515384203,1.2865049365840309,0.0425134862081094,0.03960659444624089,0.04397230083181404,0.026768879369245012,0.022699771763232898,0.02558095305555556
46,terminal A,unbalanced,1.7289662012999998,1.6942791358895244,0.8225322188694626,0.8162683731626837,8776,1224,0.000309366436259097,0.000226997717632329,0.00016445262902313,0.00024326418364567197,0.000437263804063401,0.00012032069332184999,0.00033674382445208394,0.02919954,0.029192278504792574,1.000248747120107,0.04126896240485777,0.04123368135548318,0.041520439662716506,0.07812679648317461,0.07654930817171857,0.07562200828431373
47,terminal B,unbalanced,1.7289662012999998,1.6942791358895244,0.8225322188694626,0.8162683731626837,8776,1224,0.000309366436259097,0.000226997717632329,0.00016445262902313,0.00024326418364567197,0.000437263804063401,0.00012032069332184999,0.00033674382445208394,0.05248574,0.052478474023588684,1.0001384563203581,0.06455515792365389,0.06451987687427929,0.06536161673199635,0.10141299200197075,0.09983550369051467,0.10433932590686275
48,terminal C,unbalanced,1.7289662012999998,1.6942791358895244,0.8225322188694626,0.8162683731626837,8776,1224,0.000309366436259097,0.000226997717632329,0.00016445262902313,0.00024326418364567197,0.000437263804063401,0.00012032069332184999,0.00033674382445208394,0.0352454,0.03431461517444991,1.0271250259056712,0.06131142420036525,0.058452839285508526,0.06177654041476754,0.04311669610158655,0.042811985773886556,0.044324821674836604
49,terminal D,unbalanced,1.7289662012999998,1.6942791358895244,0.8225322188694626,0.8162683731626837,8776,1224,0.000309366436259097,0.000226997717632329,0.00016445262902313,0.00024326418364567197,0.000437263804063401,0.00012032069332184999,0.00033674382445208394,0.15900249,0.1685837800122822,0.9431660032087064,0.1947539828984857,0.1811945493522464,0.1965733612978578,0.18642969959177885,0.17413563110063546,0.19119415241830065
50,internal,unbalanced,1.2113982902999987,1.2045729243679517,0.7022193955492438,0.7001799820017999,8002,1998,0.000294182547422008,0.000292305877327884,0.00017910314338016796,0.00012904137544788,0.000262751992964496,0.000181012609169588,0.0003077119805473,0.021696529999999936,0.01764915762321892,1.2293238274135172,0.04064278808610143,0.040608986001480024,0.03996885699700075,0.029277954558912002,0.029230587732788398,0.029507188138138137
51,terminal A,unbalanced,1.2113982902999987,1.2045729243679517,0.7022193955492438,0.7001799820017999,8002,1998,0.000294182547422008,0.000292305877327884,0.00017910314338016796,0.00012904137544788,0.000262751992964496,0.000181012609169588,0.0003077119805473,0.01311136,0.013120162481435757,0.9993290874676124,0.024642173491887156,0.024636179413935973,0.024453416583354162,0.0591187064790475,0.059166701733786124,0.05618207862362363
52,terminal B,unbalanced,1.2113982902999987,1.2045729243679517,0.7022193955492438,0.7001799820017999,8002,1998,0.000294182547422008,0.000292305877327884,0.00017910314338016796,0.00012904137544788,0.000262751992964496,0.000181012609169588,0.0003077119805473,0.02669714,0.026705939094675307,0.9996705191813658,0.0382279501051267,0.03822195602717551,0.03780745373031742,0.07270448309228705,0.07275247834702565,0.07204572152652652
53,terminal C,unbalanced,1.2113982902999987,1.2045729243679517,0.7022193955492438,0.7001799820017999,8002,1998,0.000294182547422008,0.000292305877327884,0.00017910314338016796,0.00012904137544788,0.000262751992964496,0.000181012609169588,0.0003077119805473,0.04031978,0.04037973147131729,0.998515307825663,0.070778985383246,0.0707570574681401,0.0706329680167458,0.05011108569864963,0.05006329992011602,0.04794067627127128
54,terminal D,unbalanced,1.2113982902999987,1.2045729243679517,0.7022193955492438,0.7001799820017999,8002,1998,0.000294182547422008,0.000292305877327884,0.00017910314338016796,0.00012904137544788,0.000262751992964496,0.000181012609169588,0.0003077119805473,0.17489731,0.17519336400691965,0.9983101300177788,0.20326266410587868,0.2029211701671376,0.20111327802924267,0.19471200037952757,0.19438433998237328,0.18400123805305305
55,internal,unbalanced,2.0095843162999993,2.0895918725336706,0.8659556168453979,0.8762623737626237,9176,824,0.00025465503480362,0.000208182032003308,0.00022999047705102,0.00017631676969918,0.00032606685253833996,0.00019672503041360802,0.000245584133020884,0.04621853000000001,0.034583014801121456,1.3364517311689448,0.050361598786397205,0.04970168670225901,0.050194143573452484,0.02177861825202992,0.0208182032003308,0.022036146432038835
56,terminal A,unbalanced,2.0095843162999993,2.0895918725336706,0.8659556168453979,0.8762623737626237,9176,824,0.00025465503480362,0.000208182032003308,0.00022999047705102,0.00017631676969918,0.00032606685253833996,0.00019672503041360802,0.000245584133020884,0.00025926,0.00025153942214427294,1.0306933115688675,0.017936102806745086,0.017934789730152216,0.017972626677201394,0.06427874187746191,0.06382628616275786,0.06514136634708738
57,terminal B,unbalanced,2.0095843162999993,2.0895918725336706,0.8659556168453979,0.8762623737626237,9176,824,0.00025465503480362,0.000208182032003308,0.00022999047705102,0.00017631676969918,0.00032606685253833996,0.00019672503041360802,0.000245584133020884,0.00047945,0.0004717334384568006,1.0163578854372566,0.018156296823057614,0.018154983746464744,0.018424351878814294,0.06449893589377445,0.06404648017907039,0.06844285758495146
58,terminal C,unbalanced,2.0095843162999993,2.0895918725336706,0.8659556168453979,0.8762623737626237,9176,824,0.00025465503480362,0.000208182032003308,0.00022999047705102,0.00017631676969918,0.00032606685253833996,0.00019672503041360802,0.000245584133020884,0.03982283,0.039529280224241986,1.0074261351102969,0.061639406830057294,0.06098151295891439,0.06374686309721012,0.04678072229652596,0.046762221089095626,0.04847559656553398
59,terminal D,unbalanced,2.0095843162999993,2.0895918725336706,0.8659556168453979,0.8762623737626237,9176,824,0.00025465503480362,0.000208182032003308,0.00022999047705102,0.00017631676969918,0.00032606685253833996,0.00019672503041360802,0.000245584133020884,0.13936443999999998,0.1470541971630216,0.94770800622238,0.16847661772049116,0.1598421318912971,0.1713221851427637,0.16157327599770824,0.1532432205607851,0.16415600233009708
60,internal,unbalanced,2.702586453900001,2.6249586052157783,0.9329680866206282,0.9275572442755724,9518,482,0.00019819452361956,0.00016439334374059999,0.00036160987166616,0.00021090647898736002,0.00024439545126672,0.00018814290540604,0.00013515616080200002,0.09772818,0.07205464696131857,1.3563064163295933,0.08458753536662861,0.08342388308781516,0.08418452493486026,0.018100093031426748,0.016439334374059998,0.019737630663900413
61,terminal A,unbalanced,2.702586453900001,2.6249586052157783,0.9329680866206282,0.9275572442755724,9518,482,0.00019819452361956,0.00016439334374059999,0.00036160987166616,0.00021090647898736002,0.00024439545126672,0.00018814290540604,0.00013515616080200002,0.00465645,0.004658903826274874,0.9994733039430789,0.035535420233661956,0.035528264578978314,0.0351972298203404,0.1165892858986753,0.11608409105626055,0.12040020510373445
62,terminal B,unbalanced,2.702586453900001,2.6249586052157783,0.9329680866206282,0.9275572442755724,9518,482,0.00019819452361956,0.00016439334374059999,0.00036160987166616,0.00021090647898736002,0.00024439545126672,0.00018814290540604,0.00013515616080200002,0.00539583,0.005398282633373691,0.9995456641416793,0.036274799040760766,0.03626764338607713,0.03615474935805841,0.1173286647057741,0.11682346986335937,0.12041515802904565
63,terminal C,unbalanced,2.702586453900001,2.6249586052157783,0.9329680866206282,0.9275572442755724,9518,482,0.00019819452361956,0.00016439334374059999,0.00036160987166616,0.00021090647898736002,0.00024439545126672,0.00018814290540604,0.00013515616080200002,0.05500111,0.054755476049057374,1.0044860161698266,0.07272108851306043,0.07156861986192707,0.07248754949569239,0.06069768572187657,0.06048089606436415,0.06125618058091287
64,terminal D,unbalanced,2.702586453900001,2.6249586052157783,0.9329680866206282,0.9275572442755724,9518,482,0.00019819452361956,0.00016439334374059999,0.00036160987166616,0.00021090647898736002,0.00024439545126672,0.00018814290540604,0.00013515616080200002,0.07176154,0.07570928805315685,0.9478564895447825,0.09366826560551035,0.08807272446909417,0.09264027791762977,0.0877760167407747,0.08272111389259709,0.08865358630705393
65,internal,balanced,3.045114837099999,3.0460734849910707,0.9524091535210814,0.9524547545245475,9684,316,0.00027814329404828096,0.000281493030784536,0.00056409984776376,0.000920185322575239,0.00020058353698235398,0.00030611709439043396,0.000553070843293014,0.14557264000000003,0.10531565152398178,1.3822507660872343,0.12460870654594473,0.10375195620733287,0.12475532389921522,0.027814329404828097,0.027814329404828097,0.031702578132911385
66,terminal A,balanced,3.045114837099999,3.0460734849910707,0.9524091535210814,0.9524547545245475,9684,316,0.00027814329404828096,0.000281493030784536,0.00056409984776376,0.000920185322575239,0.00020058353698235398,0.00030611709439043396,0.000553070843293014,0.1731832,0.1701974259420397,1.0175430036114477,0.22291139824126005,0.22537035988766044,0.22559540244114004,0.3111997890541737,0.3302635593018723,0.3422176513291139
67,terminal B,balanced,3.045114837099999,3.0460734849910707,0.9524091535210814,0.9524547545245475,9684,316,0.00027814329404828096,0.000281493030784536,0.00056409984776376,0.000920185322575239,0.00020058353698235398,0.00030611709439043396,0.000553070843293014,0.03775076,0.03476498025242378,1.0858846956303982,0.08747895255164413,0.08993791419804453,0.08755575524266831,0.17576734336455782,0.1948311136122564,0.1701018073101266
68,terminal C,balanced,3.045114837099999,3.0460734849910707,0.9524091535210814,0.9524547545245475,9684,316,0.00027814329404828096,0.000281493030784536,0.00056409984776376,0.000920185322575239,0.00020058353698235398,0.00030611709439043396,0.000553070843293014,0.09406482,0.09393759896271638,1.0013543143393957,0.12108114300986986,0.1212052213168852,0.1214900705669145,0.13870667456401262,0.1389299903464296,0.1546002457278481
