,branch,quartet_type,t1,t2,m_gts,n_gts,mu3,mu2,mu1,mua,mub,muc,mud,l_theory,l_simplified,l_empirical,gene_type
1877,terminal C,balanced,0.28806471435,0.07709017275,5294,4706,6.82626129578368e-05,4.986913223462559e-05,5.7262242736595996e-05,4.41435740782136e-05,3.62155848138936e-05,7.03254778485168e-05,5.077373465345759e-05,0.03691647622367658,0.03446401212724842,0.03688938817042074,non-matching
1878,terminal D,balanced,0.28806471435,0.07709017275,5294,4706,6.82626129578368e-05,4.986913223462559e-05,5.7262242736595996e-05,4.41435740782136e-05,3.62155848138936e-05,7.03254778485168e-05,5.077373465345759e-05,0.030049282807561185,0.027406632901038334,0.029502962910842468,matching
1879,terminal D,balanced,0.28806471435,0.07709017275,5294,4706,6.82626129578368e-05,4.986913223462559e-05,5.7262242736595996e-05,4.41435740782136e-05,3.62155848138936e-05,7.03254778485168e-05,5.077373465345759e-05,0.02939722839774704,0.026944764301318883,0.029321833119422012,non-matching
1880,internal,balanced,1.23280138935,0.03272095185,8061,1939,0.00010676302832804399,0.000165833512126524,0.000156590171537976,9.875189155718701e-05,9.694848102320699e-05,8.366501922114599e-05,0.000127043643203631,0.04219640156247944,0.04173195410027017,0.043662407512715544,matching
1881,internal,balanced,1.23280138935,0.03272095185,8061,1939,0.00010676302832804399,0.000165833512126524,0.000156590171537976,9.875189155718701e-05,9.694848102320699e-05,8.366501922114599e-05,0.000127043643203631,0.021352605665608797,0.021352605665608797,0.019940051237751413,non-matching
1882,terminal A,balanced,1.23280138935,0.03272095185,8061,1939,0.00010676302832804399,0.000165833512126524,0.000156590171537976,9.875189155718701e-05,9.694848102320699e-05,8.366501922114599e-05,0.000127043643203631,0.03543435718668407,0.03631891806958997,0.035668465338047385,matching
1883,terminal A,balanced,1.23280138935,0.03272095185,8061,1939,0.00010676302832804399,0.000165833512126524,0.000156590171537976,9.875189155718701e-05,9.694848102320699e-05,8.366501922114599e-05,0.000127043643203631,0.0679964494502002,0.0746400685448578,0.06586545938628159,non-matching
1884,terminal B,balanced,1.23280138935,0.03272095185,8061,1939,0.00010676302832804399,0.000165833512126524,0.000156590171537976,9.875189155718701e-05,9.694848102320699e-05,8.366501922114599e-05,0.000127043643203631,0.035157642375463864,0.036042203258369765,0.03567044492742835,matching
1885,terminal B,balanced,1.23280138935,0.03272095185,8061,1939,0.00010676302832804399,0.000165833512126524,0.000156590171537976,9.875189155718701e-05,9.694848102320699e-05,8.366501922114599e-05,0.000127043643203631,0.06771973463898,0.0743633537336376,0.06884414455905105,non-matching
1886,terminal C,balanced,1.23280138935,0.03272095185,8061,1939,0.00010676302832804399,0.000165833512126524,0.000156590171537976,9.875189155718701e-05,9.694848102320699e-05,8.366501922114599e-05,0.000127043643203631,0.05366384740053991,0.06455348013239359,0.053866110759211015,matching
