method,taxa,rtt
castles_pro,515635,1.001366
castles_pro,891968,1.019943
castles_pro,126740,1.393379
castles_pro,290317,1.458966
castles_pro,573825,1.647589
castles_pro,526218,1.428928
castles_pro,552811,1.58825
castles_pro,526227,1.651094
castles_pro,1133849,1.690906
castles_pro,525904,1.486718
castles_pro,572480,2.0671489999999997
castles_pro,349521,2.268445
castles_pro,266265,2.306673
castles_pro,137722,2.37662
castles_pro,1162668,2.231304
castles_pro,671143,2.232322
castles_pro,768670,2.037955
castles_pro,653733,1.959761
castles_pro,706587,2.239462
castles_pro,667014,2.03002
castles_pro,123214,2.132982
castles_pro,452637,2.186696
castles_pro,471821,2.218656
castles_pro,756272,2.33123
castles_pro,768706,2.008252
castles_pro,234267,1.942195
castles_pro,179408,1.718413
castles_pro,259564,1.7126839999999999
castles_pro,679901,1.7016969999999998
castles_pro,192952,1.6856659999999999
castles_pro,349307,1.7176319999999998
castles_pro,1110509,1.756459
castles_pro,1041930,1.701087
castles_pro,304371,1.7026649999999999
castles_pro,351160,1.614672
castles_pro,937775,1.6998719999999998
castles_pro,368407,1.649522
castles_pro,521011,1.7137529999999999
castles_pro,323259,1.755232
castles_pro,410358,1.650309
castles_pro,416348,1.96931
castles_pro,469382,1.910186
castles_pro,348780,1.927784
castles_pro,547559,1.8659819999999998
castles_pro,797209,1.8489359999999997
castles_pro,519442,1.811373
castles_pro,224325,1.5585759999999997
castles_pro,693661,1.5144759999999997
castles_pro,572546,1.5372449999999998
castles_pro,589924,1.4917399999999998
castles_pro,274854,2.0382879999999997
castles_pro,187420,1.552638
castles_pro,868132,1.565946
castles_pro,420247,1.6277979999999999
castles_pro,339860,1.675779
castles_pro,523846,1.4632049999999999
castles_pro,419665,1.5687479999999998
castles_pro,406327,1.5709229999999998
castles_pro,880724,1.4248139999999998
castles_pro,243232,1.4775199999999997
castles_pro,579137,1.4636219999999998
castles_pro,190192,1.449747
castles_pro,273116,1.6947499999999995
castles_pro,273075,1.7454829999999995
castles_pro,263820,1.6935419999999997
castles_pro,333146,1.7335059999999998
castles_pro,439481,1.4632589999999996
castles_pro,425595,2.524202
castles_pro,889948,1.8557259999999998
castles_pro,1072681,1.8498069999999998
castles_pro,889962,1.7508709999999998
castles_pro,662762,2.0694359999999996
castles_pro,662760,2.1199179999999997
castles_pro,391623,1.330802
castles_pro,523849,1.339218
castles_pro,593117,1.308166
castles_pro,272844,1.272723
castles_pro,529709,1.263047
castles_pro,228908,1.4061869999999999
castles_pro,399549,1.706203
castles_pro,671065,1.7193489999999998
castles_pro,933801,1.643986
castles_pro,330779,1.728087
castles_pro,273063,1.675312
castles_pro,273057,1.714286
castles_pro,633148,1.8766630000000002
castles_pro,490899,1.8443370000000001
castles_pro,591019,1.7160170000000001
castles_pro,453591,1.638125
castles_pro,694429,1.6529429999999998
castles_pro,415426,1.7430789999999998
castles_pro,272557,1.642204
castles_pro,666510,1.7204959999999998
castles_pro,583356,1.712091
castles_pro,178306,1.920231
castles_pro,340102,1.978132
castles_pro,384616,1.84435
castles_pro,768679,1.711687
castles_pro,572478,1.5266879999999998
castles_pro,397948,1.5455189999999999
castles_pro,368408,1.498208
castles_pro,374847,1.36945
castles_pro,1001994,0.8492839999999999
castles_pro,886738,0.840677
castles_pro,859350,0.8370439999999999
castles_pro,436308,0.842984
castles_pro,414004,0.8832459999999999
castles_pro,311458,1.122072
