Bees,Birds,Mammals,Fungi,Plants,Eudicots,Bacterial (core),Bacterial (non-ribosomal),Bacterial (WoL)
,,,,,,,,33.75984531
,,,,,,,,3.458824277
,,,,,,,,14.17167583
,,,,,,,,2.069601527
,,,,,,,,4.996009023
,,,,,,,,3.950466996
,,,,,,,,5.998419214
,,,,,,,,4.39473696
,,,,,,,,10.95402129
,,,,,,,,8.184765489
,,,,,,,,7.032217024
,,,,,,,,11.07940447
,,,,,,,,1.469843869
,,,,,,,,6.62313591
,,,,,,,,1.041554946
,,,,,,,,0.354839118
,,,,,,,,3.245840203
,,,,,,,,1.359257784
,,,,,,,,4.383449396
,,,,,,,,0.738628321
,,,,,,,,4.383351424
,,,,,,,,1.802183099
,,,,,,,,0.8184864
,,,,,,,,3.734542061
,,,,,,,,0.755025574
,,,,,,,,7.729703845
,,,,,,,,1.193653901
,,,,,,,,32.69097148
,,,,,,,,4.255567122
,,,,,,,,3.629105505
,,,,,,,,2.633889097
,,,,,,,,4.547242969
,,,,,,,,3.569095308
,,,,,,,,1.375488296
,,,,,,,,4.124031798
,,,,,,,,3596.525704
,,,,,,,,4.66862804
,,,,,,,,9.286807883
,,,,,,,,22.05656515
,,,,,,,,8.028323208
,,,,,,,,3.450116286
,,,,,,,,5.237240831
,,,,,,,,5.08040029
,,,,,,,,0.674264844
,,,,,,,,1.01876686
,,,,,,,,3.656389288
,,,,,,,,3.193342067
,,,,,,,,7.870449767
,,,,,,,,5.179864792
,,,,,,,,5.263352696
,,,,,,,,0.44564697
,,,,,,,,5.438996577
,,,,,,,,0.70034539
,,,,,,,,5.565579067
,,,,,,,,3.634791855
,,,,,,,,3.08286356
,,,,,,,,1.532309268
,,,,,,,,2.897495334
,,,,,,,,4.816840848
,,,,,,,,6.745411759
,,,,,,,,5.684266787
,,,,,,,,4.102166647
,,,,,,,,0.354751592
,,,,,,,,16.73651606
,,,,,,,,1.466636463
,,,,,,,,6.566465136
,,,,,,,,1.435956841
,,,,,,,,1.874616453
,,,,,,,,1.160187681
,,,,,,,,1.148031006
,,,,,,,,2.515637578
,,,,,,,,1.842130833
,,,,,,,,3.039258147
,,,,,,,,2.935892992
,,,,,,,,3.981777042
,,,,,,,,249634.0462
,,,,,,,,5.31925886
,,,,,,,,6.756429061
,,,,,,,,62.29044171
,,,,,,,,385.3404778
,,,,,,,,4.976075914
,,,,,,,,11688.68214
,,,,,,,,2.879020591
,,,,,,,,421.7357801
,,,,,,,,3.448331381
,,,,,,,,13.9412254
,,,,,,,,9.530615202
,,,,,,,,7.030092699
,,,,,,,,3.471853669
,,,,,,,,31.2086132
,,,,,,,,13.15508256
,,,,,,,,4.259680887
,,,,,,,,1.597803203
,,,,,,,,2.741902577
,,,,,,,,6.101970893
,,,,,,,,1.132066071
,,,,,,,,4.869616959
,,,,,,,,17.68222925
,,,,,,,,6.376208698
,,,,,,,,4.076374456
,,,,,,,,2.075770734
,,,,,,,,1.408964463
,,,,,,,,2.792808127
,,,,,,,,0.565049203
,,,,,,,,2.432663293
,,,,,,,,0.06239117
,,,,,,,,13.36801109
,,,,,,,,3.510604959
,,,,,,,,3.337692975
,,,,,,,,12.14261159
,,,,,,,,8.234133135
,,,,,,,,57.52660563
,,,,,,,,3.832348538
,,,,,,,,16.87234503
,,,,,,,,10.10958939
,,,,,,,,23960.88473
,,,,,,,,4.667582863
,,,,,,,,15.60705266
,,,,,,,,2.021971111
,,,,,,,,4.128566019
,,,,,,,,2.637626574
,,,,,,,,4.911098944
,,,,,,,,6.268241017
,,,,,,,,7.192994425
,,,,,,,,13.90796397
,,,,,,,,1.727100302
,,,,,,,,16.87747775
,,,,,,,,3.45865047
,,,,,,,,1.697079439
,,,,,,,,18.37538161
,,,,,,,,2.92645838
,,,,,,,,5.445044393
,,,,,,,,6.173682259
,,,,,,,,11.85309152
,,,,,,,,23.40219489
,,,,,,,,14312.07924
,,,,,,,,62.58444908
,,,,,,,,3.418674447
,,,,,,,,5.667113522
,,,,,,,,12.78275308
,,,,,,,,2.734616454
,,,,,,,,14.46032783
,,,,,,,,5.826361852
,,,,,,,,0.788933924
,,,,,,,,6.181862228
,,,,,,,,0.348511921
,,,,,,,,5.321241024
,,,,,,,,0.632869187
,,,,,,,,1.21658713
,,,,,,,,3.536853625
,,,,,,,,0.347894627
,,,,,,,,5.473216136
,,,,,,,,0.424420515
,,,,,,,,10.26686932
,,,,,,,,0.698297462
,,,,,,,,6.659209404
,,,,,,,,0.492151218
,,,,,,,,13.11688672
,,,,,,,,0.093477358
,,,,,,,,7.609760196
,,,,,,,,2.158633386
,,,,,,,,0.282088766
,,,,,,,,12.64349595
,,,,,,,,3.007600727
,,,,,,,,5.49233847
,,,,,,,,3.8456163
,,,,,,,,0.589955194
,,,,,,,,8.118550127
,,,,,,,,0.577311892
,,,,,,,,0.059933717
,,,,,,,,5.475964909
,,,,,,,,23.1796626
,,,,,,,,1.317783713
,,,,,,,,1.017355008
,,,,,,,,2.46206406
,,,,,,,,2.159642418
,,,,,,,,10.39690316
,,,,,,,,1.661132053
,,,,,,,,1.616596553
,,,,,,,,1.918488686
,,,,,,,,0.729918468
,,,,,,,,0.608242151
,,,,,,,,4.626003534
,,,,,,,,8.655177808
,,,,,,,,0.445031386
,,,,,,,,0.17078133
,,,,,,,,7.076803174
,,,,,,,,5.584214167
,,,,,,,,0.947088917
,,,,,,,,5.282939078
,,,,,,,,5.241387766
,,,,,,,,1.279162479
,,,,,,,,2.558856808
,,,,,,,,5.46426235
,,,,,,,,1.663075167
,,,,,,,,1.667985859
,,,,,,,,2.427747901
,,,,,,,,1.740109135
,,,,,,,,4.237306237
,,,,,,,,1.20825819
,,,,,,,,7.043330299
,,,,,,,,0.024256913
,,,,,,,,0.674859507
,,,,,,,,6.60465317
,,,,,,,,1.505886852
,,,,,,,,4.25695497
,,,,,,,,5.7132931
,,,,,,,,2.976491572
,,,,,,,,1.590713654
,,,,,,,,4.585674539
,,,,,,,,0.203926194
,,,,,,,,3.18016417
,,,,,,,,0.458999665
,,,,,,,,5.143358486
,,,,,,,,0.353011142
,,,,,,,,0.289338486
,,,,,,,,5.671554959
,,,,,,,,2.483611999
,,,,,,,,0.8713299
,,,,,,,,1.306496387
,,,,,,,,3.743610913
,,,,,,,,1.094597042
,,,,,,,,0.172358034
,,,,,,,,13.09754917
,,,,,,,,6.693476812
,,,,,,,,0.076620574
,,,,,,,,10.38416757
,,,,,,,,11.27314305
,,,,,,,,1.551885046
,,,,,,,,1.55793049
,,,,,,,,5.186869388
,,,,,,,,7.224351004
,,,,,,,,3.140095912
,,,,,,,,2.313621518
,,,,,,,,1.346734554
,,,,,,,,2.927332897
,,,,,,,,6.770454125
,,,,,,,,19.97373209
,,,,,,,,22.09345667
,,,,,,,,74.71571476
,,,,,,,,8.156784973
,,,,,,,,34.18244811
,,,,,,,,1.69084457
,,,,,,,,2.644398415
,,,,,,,,5.214309077
,,,,,,,,16.28601436
,,,,,,,,1.578525272
,,,,,,,,2.536580562
,,,,,,,,3.179972159
,,,,,,,,1.546058917
,,,,,,,,5.241703851
,,,,,,,,3.725541581
,,,,,,,,1.777983707
,,,,,,,,0.988453212
,,,,,,,,8.263503735
,,,,,,,,0.638534659
,,,,,,,,0.686701645
,,,,,,,,7.265284474
,,,,,,,,5.215102306
,,,,,,,,4.333251831
,,,,,,,,0.762884863
,,,,,,,,6.443036733
,,,,,,,,6.224715533
,,,,,,,,5.012752856
,,,,,,,,1.017758103
,,,,,,,,1.112662954
,,,,,,,,2.428948998
,,,,,,,,0.293750867
,,,,,,,,3.109281772
,,,,,,,,0.858353311
,,,,,,,,0.938288672
,,,,,,,,5.222199615
,,,,,,,,2.018624982
,,,,,,,,0.233264425
,,,,,,,,3.414402634
,,,,,,,,3.6277255
,,,,,,,,4.866141155
,,,,,,,,4.778674809
,,,,,,,,4.19654089
,,,,,,,,1.022890719
,,,,,,,,0.808637356
,,,,,,,,4.063952021
,,,,,,,,0.140765734
,,,,,,,,4.382051223
,,,,,,,,3.542939263
,,,,,,,,0.693238091
,,,,,,,,0.124028047
,,,,,,,,2.596088371
,,,,,,,,0.221696058
,,,,,,,,7.108373415
,,,,,,,,1.376231358
,,,,,,,,0.498122834
,,,,,,,,4.340812302
,,,,,,,,14.02969001
,,,,,,,,0.073561907
,,,,,,,,6.073018819
,,,,,,,,0.434297881
,,,,,,,,0.598683777
,,,,,,,,5.576035552
,,,,,,,,4.829858859
,,,,,,,,0.596926801
,,,,,,,,4.642962883
,,,,,,,,0.585033942
,,,,,,,,0.381029486
,,,,,,,,4.289056099
,,,,,,,,8.547098624
,,,,,,,,3.66327681
,,,,,,,,2.295931184
,,,,,,,,1.055344032
,,,,,,,,0.852253571
,,,,,,,,3.96788701
,,,,,,,,0.900789069
,,,,,,,,3.355899536
,,,,,,,,0.500069605
,,,,,,,,4.510351121
,,,,,,,,0.355699852
,,,,,,,,0.617972983
,,,,,,,,2.205354763
,,,,,,,,4.763407767
,,,,,,,,0.189108027
,,,,,,,,0.069421211
,,,,,,,,4.681370544
,,,,,,,,3.563343532
,,,,,,,,0.141985206
,,,,,,,,0.294249932
,,,,,,,,6.624982714
,,,,,,,,0.791208306
,,,,,,,,5.503512979
,,,,,,,,5.159695381
,,,,,,,,17.36214215
,,,,,,,,30.13401569
,,,,,,,,37.02088233
,,,,,,,,1.294644547
,,,,,,,,7.338582111
,,,,,,,,1.421157994
,,,,,,,,2.591034658
,,,,,,,,10.36028434
,,,,,,,,5.298403455
,,,,,,,,0.50712681
,,,,,,,,0.723959205
,,,,,,,,4.303151751
,,,,,,,,7.575867144
,,,,,,,,13.12382304
,,,,,,,,3.801484322
,,,,,,,,7.990251356
,,,,,,,,9.863938921
,,,,,,,,5.697059466
,,,,,,,,1.016443362
,,,,,,,,5.417372349
,,,,,,,,0.758967576
,,,,,,,,0.83704081
,,,,,,,,3.519632222
,,,,,,,,1.44925199
,,,,,,,,1.259833372
,,,,,,,,4.219524054
,,,,,,,,0.41476331
,,,,,,,,0.331871855
,,,,,,,,4.295855076
,,,,,,,,0.467391337
,,,,,,,,0.697527646
,,,,,,,,4.316910177
,,,,,,,,3.74012844
,,,,,,,,6.858788472
,,,,,,,,1.292844936
,,,,,,,,1.7576019
,,,,,,,,24.23444981
,,,,,,,,0.909083002
,,,,,,,,0.35334605
,,,,,,,,8.793145416
,,,,,,,,1.227758609
,,,,,,,,2.866724662
,,,,,,,,3.887168556
,,,,,,,,3.819674402
,,,,,,,,3.980456981
,,,,,,,,3.553541076
,,,,,,,,0.819736952
,,,,,,,,0.949718103
,,,,,,,,1.660787167
,,,,,,,,3.084262908
,,,,,,,,27.59520282
,,,,,,,,40.28057362
,,,,,,,,3.989298809
,,,,,,,,1.084528068
,,,,,,,,1.843476999
,,,,,,,,1.475791616
,,,,,,,,3.947464961
,,,,,,,,3.019729925
,,,,,,,,4.642780036
,,,,,,,,1.854073836
,,,,,,,,2.453802722
,,,,,,,,7.906822644
,,,,,,,,0.008731679
,,,,,,,,8.472303255
,,,,,,,,4.481908048
,,,,,,,,8.45359443
,,,,,,,,3.627147105
,,,,,,,,3.184890075
,,,,,,,,0.329887745
,,,,,,,,5.689518041
,,,,,,,,0.03952304
,,,,,,,,3.686251879
,,,,,,,,6.106672248
,,,,,,,,7.033491492
,,,,,,,,3.391663885
,,,,,,,,0.009820524
,,,,,,,,7.247863177
,,,,,,,,7.262945978
,,,,,,,,5.743615958
,,,,,,,,3.256602742
,,,,,,,,293.8826437
,,,,,,,,296.7194764
,,,,,,,,4.319119991
,,,,,,,,1.28099723
,,,,,,,,4.365127004
,,,,,,,,0.850209932
,,,,,,,,6.269353889
,,,,,,,,0.998634868
,,,,,,,,0.73228087
,,,,,,,,4.349557071
,,,,,,,,0.896884214
,,,,,,,,3.202046419
,,,,,,,,1.101513127
,,,,,,,,4.878901052
,,,,,,,,5.369952305
,,,,,,,,1.604872732
,,,,,,,,7.54912595
,,,,,,,,5.107728753
,,,,,,,,4962.461767
,,,,,,,,7.661399367
,,,,,,,,8.231310476
,,,,,,,,12.07831998
,,,,,,,,3.266002193
,,,,,,,,7.286702314
,,,,,,,,1.222728527
,,,,,,,,1.298986594
,,,,,,,,4.344624104
,,,,,,,,1.653029145
,,,,,,,,2.867648034
,,,,,,,,4.600549904
,,,,,,,,1.408224157
,,,,,,,,1.946784482
,,,,,,,,0.698788465
,,,,,,,,0.31768103
,,,,,,,,3.527250799
,,,,,,,,0.073327512
,,,,,,,,4.961391142
,,,,,,,,0.756319507
,,,,,,,,1.63164535
,,,,,,,,4.078188269
,,,,,,,,1.409420858
,,,,,,,,2.610952758
,,,,,,,,2.29806402
,,,,,,,,6.39313269
,,,,,,,,0.388022687
,,,,,,,,5.72634528
,,,,,,,,0.055791172
,,,,,,,,6.825090272
,,,,,,,,9.997315534
,,,,,,,,1.159524976
,,,,,,,,3.037571962
,,,,,,,,5.171946557
,,,,,,,,0.542347908
,,,,,,,,3.688773771
,,,,,,,,3.680955547
,,,,,,,,0.620236573
,,,,,,,,4.47377655
,,,,,,,,5.384995547
,,,,,,,,0.36020525
,,,,,,,,0.088940999
,,,,,,,,1.812313345
,,,,,,,,1.3472628
,,,,,,,,8.134628709
,,,,,,,,0.534547808
,,,,,,,,3.910512742
,,,,,,,,0.392665693
,,,,,,,,3.226963766
,,,,,,,,0.728006517
,,,,,,,,7.67372051
,,,,,,,,1.337090621
,,,,,,,,5.773569227
,,,,,,,,28.00806617
,,,,,,,,60.04863778
,,,,,,,,3.650846555
,,,,,,,,0.4436449
,,,,,,,,2.943745765
,,,,,,,,3.801758728
,,,,,,,,1.808265319
,,,,,,,,8.304496498
,,,,,,,,13.04375987
,,,,,,,,110.504519
,,,,,,,,1.614606712
,,,,,,,,6.217872477
,,,,,,,,28.64251847
,,,,,,,,34.54904548
,,,,,,,,14.97340989
,,,,,,,,14.56846348
,,,,,,,,44.79109116
,,,,,,,,20.50316582
,,,,,,,,12.49148187
,,,,,,,,63.8263228
,,,,,,,,2032.035905
,,,,,,,,12.85785273
,,,,,,,,5.31433234
,,,,,,,,5.161728058
,,,,,,,,0.117442886
,,,,,,,,6.454207055
,,,,,,,,0.236779634
,,,,,,,,1.549907352
,,,,,,,,15.3177396
,,,,,,,,14.3155614
,,,,,,,,0.026926636
,,,,,,,,6.321759977
,,,,,,,,4.743730462
,,,,,,,,4.550533146
,,,,,,,,0.513119054
,,,,,,,,0.63135475
,,,,,,,,5.631614924
,,,,,,,,4.087820215
,,,,,,,,1.055584193
,,,,,,,,4.802568767
,,,,,,,,9.597381296
,,,,,,,,115.8621494
,,,,,,,,4.317330231
,,,,,,,,0.63082309
,,,,,,,,4.767266612
,,,,,,,,170.4368309
,,,,,,,,14.5846483
,,,,,,,,3.59443665
,,,,,,,,6.344711026
,,,,,,,,0.889156977
,,,,,,,,3.656980586
,,,,,,,,1.535395765
,,,,,,,,1.867702705
,,,,,,,,2.742115085
,,,,,,,,10.53329436
,,,,,,,,3.282350204
,,,,,,,,3.695974662
,,,,,,,,1.049519957
,,,,,,,,3.366521608
,,,,,,,,2.976656281
,,,,,,,,3.164357938
,,,,,,,,14.85278915
,,,,,,,,1.267651657
,,,,,,,,5.061765917
,,,,,,,,5.174845141
,,,,,,,,0.53594535
,,,,,,,,3.473282991
,,,,,,,,11.53130407
,,,,,,,,7.906560145
,,,,,,,,3.724148029
,,,,,,,,0.541289354
,,,,,,,,3.813088682
,,,,,,,,1.340759093
,,,,,,,,6.140024482
,,,,,,,,3.420453067
,,,,,,,,1.40703939
,,,,,,,,7.122154084
,,,,,,,,3.163619418
,,,,,,,,1.218081516
,,,,,,,,5.403953865
,,,,,,,,0.488822785
,,,,,,,,0.517928371
,,,,,,,,4.671719398
,,,,,,,,0.930332005
,,,,,,,,2.828733713
,,,,,,,,0.765507612
,,,,,,,,3.345110255
,,,,,,,,0.696733094
,,,,,,,,4.404080809
,,,,,,,,1969.35696
,,,,,,,,1969.35696
,,,,,,,,5.43267716
,,,,,,,,0.943470047
,,,,,,,,3.479801043
,,,,,,,,5875.221413
,,,,,,,,5691.961733
,,,,,,,,3.798464715
,,,,,,,,2.933784306
,,,,,,,,0.917392715
,,,,,,,,2.881936547
,,,,,,,,6.255987502
,,,,,,,,3.949480426
,,,,,,,,3.336386305
,,,,,,,,3.235576081
,,,,,,,,1.279949516
,,,,,,,,3.731483992
,,,,,,,,3.734030113
,,,,,,,,4.382211511
,,,,,,,,3.640343813
,,,,,,,,1.324794735
,,,,,,,,1.712746268
,,,,,,,,0.734816751
,,,,,,,,0.790339103
,,,,,,,,4.378600118
,,,,,,,,4.075473818
,,,,,,,,3.908797492
,,,,,,,,20.86316
,,,,,,,,18.22812381
,,,,,,,,3.638920741
,,,,,,,,1.138854605
,,,,,,,,3.53924449
,,,,,,,,3.823640652
,,,,,,,,5.512687418
,,,,,,,,4.914400777
,,,,,,,,0.178887636
,,,,,,,,0.548289018
,,,,,,,,3.619634464
,,,,,,,,4.934065993
,,,,,,,,34.45438312
,,,,,,,,43.84321318
,,,,,,,,4.776849848
,,,,,,,,0.447765906
,,,,,,,,4.333050578
,,,,,,,,10.53838926
,,,,,,,,14.63291476
,,,,,,,,4.338121191
,,,,,,,,8.407687639
,,,,,,,,1.306368285
,,,,,,,,7.798480674
,,,,,,,,0.048995798
,,,,,,,,0.368247987
,,,,,,,,3.869036581
,,,,,,,,1.007209487
,,,,,,,,7.717153979
,,,,,,,,0.897722987
,,,,,,,,1.151108127
,,,,,,,,4.497181936
,,,,,,,,1.859137441
,,,,,,,,6.615999771
,,,,,,,,1.877933241
,,,,,,,,4.24171919
,,,,,,,,0.53649849
,,,,,,,,0.640334398
,,,,,,,,4.441907049
,,,,,,,,0.795117673
,,,,,,,,8.712827874
,,,,,,,,0.314625973
,,,,,,,,1.063431733
,,,,,,,,6.549198952
,,,,,,,,0.54427341
,,,,,,,,3.702382349
,,,,,,,,5.341415699
,,,,,,,,7.119964707
,,,,,,,,1.623614124
,,,,,,,,7.661274807
,,,,,,,,2.101481701
,,,,,,,,3.06898485
,,,,,,,,1.66108177
,,,,,,,,3.417473566
,,,,,,,,2.409038618
,,,,,,,,3.000392649
,,,,,,,,18.27906461
,,,,,,,,0.037043073
,,,,,,,,5.293738568
,,,,,,,,0.237762478
,,,,,,,,6.68069387
,,,,,,,,0.551048829
,,,,,,,,0.9398622
,,,,,,,,1.9925525
,,,,,,,,3.93161593
,,,,,,,,0.184549324
,,,,,,,,4.272923603
,,,,,,,,3.482899192
,,,,,,,,1.025665774
,,,,,,,,1.047156495
,,,,,,,,4.618295517
,,,,,,,,1.024863697
,,,,,,,,4.567138771
,,,,,,,,0.974216412
,,,,,,,,6.577501459
,,,,,,,,1.07620658
,,,,,,,,5.233224453
,,,,,,,,1.076316222
,,,,,,,,0.823777306
,,,,,,,,4.863547626
,,,,,,,,1.123270009
,,,,,,,,5.294334124
,,,,,,,,2.730039355
,,,,,,,,8.371429184
,,,,,,,,0.497137647
,,,,,,,,1.013505335
,,,,,,,,3.785247629
,,,,,,,,0.354552962
,,,,,,,,8.234591106
,,,,,,,,0.063983829
,,,,,,,,13.65962814
,,,,,,,,0.649512845
,,,,,,,,2.77077923
,,,,,,,,1.895556417
,,,,,,,,0.467301596
,,,,,,,,16.94528856
,,,,,,,,11.64615901
,,,,,,,,0.046945287
,,,,,,,,0.466814613
,,,,,,,,5.639826518
,,,,,,,,2.911111188
,,,,,,,,0.837591303
,,,,,,,,0.238120341
,,,,,,,,8.78235509
,,,,,,,,1.278140313
,,,,,,,,0.355653135
,,,,,,,,1.258942959
,,,,,,,,5.595315231
,,,,,,,,2.473479616
,,,,,,,,3.019394366
,,,,,,,,2.92392201
,,,,,,,,3.268608353
,,,,,,,,5.814932794
,,,,,,,,0.083523874
,,,,,,,,4.084266429
,,,,,,,,0.599823698
,,,,,,,,0.557677823
,,,,,,,,4.128046701
,,,,,,,,5.776266795
,,,,,,,,2.483899395
,,,,,,,,0.036214176
,,,,,,,,0.043843535
,,,,,,,,7.502784255
,,,,,,,,1.15347081
,,,,,,,,1.902212034
,,,,,,,,0.490082462
,,,,,,,,0.269938973
,,,,,,,,5.627082686
,,,,,,,,2.617600888
,,,,,,,,0.047856917
,,,,,,,,0.378117547
,,,,,,,,4.511396478
,,,,,,,,0.265346367
,,,,,,,,7.10814926
,,,,,,,,12.14458593
,,,,,,,,1.20929803
,,,,,,,,4.284906142
,,,,,,,,2.169232627
,,,,,,,,1.513072535
,,,,,,,,11.35581479
,,,,,,,,0.44335888
,,,,,,,,4.037394334
,,,,,,,,0.498072729
,,,,,,,,7.529175888
,,,,,,,,10.80521006
,,,,,,,,2.974975869
,,,,,,,,4.526084003
,,,,,,,,6.810832307
,,,,,,,,0.81411361
,,,,,,,,5.142140137
,,,,,,,,6.391501497
,,,,,,,,0.31837188
,,,,,,,,0.288455793
,,,,,,,,6.770573138
,,,,,,,,1.039794168
,,,,,,,,14.00460969
,,,,,,,,5.316506089
,,,,,,,,0.639828943
,,,,,,,,1.601583328
,,,,,,,,3.054313154
,,,,,,,,0.623666887
,,,,,,,,8.858779781
,,,,,,,,4.965458067
,,,,,,,,0.08123272
,,,,,,,,0.027383494
,,,,,,,,3.440663591
,,,,,,,,1.658810169
,,,,,,,,0.557724029
,,,,,,,,4.838500897
,,,,,,,,4.116422702
,,,,,,,,6.210575578
,,,,,,,,1.591268354
,,,,,,,,3.340946513
,,,,,,,,2632.128763
,,,,,,,,2632.128763
,,,,,,,,1.728011494
,,,,,,,,1.501989293
,,,,,,,,2.229449409
,,,,,,,,1.373225451
,,,,,,,,3.305545128
,,,,,,,,0.526551327
,,,,,,,,0.832971138
,,,,,,,,6.582014669
,,,,,,,,1.549402684
,,,,,,,,76.16124147
,,,,,,,,3.324481045
,,,,,,,,1.179888822
,,,,,,,,3.391982128
,,,,,,,,3.619879284
,,,,,,,,1.498414094
,,,,,,,,0.554845266
,,,,,,,,3.338438247
,,,,,,,,0.152525968
,,,,,,,,4.53515886
,,,,,,,,1.036906503
,,,,,,,,4.953419947
,,,,,,,,1.082443956
,,,,,,,,7.168045269
,,,,,,,,5.512905408
,,,,,,,,0.131440567
,,,,,,,,0.207231751
,,,,,,,,4.061495491
,,,,,,,,0.794596609
,,,,,,,,4.318492787
,,,,,,,,5.328400311
,,,,,,,,1.659083704
,,,,,,,,0.508423901
,,,,,,,,0.778295785
,,,,,,,,6.542479113
,,,,,,,,0.747227009
,,,,,,,,12.87041008
,,,,,,,,0.567327912
,,,,,,,,7.193040627
,,,,,,,,0.119137999
,,,,,,,,1.698293742
,,,,,,,,0.573588044
,,,,,,,,9.615334026
,,,,,,,,2.209334853
,,,,,,,,2.634232651
,,,,,,,,5.360889273
,,,,,,,,0.163395918
,,,,,,,,3.660624337
,,,,,,,,0.374548097
,,,,,,,,9.768918504
,,,,,,,,2.123939425
,,,,,,,,1.051049387
,,,,,,,,2.997583159
,,,,,,,,0.67037237
,,,,,,,,1.543444191
,,,,,,,,0.387149131
,,,,,,,,0.531439033
,,,,,,,,6.026584417
,,,,,,,,0.483417115
,,,,,,,,0.621939591
,,,,,,,,0.678448177
,,,,,,,,9.005888209
,,,,,,,,6.272449552
,,,,,,,,0.751829786
,,,,,,,,4.232142799
,,,,,,,,0.16579644
,,,,,,,,0.290914297
,,,,,,,,3.71141414
,,,,,,,,0.01093451
,,,,,,,,14.36603501
,,,,,,,,0.756840525
,,,,,,,,4.44042833
,,,,,,,,0.213348705
,,,,,,,,9.147878797
,,,,,,,,3.690972261
,,,,,,,,0.828679026
,,,,,,,,0.629603949
,,,,,,,,5.945862579
,,,,,,,,0.447857729
,,,,,,,,7.391919099
,,,,,,,,0.566311598
,,,,,,,,0.891981546
,,,,,,,,4.697045518
,,,,,,,,2.217438204
,,,,,,,,1.05533377
,,,,,,,,4.042786888
,,,,,,,,0.933439235
,,,,,,,,2.129953109
,,,,,,,,4.11193312
,,,,,,,,1.538575493
,,,,,,,,0.102266891
,,,,,,,,1.414573434
,,,,,,,,0.451808648
,,,,,,,,5.827677597
,,,,,,,,0.078929254
,,,,,,,,0.381575141
,,,,,,,,5.927609539
,,,,,,,,6.675765585
,,,,,,,,0.186402059
,,,,,,,,6.839103744
,,,,,,,,0.511971804
,,,,,,,,12.96221093
,,,,,,,,1.1444829
,,,,,,,,1.901231725
,,,,,,,,9.200113722
,,,,,,,,0.041278784
,,,,,,,,0.638281707
,,,,,,,,4.013108754
,,,,,,,,5.563146989
,,,,,,,,2.477406246
,,,,,,,,2.366772439
,,,,,,,,0.812653364
,,,,,,,,0.646321814
,,,,,,,,4.766591126
,,,,,,,,6.211825588
,,,,,,,,0.104262989
,,,,,,,,0.053038819
,,,,,,,,4.348464402
,,,,,,,,5.713292692
,,,,,,,,0.426948101
,,,,,,,,0.407937155
,,,,,,,,4.820103148
,,,,,,,,30.22855382
,,,,,,,,67.82913803
,,,,,,,,4.456665081
,,,,,,,,3.992884546
,,,,,,,,1.424418043
,,,,,,,,5.864024091
,,,,,,,,3.415225322
,,,,,,,,6.963161058
,,,,,,,,0.71520128
,,,,,,,,0.110453785
,,,,,,,,4.857374799
,,,,,,,,0.557596138
,,,,,,,,3.97113455
,,,,,,,,0.4033387
,,,,,,,,0.05122457
,,,,,,,,3.901766557
,,,,,,,,4.405474793
,,,,,,,,0.198582868
,,,,,,,,0.07649677
,,,,,,,,3.549955714
,,,,,,,,0.972016388
,,,,,,,,4.004073325
,,,,,,,,0.237491497
,,,,,,,,4.400041731
,,,,,,,,4.904189158
,,,,,,,,15.73068599
,,,,,,,,14.07412605
,,,,,,,,2.651114285
,,,,,,,,3.494508038
,,,,,,,,0.241287587
,,,,,,,,3.752706419
,,,,,,,,252.5470558
,,,,,,,,7.215882357
,,,,,,,,412.5884432
,,,,,,,,2.681485953
,,,,,,,,3.669511456
,,,,,,,,6.920510499
,,,,,,,,5.375613482
,,,,,,,,7.32167371
,,,,,,,,4.055220852
,,,,,,,,0.798300835
,,,,,,,,0.929129439
,,,,,,,,4.405117283
,,,,,,,,5.029514586
,,,,,,,,1.821355507
,,,,,,,,1.978067638
,,,,,,,,0.537641462
,,,,,,,,5.408698741
,,,,,,,,1.424006124
,,,,,,,,4.372747033
,,,,,,,,10.56564127
,,,,,,,,0.746179783
,,,,,,,,0.541376541
,,,,,,,,3.779639646
,,,,,,,,3.883648084
,,,,,,,,0.025685486
,,,,,,,,0.216605144
,,,,,,,,3.902024375
,,,,,,,,9.37208622
,,,,,,,,0.603811729
,,,,,,,,0.186790663
,,,,,,,,3.207473807
,,,,,,,,6.799943548
,,,,,,,,6.152900512
,,,,,,,,4.923656356
,,,,,,,,5.657828727
,,,,,,,,0.099537572
,,,,,,,,19.88833449
,,,,,,,,0.335793542
,,,,,,,,7.484649647
,,,,,,,,1.2537622
,,,,,,,,4.638149761
,,,,,,,,1.376295377
,,,,,,,,2.847741342
,,,,,,,,0.294097625
,,,,,,,,6.612975022
,,,,,,,,8.468170827
,,,,,,,,0.738883658
,,,,,,,,1.002977526
,,,,,,,,3.702231456
,,,,,,,,1.23877401
,,,,,,,,4.429758473
,,,,,,,,0.955759332
,,,,,,,,1.443626019
,,,,,,,,3.455470199
,,,,,,,,1.278924338
,,,,,,,,5.518385876
,,,,,,,,6.225507457
,,,,,,,,2.205146072
,,,,,,,,1.56800456
,,,,,,,,2.482735346
,,,,,,,,1.444932864
,,,,,,,,4.15792445
,,,,,,,,1.452791862
,,,,,,,,1.341570272
,,,,,,,,4.682487862
,,,,,,,,10.74389437
,,,,,,,,13.99908764
,,,,,,,,4.258915208
,,,,,,,,2.181310308
,,,,,,,,2.264673237
,,,,,,,,0.472467364
,,,,,,,,0.50728616
,,,,,,,,4.501763588
