Dataset,Method,RTT,
wol,Concatenation,1.722594407,
wol,Concatenation,1.760379433,
wol,Concatenation,1.567722815,
wol,Concatenation,1.641003101,
wol,Concatenation,1.638179676,
wol,Concatenation,1.645584761,
wol,Concatenation,1.584237297,
wol,Concatenation,1.627945721,
wol,Concatenation,1.641871053,
wol,Concatenation,1.63683721,
wol,Concatenation,1.629967765,
wol,Concatenation,1.68252422,
wol,Concatenation,1.693446957,
wol,Concatenation,1.679060117,
wol,Concatenation,1.536964249,
wol,Concatenation,1.557336508,
wol,Concatenation,1.561037435,
wol,Concatenation,1.646507672,
wol,Concatenation,1.52901595,
wol,Concatenation,1.563658571,
wol,Concatenation,1.556133887,
wol,Concatenation,1.555459867,
wol,Concatenation,1.555533618,
wol,Concatenation,1.553901125,
wol,Concatenation,1.537094806,
wol,Concatenation,1.586977985,
wol,Concatenation,1.611268635,
wol,Concatenation,1.590712819,
wol,Concatenation,1.581785057,
wol,Concatenation,1.605072251,
wol,Concatenation,1.606590217,
wol,Concatenation,1.606557702,
wol,Concatenation,1.606557702,
wol,Concatenation,1.588333453,
wol,Concatenation,1.594561531,
wol,Concatenation,1.584192401,
wol,Concatenation,1.588107638,
wol,Concatenation,1.608126956,
wol,Concatenation,1.607117031,
wol,Concatenation,1.607117031,
wol,Concatenation,1.591312156,
wol,Concatenation,1.59138115,
wol,Concatenation,1.591380184,
wol,Concatenation,1.591350127,
wol,Concatenation,1.5913825,
wol,Concatenation,1.586219714,
wol,Concatenation,1.586626728,
wol,Concatenation,1.611142959,
wol,Concatenation,1.611142959,
wol,Concatenation,1.611144563,
wol,Concatenation,1.611145563,
wol,Concatenation,1.611146563,
wol,Concatenation,1.611146563,
wol,Concatenation,1.754463945,
wol,Concatenation,1.743070496,
wol,Concatenation,1.798660302,
wol,Concatenation,1.707822463,
wol,Concatenation,1.804286164,
wol,Concatenation,1.769540969,
wol,Concatenation,1.531949074,
wol,Concatenation,1.627120221,
wol,Concatenation,1.628280999,
wol,Concatenation,1.672990657,
wol,Concatenation,1.682153617,
wol,Concatenation,1.701703093,
wol,Concatenation,1.624244462,
wol,Concatenation,1.682798596,
wol,Concatenation,1.687327528,
wol,Concatenation,1.676916791,
wol,Concatenation,1.718821187,
wol,Concatenation,1.699326907,
wol,Concatenation,1.688301894,
wol,Concatenation,1.67839317,
wol,Concatenation,1.69500605,
wol,Concatenation,1.70400891,
wol,Concatenation,1.712181205,
wol,Concatenation,1.710680652,
wol,Concatenation,1.685782712,
wol,Concatenation,1.683450161,
wol,Concatenation,1.685268923,
wol,Concatenation,1.682938833,
wol,Concatenation,1.682866337,
wol,Concatenation,1.688860126,
wol,Concatenation,1.682619305,
wol,Concatenation,1.685158062,
wol,Concatenation,1.68738317,
wol,Concatenation,1.685122548,
wol,Concatenation,1.694121805,
wol,Concatenation,1.694986617,
wol,Concatenation,1.692528135,
wol,Concatenation,1.692773529,
wol,Concatenation,1.689741296,
wol,Concatenation,1.690039858,
wol,Concatenation,1.690002082,
wol,Concatenation,1.692089223,
wol,Concatenation,1.690045454,
wol,Concatenation,1.689790348,
wol,Concatenation,1.689790348,
wol,Concatenation,1.689788266,
wol,Concatenation,1.689790363,
wol,Concatenation,1.689791363,
wol,Concatenation,1.689791363,
wol,Concatenation,1.83905966,
wol,Concatenation,2.021161968,
wol,Concatenation,2.024473703,
wol,Concatenation,2.035946009,
wol,Concatenation,2.076827895,
wol,Concatenation,2.067321096,
wol,Concatenation,2.088589921,
wol,Concatenation,2.089562841,
wol,Concatenation,2.088431704,
wol,Concatenation,2.088431704,
wol,Concatenation,2.100156842,
wol,Concatenation,2.063692148,
wol,Concatenation,2.074711647,
wol,Concatenation,2.078055474,
wol,Concatenation,2.080607146,
wol,Concatenation,2.080212022,
wol,Concatenation,2.079931591,
wol,Concatenation,2.082971288,
wol,Concatenation,2.082971288,
wol,Concatenation,2.080871451,
wol,Concatenation,2.080833456,
wol,Concatenation,2.079325657,
wol,Concatenation,2.080522375,
wol,Concatenation,2.080382712,
wol,Concatenation,2.078672648,
wol,Concatenation,2.07874489,
wol,Concatenation,2.078712139,
wol,Concatenation,2.078713139,
wol,Concatenation,2.078713139,
wol,Concatenation,2.078748771,
wol,Concatenation,2.078712832,
wol,Concatenation,2.078713832,
wol,Concatenation,2.078714832,
wol,Concatenation,2.078715832,
wol,Concatenation,2.078715832,
wol,Concatenation,2.085490291,
wol,Concatenation,2.080875833,
wol,Concatenation,2.079084924,
wol,Concatenation,2.080668664,
wol,Concatenation,2.078932869,
wol,Concatenation,2.080642439,
wol,Concatenation,2.080642439,
wol,Concatenation,2.078972749,
wol,Concatenation,2.078898259,
wol,Concatenation,2.078898259,
wol,Concatenation,2.080752156,
wol,Concatenation,2.080752156,
wol,Concatenation,2.078973109,
wol,Concatenation,2.079013322,
wol,Concatenation,2.080723048,
wol,Concatenation,2.078971968,
wol,Concatenation,2.078971968,
wol,Concatenation,2.080795855,
wol,Concatenation,2.079050203,
wol,Concatenation,2.079050203,
wol,Concatenation,1.739906969,
wol,Concatenation,1.710400704,
wol,Concatenation,1.88217903,
wol,Concatenation,1.835862992,
wol,Concatenation,1.872406092,
wol,Concatenation,1.872982953,
wol,Concatenation,1.870451018,
wol,Concatenation,1.938806149,
wol,Concatenation,1.957133135,
wol,Concatenation,1.963809541,
wol,Concatenation,1.934467647,
wol,Concatenation,1.786225804,
wol,Concatenation,1.797472621,
wol,Concatenation,1.944396723,
wol,Concatenation,1.846478073,
wol,Concatenation,1.842839314,
wol,Concatenation,1.893106212,
wol,Concatenation,1.992587331,
wol,Concatenation,1.923754713,
wol,Concatenation,1.92630677,
wol,Concatenation,1.953579411,
wol,Concatenation,2.009137966,
wol,Concatenation,1.850854108,
wol,Concatenation,1.854151543,
wol,Concatenation,1.852013601,
wol,Concatenation,1.878511822,
wol,Concatenation,2.086116904,
wol,Concatenation,1.956575914,
wol,Concatenation,1.905685305,
wol,Concatenation,1.916715458,
wol,Concatenation,1.91644173,
wol,Concatenation,1.940249045,
wol,Concatenation,1.91530053,
wol,Concatenation,1.913025643,
wol,Concatenation,1.913027965,
wol,Concatenation,1.913027965,
wol,Concatenation,1.778083765,
wol,Concatenation,1.851273886,
wol,Concatenation,1.802075407,
wol,Concatenation,1.852963307,
wol,Concatenation,1.909799652,
wol,Concatenation,1.902970796,
wol,Concatenation,1.870156873,
wol,Concatenation,1.851519158,
wol,Concatenation,1.853592666,
wol,Concatenation,1.83108314,
wol,Concatenation,1.849569879,
wol,Concatenation,1.864263367,
wol,Concatenation,1.854105237,
wol,Concatenation,1.857391248,
wol,Concatenation,1.842126844,
wol,Concatenation,1.851486247,
wol,Concatenation,1.877943414,
wol,Concatenation,1.871737994,
wol,Concatenation,1.870263764,
wol,Concatenation,1.911292329,
wol,Concatenation,1.911293126,
wol,Concatenation,1.865913108,
wol,Concatenation,2.014187138,
wol,Concatenation,1.903941407,
wol,Concatenation,1.903826346,
wol,Concatenation,1.89898059,
wol,Concatenation,1.898343112,
wol,Concatenation,1.902596507,
wol,Concatenation,1.930375487,
wol,Concatenation,1.901730349,
wol,Concatenation,1.909738245,
wol,Concatenation,1.904297053,
wol,Concatenation,1.887911935,
wol,Concatenation,1.875257454,
wol,Concatenation,1.880086574,
wol,Concatenation,1.91575853,
wol,Concatenation,1.926166204,
wol,Concatenation,1.896406689,
wol,Concatenation,1.893331671,
wol,Concatenation,1.903780194,
wol,Concatenation,1.903780194,
wol,Concatenation,1.90537895,
wol,Concatenation,1.899294197,
wol,Concatenation,1.899296289,
wol,Concatenation,1.899297289,
wol,Concatenation,1.899297289,
wol,Concatenation,1.900490099,
wol,Concatenation,1.901125314,
wol,Concatenation,1.896575213,
wol,Concatenation,1.903372395,
wol,Concatenation,1.89611367,
wol,Concatenation,1.897840759,
wol,Concatenation,1.896118129,
wol,Concatenation,1.897838869,
wol,Concatenation,1.897840869,
wol,Concatenation,1.897840869,
wol,Concatenation,1.897840869,
wol,Concatenation,1.897840869,
wol,Concatenation,1.906332933,
wol,Concatenation,1.906333542,
wol,Concatenation,1.900328317,
wol,Concatenation,1.908941503,
wol,Concatenation,1.908941719,
wol,Concatenation,1.901083639,
wol,Concatenation,1.905588369,
wol,Concatenation,1.907998176,
wol,Concatenation,1.903982316,
wol,Concatenation,1.903166079,
wol,Concatenation,1.903047169,
wol,Concatenation,1.903082165,
wol,Concatenation,1.903083165,
wol,Concatenation,1.903083165,
wol,Concatenation,1.903083161,
wol,Concatenation,1.903083161,
wol,Concatenation,1.903083161,
wol,Concatenation,1.903085161,
wol,Concatenation,1.903085161,
wol,Concatenation,1.903085161,
wol,Concatenation,1.903086161,
wol,Concatenation,1.903087161,
wol,Concatenation,1.903087161,
wol,Concatenation,1.586514867,
wol,Concatenation,1.739825838,
wol,Concatenation,1.807343698,
wol,Concatenation,1.821910223,
wol,Concatenation,1.787280338,
wol,Concatenation,1.810632735,
wol,Concatenation,1.913172667,
wol,Concatenation,1.856951436,
wol,Concatenation,1.855778401,
wol,Concatenation,1.838950821,
wol,Concatenation,1.854811138,
wol,Concatenation,1.855124673,
wol,Concatenation,1.847213097,
wol,Concatenation,1.869363729,
wol,Concatenation,1.873721421,
wol,Concatenation,1.866236145,
wol,Concatenation,1.85938216,
wol,Concatenation,1.869676953,
wol,Concatenation,1.865416748,
wol,Concatenation,1.86819602,
wol,Concatenation,1.867688779,
wol,Concatenation,1.865906349,
wol,Concatenation,1.839235775,
wol,Concatenation,1.90068364,
wol,Concatenation,1.879406974,
wol,Concatenation,1.875834138,
wol,Concatenation,1.857384399,
wol,Concatenation,1.907054547,
wol,Concatenation,1.925957848,
wol,Concatenation,1.893040916,
wol,Concatenation,1.900264586,
wol,Concatenation,1.914415293,
wol,Concatenation,1.903296288,
wol,Concatenation,1.906066386,
wol,Concatenation,1.9139373,
wol,Concatenation,1.918950797,
wol,Concatenation,1.923061645,
wol,Concatenation,1.951294525,
wol,Concatenation,1.9471441,
wol,Concatenation,1.918493615,
wol,Concatenation,1.92706455,
wol,Concatenation,1.935343989,
wol,Concatenation,1.958950563,
wol,Concatenation,1.957238989,
wol,Concatenation,1.954121864,
wol,Concatenation,1.920091428,
wol,Concatenation,1.887860471,
wol,Concatenation,1.852474548,
wol,Concatenation,1.865063377,
wol,Concatenation,1.861133844,
wol,Concatenation,1.94093038,
wol,Concatenation,1.949859201,
wol,Concatenation,1.939977718,
wol,Concatenation,1.936774158,
wol,Concatenation,1.962491796,
wol,Concatenation,1.992683637,
wol,Concatenation,1.95500546,
wol,Concatenation,1.96499735,
wol,Concatenation,1.967259496,
wol,Concatenation,1.971092419,
wol,Concatenation,2.021409279,
wol,Concatenation,2.053421971,
wol,Concatenation,2.052022901,
wol,Concatenation,1.962550392,
wol,Concatenation,1.990916606,
wol,Concatenation,1.989360911,
wol,Concatenation,1.987488488,
wol,Concatenation,2.016879458,
wol,Concatenation,2.024281734,
wol,Concatenation,2.0235812,
wol,Concatenation,2.022633868,
wol,Concatenation,2.023499995,
wol,Concatenation,2.022037851,
wol,Concatenation,2.022486127,
wol,Concatenation,2.023315775,
wol,Concatenation,2.023838993,
wol,Concatenation,2.021883399,
wol,Concatenation,2.022177734,
wol,Concatenation,2.024527928,
wol,Concatenation,2.023430121,
wol,Concatenation,2.025529348,
wol,Concatenation,2.025328574,
wol,Concatenation,2.024779916,
wol,Concatenation,2.028462,
wol,Concatenation,2.023595997,
wol,Concatenation,2.023357472,
wol,Concatenation,2.023646864,
wol,Concatenation,2.023202838,
wol,Concatenation,2.023209735,
wol,Concatenation,2.024464772,
wol,Concatenation,2.023563621,
wol,Concatenation,2.026726324,
wol,Concatenation,2.023604161,
wol,Concatenation,2.023604161,
wol,Concatenation,2.023423925,
wol,Concatenation,2.023423925,
wol,Concatenation,2.026170862,
wol,Concatenation,2.026170862,
wol,Concatenation,2.023693677,
wol,Concatenation,2.02420193,
wol,Concatenation,2.023837928,
wol,Concatenation,2.023643882,
wol,Concatenation,2.023799318,
wol,Concatenation,2.024057915,
wol,Concatenation,2.026901404,
wol,Concatenation,2.024582597,
wol,Concatenation,2.026776111,
wol,Concatenation,2.023989378,
wol,Concatenation,2.023857665,
wol,Concatenation,1.766599048,
wol,Concatenation,1.638899976,
wol,Concatenation,1.610217711,
wol,Concatenation,1.648814536,
wol,Concatenation,1.646909379,
wol,Concatenation,1.691600547,
wol,Concatenation,1.708189146,
wol,Concatenation,1.704194909,
wol,Concatenation,1.705628886,
wol,Concatenation,1.734183573,
wol,Concatenation,1.702760793,
wol,Concatenation,1.704815366,
wol,Concatenation,1.693834738,
wol,Concatenation,1.72581534,
wol,Concatenation,1.733289779,
wol,Concatenation,1.731156423,
wol,Concatenation,1.784406909,
wol,Concatenation,1.91169591,
wol,Concatenation,1.924144986,
wol,Concatenation,1.912019766,
wol,Concatenation,1.826720899,
wol,Concatenation,1.857768877,
wol,Concatenation,1.849746162,
wol,Concatenation,1.762320024,
wol,Concatenation,1.795679766,
wol,Concatenation,1.806122333,
wol,Concatenation,1.768098898,
wol,Concatenation,1.695756782,
wol,Concatenation,2.076715304,
wol,Concatenation,1.876414094,
wol,Concatenation,1.850157137,
wol,Concatenation,1.809128574,
wol,Concatenation,1.813458854,
wol,Concatenation,1.797940645,
wol,Concatenation,1.794792151,
wol,Concatenation,1.698631688,
wol,Concatenation,1.67193418,
wol,Concatenation,1.7356928,
wol,Concatenation,1.774391778,
wol,Concatenation,1.705148447,
wol,Concatenation,1.706399826,
wol,Concatenation,1.752811767,
wol,Concatenation,1.762096781,
wol,Concatenation,1.800181678,
wol,Concatenation,1.779290269,
wol,Concatenation,1.755861847,
wol,Concatenation,1.768203386,
wol,Concatenation,1.797618556,
wol,Concatenation,1.806586355,
wol,Concatenation,1.846427214,
wol,Concatenation,1.798701171,
wol,Concatenation,1.825677674,
wol,Concatenation,1.786238073,
wol,Concatenation,1.824319342,
wol,Concatenation,1.822744321,
wol,Concatenation,1.797260234,
wol,Concatenation,1.799578879,
wol,Concatenation,1.803020059,
wol,Concatenation,1.803289005,
wol,Concatenation,1.802975799,
wol,Concatenation,1.799166608,
wol,Concatenation,1.631643865,
wol,Concatenation,1.703628235,
wol,Concatenation,1.71530867,
wol,Concatenation,1.670027354,
wol,Concatenation,1.669237341,
wol,Concatenation,1.622216757,
wol,Concatenation,1.647989212,
wol,Concatenation,1.725679545,
wol,Concatenation,1.685655125,
wol,Concatenation,1.776883453,
wol,Concatenation,1.734220468,
wol,Concatenation,1.74349895,
wol,Concatenation,1.734244378,
wol,Concatenation,1.723468967,
wol,Concatenation,1.732816974,
wol,Concatenation,1.745887248,
wol,Concatenation,1.74753893,
wol,Concatenation,1.754718731,
wol,Concatenation,1.767468222,
wol,Concatenation,1.768251291,
wol,Concatenation,1.664287679,
wol,Concatenation,1.701685361,
wol,Concatenation,1.759737675,
wol,Concatenation,1.756296861,
wol,Concatenation,1.723701732,
wol,Concatenation,1.743286931,
wol,Concatenation,1.738769858,
wol,Concatenation,1.740445691,
wol,Concatenation,1.760403112,
wol,Concatenation,1.750152398,
wol,Concatenation,1.769176058,
wol,Concatenation,1.784422397,
wol,Concatenation,1.801806775,
wol,Concatenation,1.779974013,
wol,Concatenation,1.794373751,
wol,Concatenation,1.848883856,
wol,Concatenation,1.843280625,
wol,Concatenation,1.841707387,
wol,Concatenation,1.796236733,
wol,Concatenation,1.834367888,
wol,Concatenation,1.867309254,
wol,Concatenation,1.868660847,
wol,Concatenation,1.863160641,
wol,Concatenation,1.832258447,
wol,Concatenation,1.863794149,
wol,Concatenation,1.849976591,
wol,Concatenation,1.861931224,
wol,Concatenation,1.84335149,
wol,Concatenation,1.864738699,
wol,Concatenation,1.612042442,
wol,Concatenation,1.658610331,
wol,Concatenation,1.634430337,
wol,Concatenation,1.709420478,
wol,Concatenation,1.711779405,
wol,Concatenation,1.717367599,
wol,Concatenation,1.775706717,
wol,Concatenation,1.793985637,
wol,Concatenation,1.847133929,
wol,Concatenation,1.989822293,
wol,Concatenation,1.896479854,
wol,Concatenation,1.987202507,
wol,Concatenation,2.515093997,
wol,Concatenation,2.80589034,
wol,Concatenation,2.649389092,
wol,Concatenation,2.649389092,
wol,Concatenation,1.788357286,
wol,Concatenation,1.849749569,
wol,Concatenation,1.843663339,
wol,Concatenation,1.791691777,
wol,Concatenation,1.803337772,
wol,Concatenation,1.801951128,
wol,Concatenation,1.876757428,
wol,Concatenation,1.797047585,
wol,Concatenation,1.863703541,
wol,Concatenation,1.827339138,
wol,Concatenation,1.851022653,
wol,Concatenation,1.988525956,
wol,Concatenation,1.937954672,
wol,Concatenation,1.962705967,
wol,Concatenation,1.934802407,
wol,Concatenation,1.976116126,
wol,Concatenation,1.973897028,
wol,Concatenation,1.970914316,
wol,Concatenation,1.882805603,
wol,Concatenation,1.870079029,
wol,Concatenation,1.932082197,
wol,Concatenation,1.893758196,
wol,Concatenation,1.953674791,
wol,Concatenation,1.93400123,
wol,Concatenation,1.994971791,
wol,Concatenation,1.922867682,
wol,Concatenation,1.907948445,
wol,Concatenation,1.655215261,
wol,Concatenation,1.66431885,
