,Condition,num_genes,Method,replicate,Branch Type,l-true,l-est
0,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.00480533,0.002704
1,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.00134662,0.002224
2,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.02048887,0.006402
3,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.0511101,0.047015
4,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.00339005,0.024354
5,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.01682875,0.025805
6,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.0301089,0.018557
7,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.00746509,0.007593
8,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.05743881,0.020611
9,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.06298128,0.070491
10,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.00133221,0.008673
11,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.03082297,0.023865
12,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.03017272,0.017143
13,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.05264539,0.062909
14,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.14455498,0.00357
15,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.05219861,0.005883
16,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.16240299,0.069307
17,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.08433942,0.091259
18,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.69361461,0.452103
19,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.00782794,0.019641
20,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.00346681,0.02557
21,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.00043562,0.041869
22,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.00750052,0.016193
23,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.00049261,0.008424
24,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.02028174,0.038682
25,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.0004109,0.01295
26,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.00290902,0.029563
27,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.00079618,0.0015
28,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.02481667,0.050914
29,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.2254953,0.144108
30,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.02556446,0.034644
31,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.06288072,0.081098
32,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.03966398,0.028132
33,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.00280508,0.006969
34,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.00069001,0.002551
35,20_gdl_1e-12_1,50,CASTLES-Pro,01,terminal,0.04289849,0.023786
36,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.06085203,0.075977
37,20_gdl_1e-12_1,50,CASTLES-Pro,01,internal,0.11620337,0.15223
38,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.00480533,0.003499
39,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.00134662,0.000549
40,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.02048887,0.018126
41,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.0511101,0.048022
42,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.00339005,0.013505
43,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.01682875,0.028039
44,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.0301089,0.031168
45,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.00746509,0.008782
46,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.05743881,0.058801
47,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.06298128,0.077811
48,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.00133221,0.007962
49,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.03082297,0.025517
50,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.03017272,0.024103
51,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.05264539,0.061129
52,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.14455498,0.110615
53,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.05219861,0.011452
54,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.16240299,0.095948
55,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.08433942,0.072999
56,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.69361461,0.417513
57,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.00782794,0.017459
58,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.00346681,0.009978
59,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.00043562,0.025199
60,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.00750052,0.011855
61,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.00049261,0.014066
62,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.02028174,0.010038
63,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.0004109,0.001692
64,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.00290902,0.004694
65,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.00079618,0.012617
66,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.02481667,0.065523
67,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.2254953,0.139977
68,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.02556446,0.02657
69,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.06288072,0.058405
70,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.03966398,0.041495
71,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.00280508,0.006452
72,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.00069001,0.007199
73,20_gdl_1e-12_1,100,CASTLES-Pro,01,terminal,0.04289849,0.017041
74,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.06085203,0.081369
75,20_gdl_1e-12_1,100,CASTLES-Pro,01,internal,0.11620337,0.197072
76,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.00480533,0.00341
77,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.00134662,0.001856
78,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.02048887,0.019261
79,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.0511101,0.045214
80,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.00339005,0.010338
81,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.01682875,0.011151
82,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.0301089,0.035321
83,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.00746509,0.01922
84,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.05743881,0.072975
85,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.06298128,0.068317
86,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.00133221,0.029819
87,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.03082297,0.014484
88,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.03017272,0.013444
89,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.05264539,0.075197
90,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.14455498,0.119806
91,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.05219861,0.017525
92,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.16240299,0.09507
93,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.08433942,0.094445
94,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.69361461,0.347371
95,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.00782794,0.008335
96,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.00346681,0.008196
97,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.00043562,0.017853
98,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.00750052,0.00366
99,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.00049261,0.019169
100,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.02028174,0.018361
101,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.0004109,0.015272
102,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.00290902,0.01496
103,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.00079618,0.004329
104,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.02481667,0.032382
105,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.2254953,0.165714
106,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.02556446,0.034996
107,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.06288072,0.061071
108,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.03966398,0.046211
109,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.00280508,0.008941
110,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.00069001,0.001064
111,20_gdl_1e-12_1,500,CASTLES-Pro,01,terminal,0.04289849,0.017469
112,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.06085203,0.0856
113,20_gdl_1e-12_1,500,CASTLES-Pro,01,internal,0.11620337,0.207111
114,20_gdl_1e-12_1,1000,CASTLES-Pro,01,terminal,0.00480533,0.005292
115,20_gdl_1e-12_1,1000,CASTLES-Pro,01,terminal,0.00134662,0.004844
116,20_gdl_1e-12_1,1000,CASTLES-Pro,01,internal,0.02048887,0.018053
117,20_gdl_1e-12_1,1000,CASTLES-Pro,01,terminal,0.0511101,0.043768
118,20_gdl_1e-12_1,1000,CASTLES-Pro,01,internal,0.00339005,0.018652
119,20_gdl_1e-12_1,1000,CASTLES-Pro,01,terminal,0.01682875,0.009353
120,20_gdl_1e-12_1,1000,CASTLES-Pro,01,terminal,0.0301089,0.030679
121,20_gdl_1e-12_1,1000,CASTLES-Pro,01,internal,0.00746509,0.020618
122,20_gdl_1e-12_1,1000,CASTLES-Pro,01,internal,0.05743881,0.073463
123,20_gdl_1e-12_1,1000,CASTLES-Pro,01,terminal,0.06298128,0.06098
124,20_gdl_1e-12_1,1000,CASTLES-Pro,01,internal,0.00133221,0.014736
125,20_gdl_1e-12_1,1000,CASTLES-Pro,01,terminal,0.03082297,0.016039
126,20_gdl_1e-12_1,1000,CASTLES-Pro,01,terminal,0.03017272,0.013462
