Dataset,Branch Type,l1/l2
wol,terminal,1.152738261
wol,internal,2.435801256
wol,terminal,27.03023788
wol,terminal,59.54268078
wol,internal,3148.006866
wol,terminal,534.8947719
wol,internal,52.57670688
wol,terminal,1857.711692
wol,internal,142263.6951
wol,terminal,15.78029121
wol,internal,2276.550448
wol,terminal,470.0920839
wol,terminal,83.18501896
wol,internal,160.6827826
wol,terminal,11.96304638
wol,internal,1056.188307
wol,terminal,20.81927956
wol,internal,571.6651633
wol,internal,4.433160216
wol,internal,4.504530363
wol,terminal,2.694002492
wol,internal,4.169078176
wol,internal,1.046042505
wol,internal,4.517128241
wol,internal,3.608253388
wol,terminal,8.745525774
wol,terminal,17.82340285
wol,internal,4.316562991
wol,terminal,0.723233062
wol,internal,4.748240518
wol,terminal,0.739206819
wol,internal,3.245825815
wol,terminal,2.152338261
wol,terminal,1.833021367
wol,internal,2.350140308
wol,terminal,1.914252927
wol,internal,6.255219843
wol,internal,3.894734903
wol,terminal,1.814083325
wol,internal,4.496511848
wol,terminal,0.885506709
wol,terminal,0.528680858
wol,internal,4.214235854
wol,terminal,1.528974319
wol,internal,5.000239904
wol,terminal,1.055123645
wol,internal,3.866443161
wol,internal,3.77891473
wol,terminal,0.473409035
wol,terminal,0.785869782
wol,internal,3.280457205
wol,terminal,1.09604466
wol,internal,3.693096019
wol,terminal,1.460303702
wol,terminal,1.696406912
wol,internal,3.269505928
wol,internal,3.692587843
wol,internal,3.419525311
wol,terminal,1.176318898
wol,internal,4.800732089
wol,terminal,1.188155745
wol,terminal,0.755072638
wol,internal,3.287996268
wol,terminal,1.097562755
wol,internal,19.8396848
wol,terminal,0.221340827
wol,internal,3.388801693
wol,terminal,0.654810444
wol,terminal,0.565356861
wol,internal,2.938234309
wol,internal,3.771461691
wol,internal,4.516250829
wol,internal,1.414384716
wol,terminal,406.2524182
wol,terminal,0
wol,internal,0
wol,terminal,222.4715623
wol,internal,3
wol,terminal,5128.453146
wol,internal,327.9443954
wol,terminal,318.4245144
wol,terminal,8629.575176
wol,internal,554
wol,internal,77.64979902
wol,terminal,8.514309949
wol,internal,20.99075018
wol,terminal,6.368260989
wol,internal,1510.827648
wol,terminal,6.964327169
wol,terminal,6.964327169
wol,internal,11.50430261
wol,terminal,20.89847669
wol,internal,113.9153114
wol,terminal,7971.833166
wol,internal,1867
wol,terminal,7532.30674
wol,internal,8.685696611
wol,terminal,2711.718295
wol,terminal,47951.714
wol,internal,15.47852144
wol,internal,84.17778055
wol,internal,88080.524
wol,terminal,4.253660031
wol,internal,5.343917065
wol,terminal,0
wol,terminal,9.701642165
wol,internal,0
wol,terminal,229.4358895
wol,internal,1.013604984
wol,terminal,220.9920492
wol,internal,94.53526418
wol,terminal,2581.745539
wol,terminal,315.9711771
wol,internal,394829.8382
wol,terminal,59.42983585
wol,internal,8046.051953
wol,terminal,283.920948
wol,internal,370707.8415
wol,internal,22.92542236
wol,terminal,69.61826124
wol,internal,203.3277445
wol,terminal,6.137261061
wol,internal,30.45002266
wol,internal,24.95261419
wol,terminal,4.12349793
wol,internal,3.463340275
wol,terminal,1.855497782
wol,terminal,1.301093773
wol,internal,5.232638111
wol,internal,4.10458346
wol,terminal,3.083211473
wol,terminal,2.002838965
wol,internal,19.75225823
wol,terminal,108.5694351
wol,internal,7.906622958
wol,terminal,9.975458124
wol,internal,6.182695887
wol,terminal,3.330891457
wol,internal,4.157935714
wol,terminal,0.516255891
wol,terminal,8.455889704
wol,internal,3.708890139
wol,internal,5.022710695
wol,terminal,1.295317851
wol,terminal,1.203431869
wol,internal,4.611220989
wol,terminal,0.510094345
wol,internal,4.463471837
wol,internal,7.44861144
wol,internal,4.867242854
wol,terminal,0.16533473
wol,terminal,0.336638493
wol,internal,4.51616571
wol,terminal,1.620258175
wol,internal,1.358381237
wol,terminal,1.601682552
wol,internal,4.785368011
wol,terminal,1.723443701
wol,internal,3.499243501
wol,terminal,1.406010737
wol,internal,6.603530413
wol,terminal,1.322086731
wol,internal,5.143526577
wol,terminal,1.704432924
wol,internal,4.845487219
wol,terminal,0.898125636
wol,terminal,0.849909151
wol,internal,5.100129028
wol,terminal,1.498429903
wol,internal,5.598810672
wol,internal,0.923353037
wol,terminal,1.136561271
wol,internal,9.252069049
wol,terminal,38.87006399
wol,terminal,3.786514882
wol,internal,7.052736343
wol,terminal,0.32096103
wol,internal,4.310191137
wol,terminal,1.366226073
wol,internal,3.429585029
wol,internal,6.257338043
wol,internal,6.69880727
wol,terminal,0.396243178
wol,terminal,0.646149926
wol,internal,5.429625394
wol,terminal,1.261620582
wol,internal,3.235230457
wol,terminal,0.391671752
wol,terminal,0.66936476
wol,internal,3.769095537
wol,terminal,0.298346027
wol,internal,6.879125749
wol,internal,0.743457041
wol,terminal,1.359939326
wol,terminal,0.970494435
wol,internal,4.822598561
wol,terminal,0.554564659
wol,internal,6.592157873
wol,internal,5.773912842
wol,terminal,4.964989276
wol,terminal,7.827964412
wol,internal,4.34677226
wol,internal,5.590329331
wol,terminal,1.282997304
wol,terminal,0.159620333
wol,internal,5.344857013
wol,terminal,0.423916173
wol,internal,4.862851254
wol,terminal,0.54069832
wol,internal,6.10575605
wol,internal,19.97755941
wol,terminal,0.539728311
wol,internal,4.237872021
wol,terminal,1.486610897
wol,internal,4.74223122
wol,terminal,1.898153268
wol,terminal,1.520800704
wol,internal,0.643816172
wol,terminal,0.509126052
wol,internal,8.503896498
wol,terminal,1.122268282
wol,internal,5.895793417
wol,terminal,1.034048236
wol,terminal,1.006720365
wol,internal,3.743083388
wol,internal,1.813843204
wol,internal,5.881893224
wol,terminal,3.339810758
wol,terminal,1.753200679
wol,internal,3.527313252
wol,internal,5.742640128
wol,internal,2.281640421
wol,terminal,1.070123252
wol,terminal,1.053958299
wol,internal,4.893394092
wol,terminal,0.897896231
wol,internal,3.385501324
wol,terminal,1.386459732
wol,internal,2.540997061
wol,terminal,8.949584803
wol,terminal,10.67072275
wol,internal,4.30511503
wol,terminal,1.137637198
wol,internal,4.387934806
wol,internal,3.937486244
wol,terminal,1.523136192
wol,terminal,1.09248672
wol,internal,5.660972444
wol,terminal,1.563968628
wol,internal,4.656707978
wol,internal,4.390682165
wol,terminal,0.900112668
wol,terminal,0.830279749
wol,internal,5.61751561
wol,terminal,0.322255893
wol,internal,26.6935442
wol,terminal,0.183225844
wol,terminal,0.811837764
wol,internal,3.81665145
wol,internal,3.336180877
wol,internal,1.505539806
wol,terminal,4.095106329
wol,terminal,5.645876269
wol,internal,24.99832118
wol,terminal,4.685850889
wol,internal,5.086540683
wol,terminal,0.293282795
wol,internal,6.551522446
wol,terminal,4.144744631
wol,terminal,4.556728475
wol,internal,6.586861174
wol,terminal,0.874514051
wol,internal,4.931809511
wol,internal,4.86341272
wol,terminal,1.067418746
wol,terminal,0.103338428
wol,internal,3.17655439
wol,terminal,1.994544305
wol,internal,1.015207206
wol,terminal,1.312624975
wol,internal,4.232173991
wol,terminal,0.813741449
wol,terminal,1.217876846
wol,internal,4.183884125
wol,internal,5.164974058
wol,internal,3.28302745
wol,internal,3.295846345
wol,internal,1.39467364
wol,terminal,0.137425237
wol,terminal,0.960851795
wol,internal,4.404032394
wol,terminal,1.206760638
wol,internal,4.78786296
wol,terminal,0.891798494
wol,internal,3.320168111
wol,terminal,0.875116732
wol,terminal,0.229614597
wol,internal,3.624925415
wol,internal,3.643526305
wol,terminal,1.861972346
wol,terminal,1.942223457
wol,internal,3.956640453
wol,internal,4.061482059
wol,terminal,1.343479922
wol,terminal,1.052864212
wol,internal,5.422141904
wol,terminal,1.414447003
wol,internal,5.058008854
wol,terminal,0.732000805
wol,terminal,0.450297511
wol,internal,3.978735011
wol,internal,2.931465764
wol,terminal,1.545482125
wol,internal,8.756455779
wol,internal,3.605472279
wol,terminal,2.065489732
wol,internal,5.595487072
wol,terminal,0.377387718
wol,terminal,0.20890201
wol,internal,5.258281573
wol,terminal,0.092260545
wol,internal,4.172741966
wol,terminal,1.390841558
wol,terminal,1.925350022
wol,internal,1.818244521
wol,internal,5.979748401
wol,terminal,1.09108401
wol,internal,4.825148549
wol,internal,5.536598048
wol,terminal,1.73833521
wol,terminal,2.083319025
wol,internal,0.645715514
wol,internal,1.762380858
wol,terminal,0.527236161
wol,terminal,1.370193767
wol,internal,4.508028137
wol,terminal,0.395573211
wol,internal,3.679561298
wol,terminal,1.315160831
wol,internal,3.121256697
wol,terminal,1.504873121
wol,internal,4.581691458
wol,terminal,1.501721833
wol,terminal,1.422960915
wol,internal,3.731370587
wol,terminal,0.04325871
wol,internal,14.63559192
wol,internal,6.916994321
wol,terminal,2.539397505
wol,internal,0.517152596
wol,terminal,2.170320326
wol,internal,1.187902044
wol,internal,18.39000118
wol,terminal,0.36376153
wol,terminal,0.600941692
wol,internal,3.838744919
wol,internal,1.538755722
wol,internal,14.64298246
wol,terminal,1.719073735
wol,internal,10.3720671
wol,terminal,0.197918116
wol,terminal,0.988925197
wol,internal,18.2857342
wol,terminal,1.162671182
wol,internal,25.87571064
wol,terminal,1.145350772
wol,internal,5.992025833
wol,terminal,0.516049026
wol,internal,6.1973647
wol,terminal,0.547612357
wol,terminal,0.446453555
wol,internal,3.758709176
wol,internal,4.617295524
wol,terminal,0.740821457
wol,internal,5.637968647
wol,terminal,0.44872898
wol,terminal,0.744824072
wol,internal,3.771152094
wol,internal,1.324586127
wol,terminal,2.254117455
wol,terminal,1.480917246
wol,internal,5.979254858
wol,terminal,0.433728403
wol,internal,4.846563268
wol,terminal,0.237303381
wol,internal,5.501659157
wol,terminal,0.410997849
wol,terminal,0.590641092
wol,internal,4.691169964
wol,terminal,0.295969434
wol,internal,6.302290462
wol,internal,3.154950845
wol,terminal,0.399331522
wol,terminal,0.664418761
wol,internal,3.185663587
wol,internal,7.84216861
wol,internal,7.60031731
wol,terminal,0.967461206
wol,internal,2.93096207
wol,terminal,0.388603157
wol,terminal,0.257682105
wol,internal,2.393839868
wol,terminal,0.04346922
wol,internal,4.448370239
wol,internal,1.408218001
wol,terminal,1.582119641
wol,terminal,0.957785171
wol,internal,3.334554125
wol,internal,5.038887496
wol,terminal,1.489346379
wol,terminal,0.656334288
wol,internal,5.117440729
wol,terminal,0.315048254
wol,internal,4.610031113
wol,terminal,0.378364664
wol,internal,4.489319982
wol,terminal,1.958678956
wol,terminal,1.326388551
wol,internal,0.526420032
wol,internal,2.462456752
wol,terminal,1.804372349
wol,internal,2.128686289
wol,terminal,0.509619698
wol,terminal,0.114298856
wol,internal,3.233968572
wol,terminal,0.680291868
wol,internal,2.070902125
wol,terminal,0.869916393
wol,internal,5.997923675
wol,internal,5.116313997
wol,terminal,1.108251861
wol,internal,6.539549838
wol,terminal,0.232652094
wol,terminal,0.013719278
wol,internal,3.769925146
wol,terminal,0.641244582
wol,terminal,0.477468996
wol,internal,3.935205586
wol,internal,7.958293181
wol,terminal,0.414887127
wol,internal,10.23866909
wol,terminal,0.219815122
wol,internal,5.346434884
wol,terminal,1.273137341
wol,internal,2.908762551
wol,internal,2.302307988
wol,internal,3.937838515
wol,terminal,2.029193912
wol,terminal,0.971685246
wol,internal,2.20335663
wol,terminal,0.507368192
wol,internal,4.645713204
wol,terminal,0.835371771
wol,internal,4.524279978
wol,terminal,1.044211945
wol,internal,5.928861031
wol,terminal,1.195668041
wol,internal,5.225286247
wol,internal,5.22798202
wol,terminal,1.491108105
wol,internal,5.721510586
wol,terminal,2.614459723
wol,terminal,2.197477438
wol,internal,5.19340162
wol,terminal,0.088444025
wol,internal,4.567499563
wol,terminal,1.969439615
wol,terminal,1.050812377
wol,internal,14.76995102
wol,internal,4.168248026
wol,terminal,0.160851322
wol,terminal,0.284024202
wol,internal,5.703738982
wol,internal,0.671543156
wol,terminal,1.680694422
wol,internal,0.749109957
wol,terminal,0.647471506
wol,internal,8.965591963
wol,terminal,1.024246727
wol,internal,4.038981866
wol,terminal,0.479164456
wol,terminal,0.125484857
wol,internal,5.282588664
wol,terminal,0.34535787
wol,internal,3.856555091
wol,internal,4.573597967
wol,terminal,1.286594375
wol,internal,6.15454527
wol,terminal,0.670204913
wol,internal,4.954313911
wol,terminal,1.279527186
wol,terminal,1.707840673
wol,internal,3.281135969
wol,internal,4.111367183
wol,internal,4.8230337
wol,terminal,1.998051665
wol,internal,3.935392389
wol,terminal,2.132510117
wol,internal,1.338621721
wol,terminal,0.090719995
wol,terminal,0.375994772
wol,internal,4.561028205
wol,terminal,0.653423078
wol,internal,5.124732564
wol,terminal,1.219374126
wol,internal,3.042680841
wol,terminal,0.53940235
wol,terminal,1.218887018
wol,internal,4.395257265
wol,internal,1.699159744
wol,terminal,1.582967884
wol,internal,6.587244943
wol,terminal,1.428913258
wol,internal,5.351826284
wol,terminal,0.471441595
wol,terminal,0.036314371
wol,internal,3.424318167
wol,internal,6.572681259
wol,internal,7.481501289
wol,terminal,0.564962929
wol,terminal,0.681091036
wol,internal,3.986505131
wol,internal,7.460262612
wol,terminal,6.507520033
wol,terminal,4.201896242
wol,internal,1.631194108
wol,terminal,1.624534019
wol,terminal,1.842443309
wol,internal,3.761902191
wol,internal,0.547130584
wol,internal,5.488691988
wol,internal,5.378766291
wol,internal,71.70947992
wol,terminal,7543.527045
wol,terminal,7543.527045
wol,internal,60.02932503
wol,terminal,3.138576545
wol,internal,4.020662384
wol,terminal,175.2797927
wol,internal,11413.89728
wol,terminal,12.34266633
wol,internal,3.551335178
wol,terminal,5.367482955
wol,internal,11.42633418
wol,terminal,10.32345615
wol,internal,2.762114561
wol,terminal,3.786935331
wol,terminal,6.37622517
wol,internal,5.428096875
wol,terminal,0.130452076
wol,internal,5.730281768
wol,terminal,5.828366743
wol,terminal,1.527036698
wol,internal,2.906227905
wol,internal,4.334054562
wol,terminal,0.337500861
wol,terminal,1.003097401
wol,internal,2.298935231
wol,internal,2.718745509
wol,internal,2.665777913
wol,internal,4.608673123
wol,terminal,9.668897813
wol,terminal,17.43185696
wol,internal,56.15871736
wol,terminal,3.075984431
wol,internal,4.854786992
wol,terminal,1.67057681
wol,internal,3.505347288
wol,terminal,0.444313918
wol,internal,3.237614558
wol,terminal,0.754562386
wol,internal,4.394481741
wol,terminal,1.517584351
wol,terminal,1.016772068
wol,internal,3.502630867
wol,terminal,0.235815318
wol,terminal,0.19078425
wol,internal,3.161253039
wol,internal,7.593880671
wol,terminal,0.686141465
wol,internal,4.024957585
wol,internal,0.422308602
wol,internal,7.546028156
wol,terminal,0.29366907
wol,terminal,2.241562026
wol,internal,3.544197652
wol,terminal,2.353691548
wol,internal,8.083295327
wol,terminal,8.247046633
wol,internal,28.8780095
wol,terminal,2.4036585
wol,internal,10.11132838
wol,terminal,2.464168761
wol,internal,2.920956176
wol,terminal,2.112812408
wol,internal,4.859069903
wol,terminal,6.576331939
wol,internal,45.35259621
wol,terminal,4.343775729
wol,internal,19.62280162
wol,terminal,1.313664928
wol,internal,2.472789182
wol,terminal,0.5823169
wol,internal,5.432839132
wol,terminal,1.53901583
wol,internal,4.049714751
wol,terminal,1.746819762
wol,terminal,1.089846862
wol,internal,4.191956073
wol,terminal,1.732311171
wol,internal,7.390083319
wol,internal,4.418649776
wol,terminal,2.688203877
wol,internal,1.602002624
wol,internal,2.544601656
wol,terminal,1.346686766
wol,terminal,7.254945503
wol,internal,4.39936461
wol,terminal,0.218131655
wol,internal,7.984208191
wol,terminal,0.314747199
wol,internal,5.095742393
wol,terminal,1.221118181
wol,internal,3.925308193
wol,terminal,0.180421913
wol,terminal,0.043721072
wol,internal,7.918694534
wol,internal,4.414349896
wol,terminal,0.770479062
wol,terminal,0.81649303
wol,internal,5.206164105
wol,terminal,1.132626157
wol,internal,4.704693189
wol,terminal,0.624771961
wol,terminal,1.03587961
wol,internal,5.007587785
wol,internal,4.027071064
wol,terminal,0.641638902
wol,internal,5.845621992
wol,internal,4.011435081
wol,terminal,0.062491495
wol,terminal,0.784160329
wol,internal,6.117721475
wol,terminal,2.318836527
wol,internal,10.37410708
wol,terminal,0.231341193
wol,terminal,0.34462854
wol,internal,3.658280579
wol,internal,6.993204316
wol,terminal,0.477548369
wol,terminal,0.401780245
wol,internal,8.367945829
wol,internal,2.283838536
wol,terminal,0.634959215
wol,terminal,0.356636279
wol,internal,5.875695328
wol,internal,7.489556131
wol,internal,6.887217696
wol,terminal,0.679586718
wol,terminal,0.677877003
wol,internal,7.147912344
wol,internal,4.276862459
wol,terminal,0.511782974
wol,terminal,0.29673661
wol,internal,7.042006922
wol,terminal,0.004544835
wol,terminal,0.041411657
wol,internal,7.464406883
wol,internal,6.899474296
wol,terminal,0.749819589
wol,terminal,0.94647748
wol,internal,4.913223364
wol,internal,6.270252494
wol,terminal,0.710709228
wol,terminal,0.587210548
wol,internal,3.768294745
wol,terminal,0.726827217
wol,internal,5.1632519
wol,terminal,0.827118971
wol,internal,5.151813764
wol,internal,6.127101315
wol,terminal,0.235225259
wol,terminal,1.394913075
wol,internal,5.11690418
wol,terminal,0.677480944
wol,internal,7.830065898
wol,terminal,0.458068966
wol,terminal,0.301681824
wol,internal,4.217376562
wol,terminal,0.912283564
wol,internal,6.402410082
wol,internal,3.071066917
wol,terminal,0.13999031
wol,terminal,0.318971928
wol,internal,6.370797601
wol,internal,2.030085319
wol,internal,2.178137625
wol,terminal,0.465382078
wol,terminal,0.549964566
wol,internal,4.297067846
wol,internal,0.794846227
wol,internal,5.991407181
wol,terminal,0.949957162
wol,terminal,1.069108366
wol,internal,4.337945973
wol,internal,18.44645748
wol,terminal,2.203222124
wol,terminal,1.212010476
wol,internal,0.416458133
wol,internal,3.246242429
wol,terminal,1.941385734
wol,internal,2.495263728
wol,terminal,0.111347617
wol,terminal,0.011109895
wol,internal,3.338531993
wol,terminal,1.092341391
wol,internal,4.512666058
wol,terminal,0.151010554
wol,terminal,0.023994065
wol,internal,6.847396689
wol,terminal,1.553180034
wol,internal,1.967064456
wol,internal,4.722401071
wol,internal,6.241546981
wol,terminal,1.513631124
wol,terminal,1.993470077
wol,internal,5.281178056
wol,terminal,0.484095364
wol,internal,5.611746151
wol,terminal,1.229186739
wol,internal,3.57594318
wol,terminal,2.308840449
wol,terminal,1.519469466
wol,internal,1.456039679
wol,internal,15.7228333
wol,terminal,0.961562793
wol,internal,3.076429
wol,terminal,0.282334795
wol,terminal,0.271416167
wol,internal,4.326457367
wol,terminal,1.076739682
wol,terminal,1.07483639
wol,internal,6.360889007
wol,internal,5.006968492
wol,internal,3.27200474
wol,terminal,1.239209161
wol,terminal,1.293232188
wol,internal,6.069498271
wol,terminal,0.354904082
wol,internal,5.481961068
wol,terminal,0.736822064
wol,internal,8.051662168
wol,terminal,0.917724751
wol,internal,7.850298942
wol,terminal,1.484030387
wol,internal,0.820128653
wol,internal,6.143817257
wol,terminal,0.695758648
wol,terminal,0.398748641
wol,internal,4.480689685
wol,terminal,0.095065993
wol,terminal,0.359467371
wol,internal,6.489754227
wol,internal,1.563827019
wol,internal,1.881183953
wol,terminal,0.361253873
wol,terminal,0.683903622
wol,internal,6.437695135
wol,internal,6.783992221
wol,internal,6.254463485
wol,terminal,0.662879015
wol,terminal,0.485260285
wol,internal,4.204556022
wol,terminal,2.0352954
wol,terminal,1.580208522
wol,internal,4.91843156
wol,internal,4.04172558
wol,internal,6.062614888
wol,terminal,1.496187218
wol,internal,6.722084539
wol,terminal,0.437209571
wol,terminal,0.6985646
wol,internal,7.325213886
wol,terminal,0.282848151
wol,internal,6.356636339
wol,terminal,0.083227954
wol,terminal,0.154854691
wol,internal,5.417735657
wol,terminal,0.567398638
wol,internal,13.79409629
wol,internal,8.788767597
wol,terminal,1.967515893
wol,terminal,0.592679996
wol,internal,3.186307393
wol,terminal,0.232991559
wol,internal,2.005399197
wol,terminal,0.510401149
wol,internal,4.195627305
wol,internal,3.500553799
wol,terminal,0.657880341
wol,internal,6.984853866
wol,terminal,2.210927385
wol,terminal,3.067455351
wol,internal,9.358415072
wol,terminal,6.231339134
wol,terminal,5.728362794
wol,internal,4.529909199
wol,internal,1.731294837
wol,terminal,0.284679206
wol,internal,9.769832763
wol,internal,5.771635974
wol,terminal,0.748898319
wol,internal,9.026458321
wol,terminal,1.246435798
wol,terminal,0.949721937
wol,internal,3.629611518
wol,internal,0.881072227
wol,terminal,1.146026434
wol,internal,10.76515796
wol,terminal,0.82506714
wol,internal,6.169722969
wol,terminal,0.09340081
wol,terminal,0.196512493
wol,internal,6.163684591
wol,terminal,0.18991847
wol,internal,4.882443227
wol,terminal,0.033619346
wol,internal,4.937013339
wol,terminal,4.597928614
wol,terminal,6.021761293
wol,internal,4.521072935
wol,terminal,0.042795968
wol,internal,5.492352596
wol,terminal,1.464056271
wol,internal,4.626980259
wol,internal,8.846118127
wol,terminal,0.83737027
wol,internal,5.930897147
wol,internal,5.760058052
wol,terminal,0.3725874
wol,terminal,0.367429617
wol,internal,4.651375342
wol,terminal,0.756329602
wol,terminal,0.411254924
wol,internal,6.1749519
wol,internal,3.228413798
wol,internal,6.057109755
wol,terminal,3468.23493
wol,terminal,3479.842142
wol,internal,4.73967224
wol,terminal,0.060451152
wol,internal,4.710235064
wol,terminal,0.519992292
wol,terminal,0.839911976
wol,internal,4.520765827
wol,terminal,0.275038049
wol,internal,6.689976721
wol,internal,4.337777064
wol,terminal,2.534889634
wol,internal,25.13169024
wol,terminal,1.499228439
wol,internal,2.637212449
wol,terminal,0.616542896
wol,terminal,0.671554466
wol,internal,5.178450672
wol,terminal,0.95965314
wol,internal,4.283220743
wol,terminal,0.781582177
wol,internal,5.191718689
wol,internal,3.347085927
wol,terminal,0.15100905
wol,terminal,0.118896738
wol,internal,6.017600915
wol,terminal,0.351360897
wol,internal,5.48966142
wol,internal,12.27112508
wol,terminal,0.862542415
wol,internal,4.075557206
wol,terminal,0.484980349
wol,terminal,1.429700605
wol,internal,1.338827007
wol,terminal,0.172650099
wol,internal,6.199723706
wol,terminal,0.490217799
wol,internal,3.761475355
wol,terminal,0.969734743
wol,terminal,0.841623386
wol,internal,1.070846196
wol,terminal,0.239679948
wol,internal,5.986694882
wol,internal,5.08298871
wol,terminal,0.410230283
wol,terminal,0.146356167
wol,internal,5.306443079
wol,terminal,0.419920237
wol,internal,9.724442484
wol,terminal,0.395628681
wol,terminal,0.57613263
wol,internal,3.938153465
wol,internal,3.079770663
wol,terminal,0.307005368
wol,terminal,0.250128733
wol,internal,7.415401851
wol,internal,4.168326275
wol,internal,4.828335535
wol,internal,9.521628769
wol,terminal,0.405855672
wol,terminal,0.662102608
wol,internal,3.286043531
wol,internal,4.952136466
wol,internal,4.488988156
wol,terminal,1.3300248
wol,internal,13.86983607
wol,internal,2.197977115
wol,terminal,0.289306967
wol,terminal,0.820145309
wol,internal,4.724913353
wol,terminal,0.16582139
wol,internal,5.003681167
wol,terminal,2.236811635
wol,terminal,3.915275116
wol,internal,1.56568333
wol,terminal,6.791501245
wol,internal,4.856352751
wol,internal,3.334513214
wol,terminal,0.679526764
wol,terminal,0.922252648
wol,internal,5.490700195
wol,terminal,1.141993745
wol,internal,2.638340322
wol,internal,8.299603138
wol,terminal,0.812147465
wol,internal,3.256152053
wol,terminal,0.520369685
wol,internal,6.036831895
wol,terminal,0.951883724
wol,internal,5.172081602
wol,terminal,1.368148998
wol,internal,7.88852198
wol,terminal,0.806465021
wol,terminal,0.306653821
wol,internal,4.986686899
wol,terminal,0.590326919
wol,internal,9.647655381
wol,terminal,1.271265149
wol,internal,1.15172789
wol,terminal,0.759703769
wol,terminal,1.120399656
wol,internal,4.82579657
wol,internal,6.468304314
wol,internal,8.963975378
wol,terminal,0.980805295
wol,terminal,1.65142739
wol,internal,1.968674525
wol,terminal,0.294374844
wol,internal,2.843125138
wol,terminal,1.784897991
wol,terminal,1.381146054
wol,internal,2.823706903
wol,internal,3.235574877
wol,internal,1.591471451
wol,terminal,1.074763512
wol,terminal,4.666768365
wol,internal,13.07135208
wol,terminal,18.31685003
wol,internal,3.639283128
wol,terminal,0.095202037
wol,internal,3.327946246
wol,terminal,1.636416409
wol,internal,6.033279553
wol,terminal,1.011093895
wol,terminal,0.724519393
wol,internal,4.058636396
wol,terminal,0.862772828
wol,internal,4.183664871
wol,internal,2.8996446
wol,terminal,2.073455281
wol,internal,5.88238362
wol,terminal,1.0635213
wol,internal,4.902744874
wol,internal,5.102927512
wol,terminal,2.125656698
wol,internal,1.188260856
wol,internal,8.152790748
wol,terminal,1.249120359
wol,internal,18.82644317
wol,terminal,8.036195194
wol,terminal,20.94182303
wol,internal,3.44156326
wol,terminal,1.357211353
wol,internal,0.905833552
wol,terminal,1.182765174
wol,internal,3.010850536
wol,terminal,1.677933834
wol,internal,1.668982113
wol,terminal,1.687722545
wol,internal,0.564724058
wol,terminal,1.111966654
wol,internal,3.990397962
wol,terminal,5.623738484
wol,terminal,1.072988261
wol,internal,9.155179647
wol,terminal,3.355224864
wol,terminal,1.631815105
wol,internal,3.076954727
wol,internal,3.586901898
wol,internal,3.696166975
wol,terminal,1.703169117
wol,internal,3.154518613
wol,internal,5.473397584
wol,terminal,0.212770404
wol,terminal,0.619677719
wol,internal,5.856064899
wol,terminal,0.255613997
wol,terminal,0.31560787
wol,internal,9.063921176
wol,internal,3.61344208
wol,terminal,0.848668172
wol,internal,4.417478269
wol,terminal,0.118982388
wol,terminal,0.100634552
wol,internal,3.754228435
wol,terminal,0.483748355
wol,internal,7.366323622
wol,internal,6.818327499
wol,terminal,9.452344888
wol,terminal,6.703449818
wol,internal,3.663884227
wol,internal,4.090581154
wol,terminal,1.230785037
wol,internal,4.405621197
wol,terminal,1.844597293
wol,terminal,1.704475084
wol,internal,4.910300582
wol,terminal,1.207209356
wol,internal,3.591034557
wol,internal,8.863746268
wol,terminal,2.263055871
wol,terminal,1.196662856
wol,internal,13.05884332
wol,terminal,0.732357488
wol,internal,8.370220466
wol,internal,3.83248218
wol,terminal,0.603845978
wol,terminal,0.429362773
wol,internal,3.838344883
wol,terminal,0.198358084
wol,internal,3.916313272
wol,terminal,0.849660698
wol,internal,5.495121521
wol,terminal,1.120316889
wol,terminal,1.166484971
wol,internal,2.23439304
wol,internal,11.8012042
wol,terminal,0.647314606
wol,terminal,0.802648911
wol,internal,4.431265341
wol,internal,5.783693978
wol,internal,5.800752817
wol,internal,7.472486954
wol,terminal,3.999043263
wol,terminal,20.64710722
wol,internal,2.983858733
wol,terminal,5.546015535
wol,internal,3.738603626
wol,terminal,2.900179268
wol,internal,4.979322028
wol,terminal,0.129278932
wol,terminal,0.386966079
wol,internal,4.350873584
wol,internal,4.251651952
wol,terminal,0.97884508
wol,terminal,0.028792216
wol,internal,4.667916838
wol,terminal,0.660891493
wol,internal,4.023159705
wol,terminal,0.894899156
wol,internal,3.28759542
wol,internal,4.59373029
wol,terminal,1.133004732
wol,internal,4.421798543
wol,terminal,2.132146908
wol,terminal,1.755331923
wol,internal,13.20863791
wol,terminal,0.698777608
wol,internal,3.529242723
wol,terminal,1.011448616
wol,internal,3.610516471
wol,terminal,0.309213589
wol,internal,6.08758771
wol,terminal,2.48760635
wol,terminal,2.681871078
wol,internal,4.96652653
wol,internal,4.529526341
wol,terminal,0.166486612
wol,terminal,0.312660758
wol,internal,3.937609853
wol,internal,4.309004356
wol,internal,4.237479544
wol,terminal,1.569662482
wol,terminal,1.43987027
wol,internal,3.472910671
wol,terminal,1.144443136
wol,internal,7.97001059
wol,terminal,2.48192238
wol,terminal,1.320945359
wol,internal,0.602908927
wol,internal,5.232788266
wol,terminal,0.414258373
wol,terminal,0.43736687
wol,internal,4.342979069
wol,internal,4.985350511
wol,internal,4.326833122
wol,terminal,1.890632733
wol,internal,5.285315732
wol,terminal,2.039574991
wol,terminal,2.594966031
wol,internal,3.452892737
wol,terminal,4.525648495
wol,internal,7.688888093
wol,terminal,1.677312931
