Dataset,Branch Type,l1/l2
wol,internal,5.532575695
wol,terminal,8.557324044
wol,terminal,127.2189223
wol,internal,196.1078408
wol,terminal,9.18262541
wol,internal,36.73369744
wol,terminal,7.597792601
wol,internal,3.078344396
wol,terminal,0.653674173
wol,internal,3.970254841
wol,terminal,1.275252038
wol,internal,4.188839356
wol,internal,1.18651409
wol,internal,3.438527519
wol,terminal,1.249993253
wol,terminal,0.181639992
wol,internal,5.81565207
wol,terminal,0.85887193
wol,internal,4.069154581
wol,terminal,0.34480254
wol,internal,17.22594012
wol,terminal,0.390624748
wol,internal,5.467189848
wol,terminal,0.394058991
wol,internal,5.325910252
wol,terminal,1.048279804
wol,internal,0.770778209
wol,terminal,17.63589364
wol,terminal,44.75359445
wol,internal,99.40253082
wol,terminal,2.395999308
wol,internal,29.764142
wol,terminal,2.988824912
wol,internal,16.70434121
wol,terminal,1.433153613
wol,internal,3.827986617
wol,terminal,0.408696691
wol,internal,5.375118056
wol,terminal,1.809901168
wol,internal,4.24692208
wol,internal,6.279793065
wol,terminal,1.345494649
wol,internal,5.159443782
wol,terminal,9.542864471
wol,terminal,25.78510215
wol,internal,29.72721567
wol,terminal,2.740767678
wol,internal,3.003390607
wol,internal,5.167308044
wol,terminal,24.61404946
wol,terminal,62.17550668
wol,internal,3.033534432
wol,internal,1.184357901
wol,terminal,1.820632503
wol,terminal,2.032071207
wol,internal,3.035597809
wol,internal,2.193450987
wol,terminal,0.539337359
wol,terminal,0.072586926
wol,internal,2.922033586
wol,internal,7.326678958
wol,terminal,1.580523498
wol,terminal,0.335404563
wol,internal,6.760203418
wol,terminal,0.496969118
wol,internal,4.286683648
wol,terminal,0.509955427
wol,internal,4.007758975
wol,internal,4.841599614
wol,terminal,3.570840384
wol,terminal,3.630184707
wol,internal,4.174322841
wol,terminal,0.583374195
wol,internal,4.996524952
wol,terminal,0.927224703
wol,internal,4.139113565
wol,internal,8.557894674
wol,terminal,1.416469594
wol,terminal,0.899010898
wol,internal,4.512869903
wol,terminal,0.386809877
wol,terminal,0.578184888
wol,internal,4.446388885
wol,internal,5.843147701
wol,terminal,0.086058639
wol,internal,18.44195345
wol,terminal,1.465086272
wol,internal,4.199654613
wol,terminal,0.670070512
wol,internal,4.110552154
wol,terminal,6.243525954
wol,terminal,11.19334771
wol,internal,9.912490965
wol,terminal,4.06200173
wol,internal,16.77692745
wol,terminal,8.510708201
wol,internal,3.456158288
wol,terminal,0.177556475
wol,internal,3.857097401
wol,terminal,2.023200972
wol,internal,3.2156355
wol,internal,3.567111133
wol,internal,5.60899716
wol,terminal,18.08318174
wol,terminal,41.20785641
wol,internal,19.89056565
wol,terminal,106.1971318
wol,internal,143.1050943
wol,terminal,5.480611398
wol,terminal,7.295770566
wol,internal,24.15950578
wol,internal,19.41225791
wol,terminal,5.469063711
wol,internal,3.772563063
wol,terminal,0.924933892
wol,terminal,1.715723748
wol,internal,4.969685382
wol,internal,3.884228533
wol,terminal,1.311923523
wol,internal,11.07781634
wol,terminal,2.341232345
wol,terminal,1.961513932
wol,internal,11.9747752
wol,terminal,2.309618688
wol,internal,6.029725462
wol,terminal,12.33872964
wol,terminal,5.625183876
wol,internal,9.162183465
wol,internal,7.624304496
wol,terminal,0.453074915
wol,internal,1.192570918
wol,terminal,0.631314036
wol,internal,3.30165607
wol,internal,6.129000436
wol,terminal,81.4635433
wol,terminal,166.6111434
wol,internal,71.03896938
wol,terminal,9.087561594
wol,internal,43.98017832
wol,terminal,12.57495658
wol,internal,6.983016365
wol,terminal,0.675919386
wol,internal,4.995685763
wol,terminal,3.640826809
wol,terminal,3.590894796
wol,internal,3.391522292
wol,internal,1.392227251
wol,internal,3.954018383
wol,internal,3.672894276
wol,terminal,0.813815816
wol,terminal,1.430716812
wol,internal,4.128296395
wol,terminal,0.915754151
wol,internal,3.957054865
wol,internal,2.7116943
wol,internal,2.856422492
wol,terminal,2.232513178
wol,terminal,4.699320837
wol,internal,52.41309701
wol,terminal,10.06573643
wol,internal,45.46214131
wol,terminal,7.500340906
wol,internal,33.06738335
wol,terminal,1.687118335
wol,internal,2.808569199
wol,terminal,34.35373638
wol,terminal,3.188463679
wol,internal,22.36924
wol,internal,4.902051644
wol,terminal,5.075787825
wol,internal,2.948941268
wol,terminal,0.973462585
wol,internal,2.17610355
wol,internal,21.79326715
wol,terminal,4.421550289
wol,terminal,3.936566161
wol,internal,2.898312162
wol,terminal,0.600896606
wol,terminal,0.128007661
wol,internal,2.822898533
wol,internal,5.37292195
wol,terminal,2.299418032
wol,internal,0.63218428
wol,internal,4.569733616
wol,terminal,393.0015775
wol,terminal,127.1898257
wol,internal,746.8616928
wol,terminal,284.2736713
wol,internal,54.73804235
wol,terminal,8.689603381
wol,internal,69.05219088
wol,terminal,1.165382807
wol,internal,17.63726341
wol,terminal,2.332515981
wol,internal,2.502585437
wol,terminal,476.1353831
wol,terminal,905882.2031
wol,internal,997.8625755
wol,terminal,1812.556007
wol,terminal,358.411153
wol,internal,958.6189478
wol,internal,3.159498713
wol,internal,3.235075951
wol,terminal,0.299719411
wol,terminal,0.321847841
wol,internal,3.309053837
wol,terminal,1.556480261
wol,internal,2.100508641
wol,terminal,1.07677513
wol,internal,3.33556662
wol,terminal,1.241743636
wol,internal,0.516955131
wol,terminal,1.082230111
wol,internal,3.713290221
wol,terminal,0.265630799
wol,internal,12.20787993
wol,internal,0.36751825
wol,terminal,7.271793982
wol,terminal,9.170601299
wol,internal,4.1860074
wol,terminal,0.874620525
wol,internal,0.969830435
wol,terminal,6.224389025
wol,terminal,15.45056486
wol,internal,13.39255323
wol,terminal,3.748827568
wol,internal,3.995363434
wol,internal,5.289356399
wol,terminal,0.459931472
wol,internal,4.794978568
wol,internal,0.743376051
wol,terminal,1.455361827
wol,terminal,2.974399151
wol,internal,7.505850808
wol,terminal,0.597649825
wol,internal,3.430087643
wol,terminal,8.841064521
wol,terminal,2.033475734
wol,internal,5.058902075
wol,terminal,2.963995231
wol,internal,2.871606709
wol,internal,1.651731369
wol,terminal,0.715505166
wol,internal,3.85667522
wol,terminal,0.486746822
wol,internal,3.38118816
wol,terminal,11.90675229
wol,terminal,41.91935868
wol,internal,2.98907981
wol,terminal,0.680273855
wol,internal,3.179618545
wol,internal,1.105348637
wol,terminal,1.093925411
wol,internal,3.500707542
wol,terminal,0.852523895
wol,internal,4.206598008
wol,internal,4.081255011
wol,terminal,1.747534426
wol,terminal,1.896012176
wol,internal,3.552872884
wol,internal,4.880596652
wol,terminal,0.203605821
wol,terminal,0.266762321
wol,internal,4.31054091
wol,terminal,0.398974805
wol,internal,5.700138264
wol,terminal,0.660495382
wol,terminal,0.383545602
wol,internal,6.56114144
wol,internal,4.006535713
wol,terminal,1.052183031
wol,terminal,1.153362898
wol,internal,3.563652806
wol,internal,4.155042498
wol,terminal,1.016243762
wol,internal,5.925832452
wol,terminal,0.422021862
wol,terminal,0.514162292
wol,internal,3.342971384
wol,terminal,0.546173624
wol,internal,3.606302436
wol,terminal,1.552380142
wol,internal,3.873400884
wol,internal,3.685871164
wol,terminal,0.908537571
wol,terminal,0.88057955
wol,internal,4.061897382
wol,terminal,0.555671774
wol,internal,3.312767502
wol,terminal,0.871966125
wol,internal,3.913641711
wol,terminal,0.30442047
wol,terminal,0.300169568
wol,internal,5.401214739
wol,internal,1.851522054
wol,terminal,0.113107977
wol,terminal,0.10381789
wol,internal,4.325610405
wol,internal,4.076182361
wol,terminal,1.649333045
wol,internal,0.770919215
wol,terminal,0.865716813
wol,terminal,0.907727493
wol,internal,3.498853998
wol,internal,17.99501951
wol,terminal,1.18427037
wol,internal,4.910079732
wol,internal,10.0862546
wol,terminal,9.635537717
wol,terminal,10.81264169
wol,internal,2.599518351
wol,internal,11.49630116
wol,terminal,2.703460428
wol,internal,1.626274807
wol,internal,0.784096869
wol,internal,4.729050753
wol,terminal,0.809389116
wol,terminal,1.083330728
wol,internal,3.858104659
wol,terminal,0.289778985
wol,internal,5.224094011
wol,terminal,1.558857137
wol,terminal,0.728719317
wol,internal,3.672807706
wol,internal,4.017305056
wol,terminal,1.509327713
wol,internal,5.040263524
wol,terminal,1.173626953
wol,internal,5.257004042
wol,terminal,1.592735418
wol,terminal,2.030363969
wol,internal,3.274791554
wol,terminal,0.753410445
wol,internal,3.471369415
wol,terminal,0.973627997
wol,internal,3.677497084
wol,internal,3.798396143
wol,terminal,1.586791231
wol,terminal,2.081804463
wol,internal,1.275967334
wol,terminal,1.26224509
wol,internal,7.114494281
wol,terminal,1.638498145
wol,internal,3.274966586
wol,terminal,0.413306257
wol,terminal,0.494182101
wol,internal,3.420180709
wol,internal,3.216520521
wol,internal,4.648389506
wol,terminal,3.342911958
wol,terminal,2.959194831
wol,internal,9.205573753
wol,terminal,3.148384791
wol,internal,11.06483112
wol,terminal,0.040509822
wol,internal,5.051909833
wol,terminal,1.018167988
wol,internal,4.226907498
wol,internal,4.66238366
wol,terminal,1.724662499
wol,terminal,1.706933625
wol,internal,1.589445946
wol,terminal,1.033642619
wol,internal,3.690960191
wol,internal,7.279143047
wol,terminal,0.451021845
wol,terminal,0.576632671
wol,internal,10.96981191
wol,terminal,0.605142457
wol,internal,4.425734035
wol,internal,1.267269212
wol,terminal,2.171656811
wol,terminal,18.91493308
wol,internal,29.48532014
wol,terminal,1.78736096
wol,internal,26.58461445
wol,terminal,2.048464998
wol,terminal,5.949421228
wol,internal,18.19419699
wol,internal,21.63607983
wol,terminal,1.791657025
wol,terminal,2.867499938
wol,internal,5.478685985
wol,internal,7.164589402
wol,terminal,0.628788559
wol,internal,6.421428374
wol,terminal,0.218491284
wol,terminal,1.00927318
wol,internal,5.312535544
wol,terminal,3.533239199
wol,internal,6.14211241
wol,internal,3.797998305
wol,internal,8.12706185
wol,terminal,3.656804035
wol,terminal,4.047696785
wol,internal,9.498333981
wol,terminal,4.1762936
wol,internal,7.109947384
wol,terminal,0.250526185
wol,terminal,1.472213484
wol,internal,7.878179248
wol,internal,3.151344854
wol,internal,5.973513257
wol,terminal,1.151988188
wol,terminal,1.337702336
wol,internal,2.117361045
wol,terminal,0.631792679
wol,internal,3.567881201
wol,terminal,0.085296276
wol,terminal,1.468548846
wol,internal,2.728085924
wol,internal,4.559506107
wol,terminal,1.440376815
wol,internal,4.701559622
wol,internal,5.363942817
wol,terminal,1.859491804
wol,internal,12.50069857
wol,terminal,0.388205096
wol,terminal,0.803541889
wol,internal,3.185703627
wol,internal,6.533787532
wol,terminal,1.066737493
wol,terminal,1.002283656
wol,internal,0.855321291
wol,terminal,2.40770148
wol,internal,1.573420385
wol,internal,2.569995645
wol,terminal,2.035964059
wol,terminal,10.81358291
wol,internal,27.84366689
wol,terminal,0.78640082
wol,internal,4.036880558
wol,terminal,0.05428215
wol,internal,3.320049805
wol,terminal,1.298435612
wol,terminal,1.554877953
wol,internal,4.503034103
wol,terminal,0.020791107
wol,internal,4.707427717
wol,internal,3.247900178
wol,terminal,0.632195486
wol,internal,4.409682891
wol,terminal,2.09232425
wol,internal,1.273457395
wol,internal,4.291637979
wol,internal,2.60720615
wol,internal,3.549381571
wol,terminal,12.17057287
wol,terminal,65.68481873
wol,internal,71.72144124
wol,terminal,5.941789589
wol,internal,7.24901712
wol,terminal,36.37356671
wol,internal,93.05724522
wol,terminal,10.74271411
wol,internal,9.200167754
wol,terminal,9.106412616
wol,internal,26.18442273
wol,terminal,4.627680447
wol,internal,32.00034622
wol,terminal,2.467176468
wol,internal,5.66713109
wol,terminal,2.243789779
wol,internal,15.03317031
wol,terminal,1.840456851
wol,internal,6.416484297
wol,terminal,5.345958408
wol,terminal,3.11808238
wol,internal,26.41254014
wol,terminal,2.256215461
wol,internal,5.841956795
wol,internal,4.827100145
wol,terminal,0.356168031
wol,terminal,2.206432998
wol,internal,2.448506051
wol,terminal,3.707353396
wol,internal,20.70003374
wol,terminal,1.849486004
wol,internal,2.838987699
wol,terminal,3.224598565
wol,internal,4.322713359
wol,internal,4.624479252
wol,terminal,0.884172707
wol,internal,4.438579814
wol,terminal,2.687475707
wol,internal,2.291867882
wol,internal,6.030242087
wol,terminal,25.86870209
wol,terminal,7.308163629
wol,internal,19197.93603
wol,terminal,5.009131702
wol,internal,10.53013302
wol,terminal,2.919656129
wol,internal,4.119994245
wol,terminal,1.03491991
wol,internal,18.92724916
wol,terminal,12.32763346
wol,terminal,1.969628158
wol,internal,16.18009067
wol,terminal,1.806948206
wol,internal,3.250379813
wol,internal,3.246541604
wol,terminal,5343.960381
wol,terminal,5343.960381
wol,internal,16.47364946
wol,terminal,5.44587257
wol,internal,4.530596133
wol,internal,4.032734712
wol,terminal,0.649420242
wol,terminal,0.420908153
wol,internal,3.792349333
wol,terminal,0.51420853
wol,terminal,0.705456839
wol,internal,5.282721331
wol,internal,6.24461819
wol,internal,0.907517682
wol,terminal,0.444824918
wol,internal,2.912918755
wol,terminal,0.702065526
wol,internal,3.495531292
wol,terminal,5.864224158
wol,terminal,4.338294206
wol,internal,39.8239193
wol,terminal,3.103991947
wol,internal,11.82729153
wol,terminal,4.591660784
wol,internal,95.87540415
wol,terminal,2.332977372
wol,internal,6.686937342
wol,terminal,393.7609831
wol,terminal,68.98595021
wol,internal,1719.219635
wol,terminal,3.43711503
wol,internal,5.160309345
wol,internal,5.524610638
wol,terminal,0.396746842
wol,internal,5.074198379
wol,terminal,0.38504381
wol,internal,3.289538662
wol,internal,3.800373299
wol,terminal,1.512870543
wol,internal,3.938563623
wol,terminal,1.369889068
wol,terminal,1.037326836
wol,internal,2.852002908
wol,terminal,1.290661936
wol,internal,10.16973171
wol,terminal,0.46099095
wol,internal,5.282801149
wol,terminal,1.006505785
wol,internal,3.264652174
wol,terminal,1.279174843
wol,internal,3.576710268
wol,terminal,1.936611049
wol,internal,1.987190603
wol,internal,1.545514399
wol,terminal,1.555999248
wol,internal,2.989104216
wol,terminal,0.547230881
wol,terminal,0.263465529
wol,internal,3.502594488
wol,terminal,0.720355426
wol,internal,3.448833873
wol,terminal,0.929694189
wol,terminal,0.552051233
wol,internal,3.012846971
wol,internal,3.658860513
wol,terminal,1.278029166
wol,terminal,1.051356869
wol,internal,2.617733185
wol,terminal,0.130106316
wol,internal,6.79173793
wol,internal,2.648022652
wol,internal,3.463835562
wol,terminal,1.67481414
wol,internal,4.531023885
wol,terminal,4.719301016
wol,terminal,7.771051886
wol,internal,4.31070991
wol,terminal,0.643259713
wol,internal,4.651400151
wol,terminal,1.963873021
wol,terminal,1.581567826
wol,internal,8.814521124
wol,internal,4.886742417
wol,terminal,0.055083375
wol,internal,3.981980436
wol,terminal,2.0176238
wol,terminal,1.397349246
wol,internal,0.439882873
wol,internal,2.715650925
wol,terminal,1.833785069
wol,terminal,1.29844138
wol,internal,1.742746617
wol,terminal,0.397227955
wol,internal,2.293781302
wol,internal,2.093690041
wol,terminal,1.361406029
wol,terminal,1.45545792
wol,internal,2.432342234
wol,terminal,1.29638536
wol,terminal,1.161066602
wol,internal,3.315203258
wol,internal,3.24078382
wol,terminal,1.096752183
wol,terminal,0.356891383
wol,internal,4.856423494
wol,terminal,0.755506723
wol,internal,3.002422783
wol,internal,1.501256648
wol,terminal,1.531638967
wol,terminal,1.777846932
wol,internal,0.43920694
wol,terminal,1.107548501
wol,internal,2.866381197
wol,internal,3.835794596
wol,internal,2.93574546
wol,terminal,0.039130039
wol,terminal,1.089082719
wol,internal,5.826867256
wol,terminal,0.299664244
wol,internal,6.520667923
wol,terminal,0.394433869
wol,terminal,0.917170396
wol,internal,2.670651863
wol,internal,2.952176853
wol,terminal,1.230627897
wol,terminal,4.329375176
wol,internal,2.467242203
wol,terminal,7.069331936
wol,internal,3.621132191
wol,internal,3.539115149
wol,terminal,0.755022897
wol,internal,4.332506751
wol,internal,3.936642283
wol,internal,4.836511218
wol,terminal,13.391328
wol,terminal,9.641999477
wol,internal,49.36403115
wol,terminal,4.084890374
wol,internal,12.44001736
wol,terminal,0.598122502
wol,internal,8.843101232
wol,terminal,1.075755681
wol,internal,3.300718008
wol,terminal,0.203238057
wol,internal,3.73125038
wol,terminal,0.699488458
wol,terminal,1.216505667
wol,internal,3.674496788
wol,internal,2.438690342
wol,terminal,0.878273802
wol,terminal,0.856775087
wol,internal,2.454695844
wol,terminal,1.639847656
wol,internal,3.489880349
wol,terminal,1.86057534
wol,internal,1.622246738
wol,terminal,1.670784117
wol,internal,2.472958476
wol,internal,2.175528646
wol,terminal,2.054106512
wol,terminal,1.654461669
wol,internal,2.853017445
wol,terminal,1.275562476
wol,internal,3.436299437
wol,terminal,1.700300993
wol,internal,2.414184021
wol,internal,2.041994859
wol,terminal,0.917537626
wol,terminal,0.831162903
wol,internal,2.583396207
wol,internal,0.336719913
wol,terminal,1.126395943
wol,terminal,0.408935222
wol,internal,3.701615663
wol,terminal,1.153104445
wol,internal,2.342611319
wol,terminal,1.717621562
wol,internal,0.791522141
wol,terminal,1.466671493
wol,internal,3.176732118
wol,terminal,0.768758111
wol,internal,3.42450206
wol,internal,0.847198376
wol,terminal,1.477140374
wol,internal,2.624441126
wol,terminal,1.228079131
wol,terminal,0.937943216
wol,internal,3.878476756
wol,terminal,1.942801017
wol,internal,1.471680017
wol,terminal,1.264631213
wol,terminal,1.703826035
wol,internal,4.217777293
wol,internal,2.846233828
wol,terminal,1.417782033
wol,internal,4.387124016
wol,internal,3.400125865
wol,internal,3.288263363
wol,terminal,0.848070262
wol,terminal,0.294339803
wol,internal,7.097342912
wol,terminal,0.244793487
wol,internal,2.998510371
wol,internal,1.323395654
wol,terminal,0.248812137
wol,terminal,0.422767638
wol,internal,3.755265675
wol,terminal,1.288402773
wol,internal,2.311743014
wol,terminal,1.105148396
wol,internal,2.829842864
wol,terminal,1.144287029
wol,internal,3.572782655
wol,internal,2.331659997
wol,terminal,1.249831811
wol,terminal,1.395442679
wol,internal,2.470548201
wol,terminal,1.93290445
wol,internal,2.260798281
wol,terminal,436.382067
wol,terminal,8128.530527
wol,internal,2.650276054
wol,internal,3.101262901
wol,terminal,1.528315235
wol,internal,1.960909022
wol,terminal,1.647358292
wol,internal,2.966733785
wol,terminal,0.169929732
wol,terminal,0.310807665
wol,internal,2.732955927
wol,terminal,0.858176597
wol,internal,3.173725668
wol,terminal,0.999959894
wol,terminal,1.079965567
wol,internal,2.611623521
wol,internal,2.741375884
wol,internal,3.594983027
wol,terminal,0.039789563
wol,terminal,0.362821105
wol,internal,3.140385635
wol,terminal,2.270323099
wol,terminal,1.27709795
wol,internal,2.007431074
wol,internal,3.095858506
wol,internal,4.147480137
wol,terminal,52.86902853
wol,terminal,119.5265963
wol,internal,17.93605683
wol,terminal,3.630329593
wol,internal,10.23879589
wol,terminal,22.303996
wol,internal,55.52197542
wol,terminal,3.79279953
wol,internal,1.505689065
wol,terminal,4.665382064
wol,internal,10607.89961
wol,terminal,5.418087719
wol,internal,6.930349045
wol,terminal,2.514206555
wol,internal,2.355440761
wol,internal,1.183109272
wol,terminal,2.144688454
wol,internal,2.101721579
wol,internal,2.366590135
wol,terminal,2.835659034
wol,terminal,2.105726497
wol,internal,0.340277161
wol,terminal,1.664511615
wol,internal,2.386168357
wol,terminal,0.931593723
wol,terminal,0.931233511
wol,internal,3.912290467
wol,terminal,1.463603556
wol,internal,4.333700248
wol,internal,3.104944288
wol,terminal,1.196768831
wol,internal,5.70474944
wol,terminal,1.944830044
wol,terminal,1.779533375
wol,internal,1.145414629
wol,internal,1.394325283
wol,internal,11.8409696
wol,terminal,1.709299349
wol,terminal,1.397437021
wol,internal,2.808539717
wol,terminal,0.611706761
wol,internal,16.27946532
wol,terminal,1.051292426
wol,internal,2.473707013
wol,terminal,1.627815126
wol,internal,1.267175984
wol,terminal,1.482087984
wol,internal,2.239760537
wol,terminal,41.3448787
wol,terminal,1.545477302
wol,internal,0.103361041
wol,terminal,11.09793037
wol,internal,2.206438976
wol,terminal,1.479332699
wol,internal,2.55335316
wol,internal,2.302146485
wol,terminal,1.741060769
wol,internal,4.578081046
wol,terminal,0.82398675
wol,terminal,1.017237165
wol,internal,2.646580116
wol,terminal,1.313327399
wol,internal,1.405789553
wol,terminal,1.699760532
wol,internal,0.421864713
wol,internal,0.575069537
wol,terminal,0.600640102
wol,terminal,0.725484032
wol,internal,5.161619135
wol,terminal,1.176751658
wol,internal,3.195504005
wol,terminal,1.67112429
wol,internal,1.9744964
wol,terminal,74.94713853
wol,terminal,24.41331654
wol,internal,2.203187597
wol,internal,3.27574062
wol,internal,2.770979456
wol,internal,1.667199851
wol,internal,2.989094056
wol,terminal,3.993558584
wol,terminal,8.674814911
wol,internal,64.23218518
wol,terminal,14.36576986
wol,internal,3.196892241
wol,terminal,0.040966637
wol,terminal,0.623432584
wol,internal,11.78810045
wol,internal,3.522683852
wol,terminal,0.132960218
wol,terminal,0.956422137
wol,internal,4.159963948
wol,terminal,0.532068324
wol,internal,1.540812458
wol,terminal,0.665919519
wol,internal,4.017004409
wol,terminal,1.793210825
wol,internal,2.686927308
wol,internal,2.54518943
wol,terminal,20.77294974
wol,terminal,9.701663691
wol,internal,3.498378343
wol,internal,1.597092126
wol,terminal,1.461219916
wol,terminal,0.265762239
wol,internal,3.845062919
wol,terminal,0.623116074
wol,internal,8.707612303
wol,terminal,0.879362881
wol,internal,5.936059137
wol,terminal,0.476131386
wol,internal,6.122709794
wol,terminal,1.127390267
wol,internal,6.439114066
wol,internal,1.674407535
wol,terminal,0.616523164
wol,terminal,0.39976888
wol,internal,5.124210762
wol,terminal,0.797911078
wol,internal,6.776064026
wol,terminal,0.949952386
wol,internal,7.211688084
wol,terminal,1.001212067
wol,internal,2.994413091
wol,internal,3.259860956
wol,terminal,1.752824443
wol,internal,4.366172999
wol,terminal,1284.144548
wol,terminal,1284.144548
wol,internal,5.269962302
wol,terminal,5.709612543
wol,internal,9.529736116
wol,terminal,0.083964741
wol,internal,5.036051013
wol,terminal,0.41192172
wol,terminal,0.171939683
wol,internal,4.595857642
wol,internal,5.24310684
wol,terminal,0.704506016
wol,internal,4.706043426
wol,terminal,0.834622818
wol,terminal,0.622781271
wol,internal,0.605768029
wol,internal,4.648278779
wol,terminal,0.081864656
wol,terminal,0.683263854
wol,internal,5.109605229
wol,internal,3.044493288
wol,terminal,0.342099239
wol,terminal,0.424017744
wol,internal,2.63259012
wol,terminal,0.362568815
wol,internal,3.287537486
wol,terminal,0.201371337
wol,terminal,0.145152689
wol,internal,4.416881975
wol,internal,3.136837401
wol,terminal,0.230117326
wol,internal,5.583109633
wol,terminal,0.199559072
wol,terminal,0.579945758
wol,internal,3.159044271
wol,internal,4.627119467
wol,internal,3.618295465
wol,internal,4.718405983
wol,terminal,0.47199564
wol,internal,6.776466013
wol,terminal,0.591222804
wol,terminal,1.198613196
wol,internal,3.582112171
wol,terminal,1.605687727
wol,internal,1.82708562
wol,internal,6.810839269
wol,terminal,1.062706057
wol,terminal,1.13865925
wol,internal,3.135927237
wol,terminal,0.283225489
wol,internal,13.25038332
wol,terminal,0.790142046
wol,internal,5.240177112
wol,internal,1.324102806
wol,terminal,3.859259936
wol,terminal,1.927054269
wol,internal,5.000674344
wol,terminal,4.738333197
wol,internal,3.76875268
wol,terminal,0.746577734
wol,internal,5.785352593
wol,internal,12.48173783
wol,terminal,1.211064116
wol,internal,4.884607194
wol,terminal,15.74630596
wol,terminal,6.626413755
wol,internal,6.158233956
wol,terminal,0.507472173
wol,internal,4.528918322
wol,terminal,0.420146734
wol,terminal,0.55154524
wol,internal,4.186728424
wol,internal,5.486615108
wol,terminal,0.810772467
wol,internal,4.939504404
wol,terminal,0.318632044
wol,internal,11.32627005
wol,internal,2.065938251
wol,terminal,12.98814555
wol,terminal,29.89885617
wol,internal,24.14666826
wol,terminal,1.141418032
wol,internal,12.90997235
wol,terminal,1.934754062
wol,terminal,7.101781296
wol,internal,1.424396955
wol,internal,2.867666541
wol,terminal,9.501964193
wol,internal,7.073103985
wol,terminal,24.4937463
wol,terminal,5.157004293
wol,internal,4.447575784
wol,internal,3.86465839
wol,terminal,1.361532186
wol,terminal,0.752118719
wol,internal,2.286892389
wol,internal,2.899589023
wol,terminal,19.34318678
wol,terminal,16.7982863
wol,internal,3.098445741
wol,internal,4.52731594
wol,terminal,5.558243177
wol,terminal,4.732705116
wol,internal,3.366850759
wol,terminal,1.94447509
wol,internal,0.601344388
wol,internal,1.794719622
wol,terminal,0.702615017
wol,terminal,0.449489765
wol,internal,4.366552968
wol,internal,3.487950243
wol,internal,4.14020342
wol,terminal,20.01129775
wol,terminal,11.9932547
wol,internal,3.858195464
wol,terminal,1.040500798
wol,internal,3.740235504
wol,terminal,1.167866734
wol,terminal,1.208018288
wol,internal,3.464731983
wol,internal,0.979556316
wol,terminal,1.420249344
wol,internal,3.957033811
wol,internal,3.341537678
wol,terminal,3810.688891
wol,terminal,16.17637705
wol,internal,12.38574892
wol,terminal,14.60456845
wol,internal,3.059281263
wol,terminal,4.505777057
wol,terminal,6.671346283
wol,internal,3.681787337
wol,internal,0.425922515
wol,internal,3.888613838
wol,terminal,21.1020859
wol,terminal,67.96254166
wol,internal,26.15682918
wol,terminal,3.039383819
wol,internal,13.48469313
wol,terminal,2.058066793
wol,terminal,4.190199248
wol,internal,4.350629913
wol,internal,5.654540486
wol,terminal,7.119404192
wol,terminal,1.999668434
wol,internal,4.749159124
wol,internal,8.533467986
wol,terminal,7.443664787
wol,terminal,2.629165755
wol,internal,14.46852032
wol,terminal,3.072246399
wol,internal,19.41594446
wol,terminal,1.301001193
wol,internal,9.930639576
wol,internal,8.295717202
wol,terminal,0.153491766
wol,internal,8.679642462
wol,terminal,0.670316323
wol,internal,1.848047445
wol,terminal,0.241079323
wol,internal,10.03028663
wol,terminal,2.794426104
wol,terminal,2.561680619
wol,internal,3.124393309
wol,terminal,2.041200682
wol,terminal,129.7063034
wol,internal,6.861278671
wol,internal,35635.81052
wol,terminal,7.80879217
wol,internal,3.979737822
wol,terminal,0.991297758
wol,terminal,1.70957904
wol,internal,7.269889257
wol,internal,0.874783526
wol,terminal,1.187931942
wol,internal,3.156012881
wol,internal,6.888761379
wol,terminal,0.224690064
wol,terminal,0.383013987
wol,internal,3.238919728
wol,terminal,0.271973981
wol,internal,9.897353129
wol,terminal,1.005587813
wol,terminal,0.801974165
wol,internal,3.451558
wol,internal,4.670077464
wol,terminal,0.567529379
wol,internal,6.32968351
wol,internal,9.669750951
wol,terminal,0.208962859
wol,internal,7.978911931
wol,terminal,0.991923346
wol,terminal,0.299628536
wol,internal,4.967525286
wol,terminal,0.021429852
wol,internal,18.76054494
wol,terminal,0.670480998
wol,internal,3.660268058
wol,terminal,9.388934048
wol,terminal,6.663397949
wol,internal,4.239016506
wol,terminal,1.032769804
wol,terminal,1.124176014
wol,internal,1.583707898
wol,internal,7.672061378
wol,internal,4.628467352
wol,terminal,12.88200462
wol,terminal,9.650979754
wol,internal,20.57623192
wol,terminal,2.527118851
wol,internal,4.051113548
wol,terminal,0.574589783
wol,internal,8.031032548
wol,terminal,0.672244688
wol,internal,5.997148684
wol,internal,12.61546908
wol,terminal,0.824800808
wol,internal,6.113488072
wol,internal,7.987094823
wol,terminal,0.092799378
wol,terminal,0.541505203
wol,internal,3.261246585
wol,internal,5.097030207
wol,internal,4.794682148
wol,terminal,12254.50747
wol,terminal,12254.50747
wol,internal,4.117649419
wol,terminal,1.99456939
wol,internal,0.424725181
wol,terminal,1.041242511
wol,internal,6.110419344
wol,terminal,1.534881886
wol,terminal,1.266365296
wol,internal,3.328148449
wol,internal,6.585889178
wol,terminal,0.749463893
wol,terminal,1.304742021
wol,internal,2.978770212
wol,internal,3.789599442
wol,terminal,0.133883386
wol,terminal,0.559255178
wol,internal,4.020148891
wol,terminal,23.13413662
wol,terminal,9.916425658
wol,internal,4.074932389
