,Taxon,Branch Type,l1,l2,l2/l2
61,  ,internal,0.024172,0.01733036,1.394777717
46,Equisetum,terminal,0.27597,0.198247117,1.39205051
29,  ,internal,0.02721,0.019609066,1.387623452
62,Sciadopitys,terminal,0.058572,0.042690882,1.372002569
64,Prumnopitys,terminal,0.095485,0.07041033,1.356122032
9,Chara,terminal,0.501069,0.373167904,1.342744097
88,  ,internal,0.019251,0.014358073,1.3407788
109,  ,internal,0.018084,0.013506629,1.338898146
45,  ,internal,0.016119,0.012090323,1.333214982
25,  ,internal,0.099834,0.075272382,1.326303183
73,Amborella,terminal,0.145288,0.110892028,1.310175331
35,Huperzia,terminal,0.254201,0.197494229,1.287131279
57,Juniperus,terminal,0.046895,0.03644857,1.286607419
75,Kadsura,terminal,0.12893,0.100475381,1.283199912
48,Gnetum,terminal,0.130416,0.10272791,1.269528406
43,Pteridium,terminal,0.114891,0.0917885,1.251692744
98,  ,internal,0.104812,0.08415253,1.24550028
2,  ,internal,0.120712,0.100162882,1.205157017
18,Netrium,terminal,0.395113,0.33159399,1.19155658
37,Ophioglossum,terminal,0.168727,0.141675236,1.190942079
149,  ,internal,0.133665,0.112675716,1.186280458
40,Angiopteris,terminal,0.116111,0.098414441,1.179816688
13,Spirogyra,terminal,0.488218,0.415393177,1.175315404
126,Smilax,terminal,0.054537,0.046576567,1.170910679
154,Uronema,terminal,1.041989,0.895643643,1.163396858
52,  ,internal,0.08782,0.076435656,1.148940227
69,  ,internal,0.033019,0.028763753,1.147937809
20,  ,internal,0.061409,0.053751311,1.142465153
12,  ,internal,0.088314,0.077539784,1.138950809
51,Ephedra,terminal,0.157186,0.1396159,1.125845979
24,Sphagnum,terminal,0.139796,0.12471647,1.120910495
130,Sabal,terminal,0.066246,0.059144834,1.120064006
89,Catharanthus,terminal,0.049949,0.045426699,1.099551612
112,  ,internal,0.026562,0.024347273,1.090964071
90,Allamanda,terminal,0.051255,0.046984493,1.09089183
67,Zami,terminal,0.05714,0.052577015,1.086786682
21,Polytrichum,terminal,0.092077,0.085193948,1.08079273
99,  ,internal,0.010298,0.009666741,1.06530214
58,Cunninghamia,terminal,0.014646,0.01378424,1.062517798
38,Psilotum,terminal,0.114932,0.108489396,1.05938464
6,Chaetosphaeridium,terminal,0.359672,0.341115427,1.054399689
5,Klebsormidium,terminal,0.38367,0.364325947,1.053095458
60,Taxus,terminal,0.043829,0.041942386,1.044981086
97,Inula,terminal,0.037828,0.036517706,1.035881072
59,  ,internal,0.02197,0.02147152,1.023215873
3,Mesostigma,terminal,0.517808,0.509675344,1.015956542
36,  ,internal,0.036945,0.036479935,1.012748526
70,Ginkgo,terminal,0.049076,0.048701518,1.007689337
42,Alsophila,terminal,0.056787,0.056547645,1.004232811
0,Spirotaenia,terminal,0.413893,0.41303289,1.002082426
16,Cosmarium,terminal,0.409747,0.413512149,0.990894707
50,  ,internal,0.024456,0.025108147,0.974026497
15,Roya,terminal,0.302414,0.321916351,0.939417956
132,Sorghum,terminal,0.012579,0.013639581,0.922242418
49,Welwitschia,terminal,0.117422,0.131378151,0.893771145
10,Mougeotia,terminal,0.37212,0.416716075,0.89298211
1,Chlorokybus,terminal,0.305342,0.343020728,0.89015612
56,  ,internal,0.012005,0.013994855,0.857815236
4,  ,internal,0.049028,0.058881995,0.832648422
7,Coleochaete,terminal,0.24053,0.301476142,0.797840913
139,  ,internal,0.005445,0.007209467,0.755256922
27,Marchantiapolymorpha,terminal,0.027424,0.036534091,0.750641358
80,  ,internal,0.005461,0.007343181,0.743683119
148,  ,internal,0.019088,0.026383577,0.723480359
119,  ,internal,0.00585,0.008346681,0.70087739
11,Cylindrocystis,terminal,0.187791,0.268448482,0.699542043
54,Pinus,terminal,0.017867,0.026434063,0.675908199
28,  ,internal,0.122562,0.18143448,0.675516582
115,  ,internal,0.008398,0.012695237,0.661507959
26,Marchantiaemarginata,terminal,0.018242,0.029559817,0.617121552
136,  ,internal,0.005701,0.009252933,0.616128967
150,  ,internal,0.015127,0.02853251,0.530167172
44,  ,internal,0.056749,0.111095662,0.510812024
103,  ,internal,0.003404,0.007181573,0.473990849
66,  ,internal,0.009321,0.020092272,0.463909696
53,Cedrus,terminal,0.012217,0.026534301,0.460422914
68,Cycas,terminal,0.032555,0.073344926,0.443861651
104,  ,internal,0.001807,0.007728205,0.233818842
146,  ,internal,0.019957,0.107611336,0.185454439
